OBJECTID,WELL_UWI,WELL_NAME,WELL_NAME_,WELL_NAM_1,ASSET_AREA,SUB_PROD_A,WELL_NAM_2,Longitude,Latitude
5254,MINA01266V1,7E-81-NS4,7E-81NS4,M1266,MINAS,SLS,MINA01266V1 7E-81-NS4 M1266,774363.345900,81613.852950
5255,MINA01267D1,4B-79,4B-79,M1267,MINAS,SLS,MINA01267D1 4B-79 M1267,763569.097100,89209.074270
5256,MINA01268D1,4C-81,4C-81,M1268,MINAS,SLS,MINA01268D1 4C-81 M1268,763576.227000,89208.964190
5257,MINA01269V1,7E-81-NS3,7E-81NS3,M1269,MINAS,SLS,MINA01269V1 7E-81-NS3 M1269,774360.925900,81569.483080
5258,MINA01270V1,7E-81-NS1,7E-81NS1,M1270,MINAS,SLS,MINA01270V1 7E-81-NS1 M1270,774408.705800,81613.263010
5259,MINA01271D1,5B-25,5B-25,M1271,MINAS,SLS,MINA01271D1 5B-25 M1271,763499.297300,88724.964720
5260,MINA01272D1,5B-14,5B-14,M1272,MINAS,SLS,MINA01272D1 5B-14 M1272,763499.257200,88732.214760
5261,MINA01273V1,7E-81-NS2,7E-81NS2,M1273,MINAS,SLS,MINA01273V1 7E-81-NS2 M1273,774406.635800,81568.323020
5262,MINA01274D1,5B-26,5B-26,M1274,MINAS,SLS,MINA01274D1 5B-26 M1274,763499.477200,88738.844640
5263,MINA01275D1,8C-79,8C-79,M1275,MINAS,SLS,MINA01275D1 8C-79 M1275,772561.948100,79357.885100
5264,MINA01276D1,4B-49,4B-49,M1276,MINAS,SLS,MINA01276D1 4B-49 M1276,763044.847600,90165.643150
5265,MINA01277D1,4B-59,4B-59,M1277,MINAS,SLS,MINA01277D1 4B-59 M1277,763043.447600,90171.953160
5266,MINA01278D1,8C-78,8C-78,M1278,MINAS,SLS,MINA01278D1 8C-78 M1278,772561.508000,79364.875170
5267,MINA01279D1,4B-48,4B-48,M1279,MINAS,SLS,MINA01279D1 4B-48 M1279,763041.967600,90178.843140
5268,MINA01280D1,8C-68,8C-68,M1280,MINAS,SLS,MINA01280D1 8C-68 M1280,772561.168100,79371.595160
5269,MINA01946D1,8F-34N,8F-34N,M1946,MINAS,SLS,MINA01946D1 8F-34N M1946,779060.590900,80434.989100
5270,MINA01947D1,8C-87R2,8C-87R2,M1947,MINAS,SLS,MINA01947D1 8C-87R2 M1947,771868.718900,78813.160260
5271,MINA01948D1,5C-27E,5C-27E,M1948,MINAS,SLS,MINA01948D1 5C-27E M1948,767139.733200,88269.139490
5272,MINA01949D1,6B-38N,6B-38N,M1949,MINAS,SLS,MINA01949D1 6B-38N M1949,765594.035200,85725.632140
5273,MINA01950D1,6E-49E,6E-49E,M1950,MINAS,SLS,MINA01950D1 6E-49E M1950,775319.914600,85040.653760
5274,MINA01951D1,3B-37,3B-37,M1951,MINAS,SLS,MINA01951D1 3B-37 M1951,760727.749800,92988.273690
5275,MINA01952D1,3C-42,3C-42,M1952,MINAS,SLS,MINA01952D1 3C-42 M1952,762456.668000,92912.083970
5276,MINA01954D1,5B-19,5B-19,M1954,MINAS,SLS,MINA01954D1 5B-19 M1954,764525.266000,88713.258840
5277,MINA01955D1,7F-51,7F-51,M1955,MINAS,SLS,MINA01955D1 7F-51 M1955,777182.412800,82152.847160
5278,MINA01956D1,6B-19,6B-19,M1956,MINAS,SLS,MINA01956D1 6B-19 M1956,766438.104200,85970.811980
5279,MINA01957D1,1D-34A,1D-34A,M1957,MINAS,SLS,MINA01957D1 1D-34A M1957,762998.696800,98535.377780
5280,MINA01958D1,2D-95E,2D-95E,M1958,MINAS,SLS,MINA01958D1 2D-95E M1958,765053.555000,94299.262710
5281,MINA01959D1,8E-54N,8E-54N,M1959,MINAS,SLS,MINA01959D1 8E-54N M1959,776569.153600,80032.439320
5282,MINA01960D1,7D-98N,7D-98N,M1960,MINAS,SLS,MINA01960D1 7D-98N M1960,773604.016800,81014.677990
5283,MINA01961D1,6E-84E,6E-84E,M1961,MINAS,SLS,MINA01961D1 6E-84E M1961,774145.815900,84364.464450
5284,MINA01962D1,4C-41N,4C-41N,M1962,MINAS,SLS,MINA01962D1 4C-41N M1962,763554.617000,90409.296820
5285,MINA01963D1,4B-19E,4B-19E,M1963,MINAS,SLS,MINA01963D1 4B-19E M1963,763318.057100,91435.855660
5286,MINA01964D1,4D-59N,4D-59N,M1964,MINAS,SLS,MINA01964D1 4D-59N M1964,769234.050800,90043.517760
5287,MINA01965D1,6D-78N,6D-78N,M1965,MINAS,SLS,MINA01965D1 6D-78N M1965,772482.067700,84329.114330
5288,MINA01966D1,2D-32N,2D-32N,M1966,MINAS,SLS,MINA01966D1 2D-32N M1966,764009.796000,96065.020670
5289,MINA01967D1,6D-14E,6D-14E,M1967,MINAS,SLS,MINA01967D1 6D-14E M1967,771164.459000,85763.242690
5290,MINA01968D1,6E-67N,6E-67N,M1968,MINAS,SLS,MINA01968D1 6E-67N M1968,774652.395400,84599.614190
5291,MINA01969D1,9D-28E,9D-28E,M1969,MINAS,SLS,MINA01969D1 9D-28E M1969,776671.263700,77793.951790
5292,MINA01970D1,8E-58E,8E-58E,M1970,MINAS,SLS,MINA01970D1 8E-58E M1970,778096.132000,79599.849970
5293,MINA01971D1,6F-81,6F-81,M1971,MINAS,SLS,MINA01971D1 6F-81 M1971,775590.484400,84016.694970
5294,MINA01972D1,3A-64N,3A-64N,M1972,MINAS,SLS,MINA01972D1 3A-64N M1972,757672.843300,92502.193950
5295,MINA01973D1,"3E-64","3E-64",M1973,MINAS,SLS,MINA01973D1 3E-64 M1973,769012.780800,92388.925210
5296,MINA01974D1,3D-36E,3D-36E,M1974,MINAS,SLS,MINA01974D1 3D-36E M1974,766978.573100,92966.914270
5297,MINA01975D1,4A-63E,4A-63E,M1975,MINAS,SLS,MINA01975D1 4A-63E M1975,758609.512400,90085.216740
5298,MINA01976D1,3E-41E,3E-41E,M1976,MINAS,SLS,MINA01976D1 3E-41E M1976,767959.091900,92911.544440
5299,MINA01977D1,7E-75E,7E-75E,M1977,MINAS,SLS,MINA01977D1 7E-75E M1977,776096.774000,82048.177100
5300,MINA01978D1,3A-25N,3A-25N,M1978,MINAS,SLS,MINA01978D1 3A-25N M1978,757400.283500,93574.822750
5301,MINA01979D1,"9D-73","9D-73",M1979,MINAS,SLS,MINA01979D1 9D-73 M1979,775425.715200,76828.622820
5302,MINA01980D1,2D-73N,2D-73N,M1980,MINAS,SLS,MINA01980D1 2D-73N M1980,764599.495500,94537.622340
5303,MINA01981D1,6D-23E,6D-23E,M1981,MINAS,SLS,MINA01981D1 6D-23E M1981,770060.750300,85727.642640
5304,MINA01982D1,6D-11E,6D-11E,M1982,MINAS,SLS,MINA01982D1 6D-11E M1982,769951.810400,85956.392330
5305,MINA01983D1,5D-42E,5D-42E,M1983,MINAS,SLS,MINA01983D1 5D-42E M1983,768580.791700,87580.530450
5306,MINA01984D1,4C-55N,4C-55N,M1984,MINAS,SLS,MINA01984D1 4C-55N M1984,765060.995400,90460.526970
5307,MINA01985D1,2D-72E,2D-72E,M1985,MINAS,SLS,MINA01985D1 2D-72E M1985,764598.495500,94549.872310
5308,MINA01986D1,8E-52N,8E-52N,M1986,MINAS,SLS,MINA01986D1 8E-52N M1986,776132.684100,79667.709700
5309,MINA01987D1,8D-18N,8D-18N,M1987,MINAS,SLS,MINA01987D1 8D-18N M1987,775395.724800,81286.387930
5310,MINA01988D1,8D-67N,8D-67N,M1988,MINAS,SLS,MINA01988D1 8D-67N M1988,774851.685600,79192.620190
5311,MINA01989D1,8E-32N,8E-32N,M1989,MINAS,SLS,MINA01989D1 8E-32N M1989,776031.084200,80740.768610
5312,MINA01990D1,8D-66N,8D-66N,M1990,MINAS,SLS,MINA01990D1 8D-66N M1990,774852.885600,79180.840110
5313,MINA01991D1,8E-53E,8E-53E,M1991,MINAS,SLS,MINA01991D1 8E-53E M1991,776993.083200,80159.009330
5314,MINA01992D1,8E-83E,8E-83E,M1992,MINAS,SLS,MINA01992D1 8E-83E M1992,777132.583100,79342.190140
5354,MINA00624V1,"6D-14","6D-14",M0624,MINAS,SLS,MINA00624V1 6D-14 M0624,770697.829500,86041.358060
5355,MINA00625V1,"6D-34","6D-34",M0625,MINAS,SLS,MINA00625V1 6D-34 M0625,770370.309900,85411.408770
5356,MINA00626V1,"6D-35","6D-35",M0626,MINAS,SLS,MINA00626V1 6D-35 M0626,770665.609700,85450.248690
5357,MINA00627V1,"6D-25","6D-25",M0627,MINAS,SLS,MINA00627V1 6D-25 M0627,770885.039300,85804.048380
5358,MINA00628V1,"6D-81","6D-81",M0628,MINAS,SLS,MINA00628V1 6D-81 M0628,769997.650500,84086.460050
5359,MINA00629V1,"6D-93","6D-93",M0629,MINAS,SLS,MINA00629V1 6D-93 M0629,770608.759800,83864.230330
5360,MINA00630V1,"6D-94","6D-94",M0630,MINAS,SLS,MINA00630V1 6D-94 M0630,770788.209600,83883.240370
5361,MINA00631V1,6D-82A,6D-82A,M0631,MINAS,SLS,MINA00631V1 6D-82A M0631,770239.330200,84193.359920
5362,MINA00632V1,7C-17,7C-17,M0632,MINAS,SLS,MINA00632V1 7C-17 M0632,770255.440200,83558.240620
5363,MINA00633V1,7C-16,7C-16,M0633,MINAS,SLS,MINA00633V1 7C-16 M0633,769917.520500,83602.650530
5364,MINA00634V1,"6D-91","6D-91",M0634,MINAS,SLS,MINA00634V1 6D-91 M0634,769881.610700,83838.820250
5365,MINA00635V1,"7D-32","7D-32",M0635,MINAS,SLS,MINA00635V1 7D-32 M0635,771283.819100,83002.211240
5366,MINA00636V1,"7D-22","7D-22",M0636,MINAS,SLS,MINA00636V1 7D-22 M0636,771459.629000,83121.771180
5367,MINA00637V1,6C-79,6C-79,M0637,MINAS,SLS,MINA00637V1 6C-79 M0637,769709.600700,84451.099620
5368,MINA00638V1,"6D-61","6D-61",M0638,MINAS,SLS,MINA00638V1 6D-61 M0638,769850.470500,84675.369470
5369,MINA00639V1,"7D-23","7D-23",M0639,MINAS,SLS,MINA00639V1 7D-23 M0639,771690.578700,83208.411110
5370,MINA00640V1,"6D-65","6D-65",M0640,MINAS,SLS,MINA00640V1 6D-65 M0640,771345.149000,84654.929560
5371,MINA00641V1,"6D-64","6D-64",M0641,MINAS,SLS,MINA00641V1 6D-64 M0641,770930.599400,84662.999530
5372,MINA00642V1,"6D-32","6D-32",M0642,MINAS,SLS,MINA00642V1 6D-32 M0642,769761.760500,85622.378470
5373,MINA00643V1,"6D-84","6D-84",M0643,MINAS,SLS,MINA00643V1 6D-84 M0643,770940.839400,84156.100120
5374,MINA00644V1,7C-28,7C-28,M0644,MINAS,SLS,MINA00644V1 7C-28 M0644,770402.450100,83208.340980
5375,MINA00645V1,"6D-85","6D-85",M0645,MINAS,SLS,MINA00645V1 6D-85 M0645,771279.479100,84051.090210
5376,MINA00646V1,"6D-75","6D-75",M0646,MINAS,SLS,MINA00646V1 6D-75 M0646,771541.558800,84268.379980
5377,MINA00647V1,"6D-96","6D-96",M0647,MINAS,SLS,MINA00647V1 6D-96 M0647,771372.238900,83772.450530
5378,MINA00648V1,6D-73A,6D-73A,M0648,MINAS,SLS,MINA00648V1 6D-73A M0648,770803.879600,84417.939820
5379,MINA00649V1,7C-19,7C-19,M0649,MINAS,SLS,MINA00649V1 7C-19 M0649,770945.019500,83513.090770
5380,MINA00650V1,7D-11A,7D-11A,M0650,MINAS,SLS,MINA00650V1 7D-11A M0650,771231.379200,83584.070690
5381,MINA00651V1,"6D-45","6D-45",M0651,MINAS,SLS,MINA00651V1 6D-45 M0651,770944.289300,85240.948970
5382,MINA00652V1,"6D-87","6D-87",M0652,MINAS,SLS,MINA00652V1 6D-87 M0652,771901.908400,83981.190310
5383,MINA00653V1,"6D-26","6D-26",M0653,MINAS,SLS,MINA00653V1 6D-26 M0653,771174.979100,85771.108410
5384,MINA00654V1,"6D-42","6D-42",M0654,MINAS,SLS,MINA00654V1 6D-42 M0654,769960.000400,85252.388880
5385,MINA00655V1,"6D-54","6D-54",M0655,MINAS,SLS,MINA00655V1 6D-54 M0655,770738.079500,84895.359320
5386,MINA00656V1,"6D-56","6D-56",M0656,MINAS,SLS,MINA00656V1 6D-56 M0656,771471.048800,84919.649280
5387,MINA00657V1,"6D-53","6D-53",M0657,MINAS,SLS,MINA00657V1 6D-53 M0657,770408.520000,84918.869280
5388,MINA00658V1,"6D-46","6D-46",M0658,MINAS,SLS,MINA00658V1 6D-46 M0658,771225.889000,85237.889030
5389,MINA00659V1,"6D-72","6D-72",M0659,MINAS,SLS,MINA00659V1 6D-72 M0659,770392.000000,84426.159810
5390,MINA00660V1,"6D-51","6D-51",M0660,MINAS,SLS,MINA00660V1 6D-51 M0660,769736.800600,85004.179080
5391,MINA00661V1,"6D-62","6D-62",M0661,MINAS,SLS,MINA00661V1 6D-62 M0661,770205.260200,84638.079560
5392,MINA00662V1,"6D-76","6D-76",M0662,MINAS,SLS,MINA00662V1 6D-76 M0662,771733.618600,84287.179980
5393,MINA00663V1,"6D-43","6D-43",M0663,MINAS,SLS,MINA00663V1 6D-43 M0663,770300.470000,85202.008930
5394,MINA00664V1,"6D-57","6D-57",M0664,MINAS,SLS,MINA00664V1 6D-57 M0664,771827.708400,84920.779420
5395,MINA00665V1,"6D-37","6D-37",M0665,MINAS,SLS,MINA00665V1 6D-37 M0665,771382.848800,85556.778680
5396,MINA00666V1,"7D-31","7D-31",M0666,MINAS,SLS,MINA00666V1 7D-31 M0666,770997.719500,82992.881300
5397,MINA00667V1,"6D-38","6D-38",M0667,MINAS,SLS,MINA00667V1 6D-38 M0667,771665.868500,85559.008720
5398,MINA01281D1,4B-73,4B-73,M1281,MINAS,SLS,MINA01281D1 4B-73 M1281,762105.998600,89552.033760
5399,MINA01282D1,9C-58,9C-58,M1282,MINAS,SLS,MINA01282D1 9C-58 M1282,773661.657000,77566.767020
5400,MINA01283D1,8C-59,8C-59,M1283,MINAS,SLS,MINA01283D1 8C-59 M1283,772560.438100,79378.965140
5401,MINA01284D1,"9D-69","9D-69",M1284,MINAS,SLS,MINA01284D1 9D-69 M1284,777293.163100,77119.747780
5402,MINA01285D1,"9E-41","9E-41",M1285,MINAS,SLS,MINA01285D1 9E-41 M1285,777286.413100,77119.027780
5403,MINA01286D1,"9D-88","9D-88",M1286,MINAS,SLS,MINA01286D1 9D-88 M1286,776817.353600,76570.218360
5404,MINA01287D1,7C-59,7C-59,M1287,MINAS,SLS,MINA01287D1 7C-59 M1287,771113.319400,82601.551690
5405,MINA01288D1,7D-41B,7D-41B,M1288,MINAS,SLS,MINA01288D1 7D-41B M1288,771113.319400,82601.551690
5406,MINA01289D1,7D-73A,7D-73A,M1289,MINAS,SLS,MINA01289D1 7D-73A M1289,772550.707800,81724.742660
5407,MINA01290D1,7C-68,7C-68,M1290,MINAS,SLS,MINA01290D1 7C-68 M1290,770722.689800,82193.632110
5408,MINA01291D1,"6E-34","6E-34",M1291,MINAS,SLS,MINA01291D1 6E-34 M1291,773533.626500,85198.249210
5409,MINA01292D1,"7E-99","7E-99",M1292,MINAS,SLS,MINA01292D1 7E-99 M1292,776584.373500,81224.423550
5410,MINA01293V1,7C-37,7C-37,M1293,MINAS,SLS,MINA01293V1 7C-37 M1293,770358.670200,82987.451240
5411,MINA01294D1,"8D-31","8D-31",M1294,MINAS,SLS,MINA01294D1 8D-31 M1294,772536.538000,80713.833690
5412,MINA01295D1,7C-79,7C-79,M1295,MINAS,SLS,MINA01295D1 7C-79 M1295,771057.649500,82028.332220
5413,MINA01296D1,"6E-36","6E-36",M1296,MINAS,SLS,MINA01296D1 6E-36 M1296,773891.426100,85544.258850
5414,MINA01297H1,5A-29TH,5A-29TH,M1297,MINAS,SLS,MINA01297H1 5A-29TH M1297,761544.339400,88622.444600
5415,MINA01298D1,"6E-35","6E-35",M1298,MINAS,SLS,MINA01298D1 6E-35 M1298,773879.236100,85555.188880
5416,MINA01299D1,7C-88,7C-88,M1299,MINAS,SLS,MINA01299D1 7C-88 M1299,771124.169500,81649.522660
5417,MINA01300D1,8C-17,8C-17,M1300,MINAS,SLS,MINA01300D1 8C-17 M1300,771322.009300,81045.543310
5418,MINA01301D1,"7D-81","7D-81",M1301,MINAS,SLS,MINA01301D1 7D-81 M1301,771327.019300,81050.473350
5419,MINA01302D1,8D-43A,8D-43A,M1302,MINAS,SLS,MINA01302D1 8D-43A M1302,773530.207000,79942.124670
5420,MINA01303D1,8D-53A,8D-53A,M1303,MINAS,SLS,MINA01303D1 8D-53A M1303,773050.917500,79534.565010
5421,MINA01304D1,"2D-72","2D-72",M1304,MINAS,SLS,MINA01304D1 2D-72 M1304,764752.005200,94632.558700
5422,MINA01305D1,"2D-64","2D-64",M1305,MINAS,SLS,MINA01305D1 2D-64 M1305,764752.895300,94639.318630
5423,MINA01306D1,4A-53,4A-53,M1306,MINAS,SLS,MINA01306D1 4A-53 M1306,758563.382600,90085.842910
5424,MINA01307D1,"5E-42","5E-42",M1307,MINAS,SLS,MINA01307D1 5E-42 M1307,771695.338300,87763.536480
5425,MINA01308D1,"5E-43","5E-43",M1308,MINAS,SLS,MINA01308D1 5E-43 M1308,771693.628300,87756.766440
5426,MINA01309D1,"6E-11","6E-11",M1309,MINAS,SLS,MINA01309D1 6E-11 M1309,773140.496900,86131.708250
5427,MINA01310D1,"5E-96","5E-96",M1310,MINAS,SLS,MINA01310D1 5E-96 M1310,772582.527400,86338.607940
5428,MINA01311D1,"6E-23","6E-23",M1311,MINAS,SLS,MINA01311D1 6E-23 M1311,773135.696900,86126.548190
5429,MINA01312D1,"8E-95","8E-95",M1312,MINAS,SLS,MINA01312D1 8E-95 M1312,777497.642700,78881.976010
5430,MINA01313D1,"6E-22","6E-22",M1313,MINAS,SLS,MINA01313D1 6E-22 M1313,773130.886900,86121.408230
5431,MINA01314D1,4B-64,4B-64,M1314,MINAS,SLS,MINA01314D1 4B-64 M1314,761691.189000,90088.583150
5432,MINA01315D1,4B-54A,4B-54A,M1315,MINAS,SLS,MINA01315D1 4B-54A M1315,761687.329100,90094.493160
5433,MINA01316D1,4B-45,4B-45,M1316,MINAS,SLS,MINA01316D1 4B-45 M1316,761683.589000,90100.403170
5434,MINA01317D1,4B-54,4B-54,M1317,MINAS,SLS,MINA01317D1 4B-54 M1317,761679.799100,90106.343130
5435,MINA01318D1,4B-58A,4B-58A,M1318,MINAS,SLS,MINA01318D1 4B-58A M1318,763018.397600,89478.473860
5436,MINA01319D1,4B-57A,4B-57A,M1319,MINAS,SLS,MINA01319D1 4B-57A M1319,763018.427700,89471.353870
5437,MINA01320D1,4B-66A,4B-66A,M1320,MINAS,SLS,MINA01320D1 4B-66A M1320,763018.447700,89464.393880
5438,MINA01321D1,4B-76A,4B-76,M1321,MINAS,SLS,MINA01321D1 4B-76A M1321,763018.427700,89457.403930
5439,MINA01322D1,4B-87,4B-87,M1322,MINAS,SLS,MINA01322D1 4B-87 M1322,763018.477600,89450.463910
5440,MINA01323D1,4B-57,4B-57,M1323,MINAS,SLS,MINA01323D1 4B-57 M1323,762300.888500,90133.393140
5441,MINA01324D1,4B-55A,4B-55A,M1324,MINAS,SLS,MINA01324D1 4B-55A M1324,762293.908400,90132.523120
5442,MINA01325D1,"9E-21","9E-21",M1325,MINAS,SLS,MINA01325D1 9E-21 M1325,776946.423400,77763.287140
5443,MINA02182D1,5B-87N,5B-87N,M2182,MINAS,SLS,MINA02182D1 5B-87N M2182,764242.496600,86691.950960
5444,MINA02183D1,7D-11N,7D-11N,M2183,MINAS,SLS,MINA02183D1 7D-11N M2183,770937.589500,83521.605070
5445,MINA02184D1,3B-33,3B-33,M2184,MINAS,SLS,MINA02184D1 3B-33 M2184,760278.300300,93385.223220
5446,MINA02185D1,8C-79N,8C-79N,M2185,MINAS,SLS,MINA02185D1 8C-79N M2185,772620.387900,79542.189540
5447,MINA02186D1,8C-78N,8C-78N,M2186,MINAS,SLS,MINA02186D1 8C-78N M2186,772616.488000,79552.819550
5448,MINA02187H1,4B-51A,4B-51A,M2187,MINAS,SLS,MINA02187H1 4B-51A M2187,760860.407000,89469.462610
5527,MINA00001V1,"6D-55","6D-55",M0001,MINAS,SLS,MINA00001V1 6D-55 M0001,771056.399200,84904.209260
5528,MINA00002V1,"7D-58","7D-58",M0002,MINAS,SLS,MINA00002V1 7D-58 M0002,773526.336800,82225.162290
5529,MINA00003V1,8C-49,8C-49,M0003,MINAS,SLS,MINA00003V1 8C-49 M0003,772131.618500,79961.104500
5530,MINA00004V1,8C-87,8C-87,M0004,MINAS,SLS,MINA00004V1 8C-87 M0004,771754.339000,78858.645640
5531,MINA00005V1,"7D-86","7D-86",M0005,MINAS,SLS,MINA00005V1 7D-86 M0005,772919.047600,81407.063040
5532,MINA00006V1,5C-55,5C-55,M0006,MINAS,SLS,MINA00006V1 5C-55 M0006,766554.063900,87555.616130
5533,MINA00007V1,"6E-86","6E-86",M0007,MINAS,SLS,MINA00007V1 6E-86 M0007,774457.485600,84014.350560
5534,MINA00668V1,"6D-17","6D-17",M0668,MINAS,SLS,MINA00668V1 6D-17 M0668,771678.908500,86129.648090
5535,MINA00669V1,"6D-97","6D-97",M0669,MINAS,SLS,MINA00669V1 6D-97 M0669,771725.658600,83742.970520
5536,MINA00670V1,"6D-16","6D-16",M0670,MINAS,SLS,MINA00670V1 6D-16 M0670,771425.978700,86140.068030
5537,MINA00671V1,"6D-28","6D-28",M0671,MINAS,SLS,MINA00671V1 6D-28 M0671,771809.108300,85847.138460
5538,MINA00672V1,"6E-51","6E-51",M0672,MINAS,SLS,MINA00672V1 6E-51 M0672,772804.677300,84970.929330
5539,MINA00673V1,"6D-48","6D-48",M0673,MINAS,SLS,MINA00673V1 6D-48 M0673,771925.638300,85226.329040
5540,MINA00674V1,"6D-68","6D-68",M0674,MINAS,SLS,MINA00674V1 6D-68 M0674,772203.108000,84644.949740
5541,MINA00675V1,"6D-29","6D-29",M0675,MINAS,SLS,MINA00675V1 6D-29 M0675,772076.338100,85792.118510
5542,MINA00676V1,"7D-13","7D-13",M0676,MINAS,SLS,MINA00676V1 7D-13 M0676,771895.378500,83475.500880
5543,MINA00677V1,"6E-32","6E-32",M0677,MINAS,SLS,MINA00677V1 6E-32 M0677,772693.837300,85506.128870
5544,MINA00678V1,"6E-91","6E-91",M0678,MINAS,SLS,MINA00678V1 6E-91 M0678,772742.147500,83757.470690
5545,MINA00679V1,"5E-91","5E-91",M0679,MINAS,SLS,MINA00679V1 5E-91 M0679,771250.329000,86375.827750
5546,MINA00680V1,6E-82A,6E-82A,M0680,MINAS,SLS,MINA00680V1 6E-82A M0680,773133.657000,84100.830350
5547,MINA00681V1,"6D-99","6D-99",M0681,MINAS,SLS,MINA00681V1 6D-99 M0681,772378.657900,83794.630560
5548,MINA00682V1,"6D-88","6D-88",M0682,MINAS,SLS,MINA00682V1 6D-88 M0682,772288.648000,84023.450270
5549,MINA00683V1,7D-41A,7D-41A,M0683,MINAS,SLS,MINA00683V1 7D-41A M0683,771171.469300,82676.661630
5550,MINA00684V1,4C-35,4C-35,M0684,MINAS,SLS,MINA00684V1 4C-35 M0684,764909.875500,90643.902890
5551,MINA00685V1,"8D-72","8D-72",M0685,MINAS,SLS,MINA00685V1 8D-72 M0685,773376.597200,79189.675430
5552,MINA00686V1,"6E-81","6E-81",M0686,MINAS,SLS,MINA00686V1 6E-81 M0686,772909.227300,84060.850340
5553,MINA00687V1,"7D-14","7D-14",M0687,MINAS,SLS,MINA00687V1 7D-14 M0687,772088.048200,83491.170900
5554,MINA00688V1,"6D-78","6D-78",M0688,MINAS,SLS,MINA00688V1 6D-78 M0688,772490.897800,84335.679960
5555,MINA00689V1,"6D-79","6D-79",M0689,MINAS,SLS,MINA00689V1 6D-79 M0689,772701.297500,84385.220020
5556,MINA00690V1,"6D-59","6D-59",M0690,MINAS,SLS,MINA00690V1 6D-59 M0690,772412.347800,85012.329320
5557,MINA00691V1,"6D-67","6D-67",M0691,MINAS,SLS,MINA00691V1 6D-67 M0691,772008.338300,84711.549580
5558,MINA00692V1,"6E-61","6E-61",M0692,MINAS,SLS,MINA00692V1 6E-61 M0692,772922.537200,84686.209660
5559,MINA00693V1,4B-65,4B-65,M0693,MINAS,SLS,MINA00693V1 4B-65 M0693,762146.188600,89869.993350
5560,MINA00694V1,"6E-42","6E-42",M0694,MINAS,SLS,MINA00694V1 6E-42 M0694,772943.397200,85216.489140
5561,MINA00695V1,"6E-43","6E-43",M0695,MINAS,SLS,MINA00695V1 6E-43 M0695,773233.966800,85215.229140
5562,MINA00696V1,"6E-53","6E-53",M0696,MINAS,SLS,MINA00696V1 6E-53 M0696,773441.456700,84952.449410
5563,MINA00697V1,"6E-54","6E-54",M0697,MINAS,SLS,MINA00697V1 6E-54 M0697,773764.006300,84949.879460
5564,MINA00698V1,"6E-65","6E-65",M0698,MINAS,SLS,MINA00698V1 6E-65 M0698,774283.285800,84574.679910
5565,MINA00699V1,"6E-64","6E-64",M0699,MINAS,SLS,MINA00699V1 6E-64 M0699,773883.016200,84624.479890
5566,MINA00700V1,"6E-62","6E-62",M0700,MINAS,SLS,MINA00700V1 6E-62 M0700,773292.136800,84654.409790
5567,MINA00701V1,"6E-31","6E-31",M0701,MINAS,SLS,MINA00701V1 6E-31 M0701,772270.587900,85701.938530
5568,MINA00702V1,"5E-93","5E-93",M0702,MINAS,SLS,MINA00702V1 5E-93 M0702,771925.288200,86446.737820
5569,MINA00703V1,"5E-81","5E-81",M0703,MINAS,SLS,MINA00703V1 5E-81 M0703,771417.218700,86638.357530
5570,MINA00704V1,"5E-82","5E-82",M0704,MINAS,SLS,MINA00704V1 5E-82 M0704,771682.188400,86650.837540
5571,MINA00705V1,"5D-79","5D-79",M0705,MINAS,SLS,MINA00705V1 5D-79 M0705,771230.808900,86855.257370
5572,MINA00706V1,"5D-78","5D-78",M0706,MINAS,SLS,MINA00706V1 5D-78 M0706,770885.659200,86895.097300
5573,MINA00707V1,"6D-49","6D-49",M0707,MINAS,SLS,MINA00707V1 6D-49 M0707,772264.387900,85215.839100
5574,MINA00708V1,"6E-72","6E-72",M0708,MINAS,SLS,MINA00708V1 6E-72 M0708,773391.886700,84436.939950
5575,MINA00709D1,"6E-75","6E-75",M0709,MINAS,SLS,MINA00709D1 6E-75 M0709,774269.315800,84562.419960
5576,MINA00710D1,"6E-76","6E-76",M0710,MINAS,SLS,MINA00710D1 6E-76 M0710,774636.075300,84588.449910
5577,MINA00711D1,"6E-85","6E-85",M0711,MINAS,SLS,MINA00711D1 6E-85 M0711,774097.766000,84356.640070
5578,MINA01326V1,7E-81-NO1,7E-81NO1,M1326,MINAS,SLS,MINA01326V1 7E-81-NO1 M1326,774410.315800,81610.523040
5579,MINA01327D1,4B-95A,4B-95A,M1327,MINAS,SLS,MINA01327D1 4B-95A M1327,762141.598600,88962.244340
5580,MINA01328D1,"9D-79","9D-79",M1328,MINAS,SLS,MINA01328D1 9D-79 M1328,777182.483300,76324.678690
5581,MINA01329D1,4B-94,4B-94,M1329,MINAS,SLS,MINA01329D1 4B-94 M1329,762136.538700,88957.384310
5582,MINA01330V1,7E-81-NO4,7E-81NO4,M1330,MINAS,SLS,MINA01330V1 7E-81-NO4 M1330,774366.095900,81616.063000
5583,MINA01331V1,7E-81-NO3,7E-81NO3,M1331,MINAS,SLS,MINA01331V1 7E-81-NO3 M1331,774359.175900,81571.983050
5584,MINA01332D1,"9E-81","9E-81",M1332,MINAS,SLS,MINA01332D1 9E-81 M1332,777183.493300,76317.678630
5585,MINA01333V1,7E-81-NO2,7E-81NO2,M1333,MINAS,SLS,MINA01333V1 7E-81-NO2 M1333,774403.385900,81566.453070
