OBJECTID,WELL_UWI,WELL_NAME,WELL_NAME_,WELL_NAM_1,ASSET_AREA,SUB_PROD_A,WELL_NAM_2,Longitude,Latitude
4576,MINA01766D1,6C-28N,6C-28N,M1766,MINAS,SLS,MINA01766D1 6C-28N M1766,769085.871300,86231.931920
4577,MINA01767D1,5D-75N,5D-75N,M1767,MINAS,SLS,MINA01767D1 5D-75N M1767,769922.870200,87285.250900
4578,MINA01768D1,6C-18N,6C-18N,M1768,MINAS,SLS,MINA01768D1 6C-18N M1768,769080.861300,86236.721930
4579,MINA01769D1,5D-23N,5D-23N,M1769,MINAS,SLS,MINA01769D1 5D-23N M1769,768755.411400,88777.049090
4580,MINA01770D1,4E-93E,4E-93E,M1770,MINAS,SLS,MINA01770D1 4E-93E M1770,770239.579800,88915.279090
4581,MINA01771D1,7D-13N,7D-13N,M1771,MINAS,SLS,MINA01771D1 7D-13N M1771,771889.398500,83413.835280
4582,MINA01772D1,8E-94N,8E-94N,M1772,MINAS,SLS,MINA01772D1 8E-94N M1772,776569.713700,78845.750700
4583,MINA01773D1,7D-23E,7D-23E,M1773,MINAS,SLS,MINA01773D1 7D-23E M1773,771881.628500,83415.805330
4584,MINA01774D1,5D-94N,5D-94N,M1774,MINAS,SLS,MINA01774D1 5D-94N M1774,769183.511100,86808.601370
4585,MINA01775D1,6D-51N,6D-51N,M1775,MINAS,SLS,MINA01775D1 6D-51N M1775,769743.980600,85001.933330
4586,MINA01776D1,5D-72E,5D-72E,M1776,MINAS,SLS,MINA01776D1 5D-72E M1776,769177.601200,86804.851360
4587,MINA01777D1,6D-85E,6D-85E,M1777,MINAS,SLS,MINA01777D1 6D-85E M1777,771512.408900,84232.904310
4588,MINA01778D1,5B-56E,5B-56E,M1778,MINAS,SLS,MINA01778D1 5B-56E M1778,764095.266600,87875.579720
4589,MINA01779D1,5C-56,5C-56,M1779,MINAS,SLS,MINA01779D1 5C-56 M1779,767108.683300,87804.900000
4590,MINA01780D1,7D-94N,7D-94N,M1780,MINAS,SLS,MINA01780D1 7D-94N M1780,772142.928300,81454.437390
4591,MINA01781D1,7D-85N,7D-85N,M1781,MINAS,SLS,MINA01781D1 7D-85N M1781,772540.977900,81739.347190
4592,MINA01782D1,5C-85,5C-85,M1782,MINAS,SLS,MINA01782D1 5C-85 M1782,766976.713500,87140.890730
4593,MINA01783D1,5D-14E,5D-14E,M1783,MINAS,SLS,MINA01783D1 5D-14E M1783,769175.221000,89001.788850
4594,MINA01784D1,8E-73E,8E-73E,M1784,MINAS,SLS,MINA01784D1 8E-73E M1784,776628.193600,79479.420020
4595,MINA01785D1,8E-72E,8E-72E,M1785,MINAS,SLS,MINA01785D1 8E-72E M1785,776623.623700,79485.420020
4596,MINA01786D1,8E-64N,8E-64N,M1786,MINAS,SLS,MINA01786D1 8E-64N M1786,776619.053700,79491.389930
4597,MINA01787D1,3B-79,3B-79,M1787,MINAS,SLS,MINA01787D1 3B-79 M1787,762133.148400,92175.314710
4598,MINA01788D1,5D-25E,5D-25E,M1788,MINAS,SLS,MINA01788D1 5D-25E M1788,769550.680600,88066.629970
4599,MINA01789V1,7D-33E,7D-33E,M1789,MINAS,SLS,MINA01789V1 7D-33E M1789,771790.498700,82902.645820
4600,MINA01790D1,7D-43E,7D-43E,M1790,MINAS,SLS,MINA01790D1 7D-43E M1790,771775.968600,82889.455820
4601,MINA01791D1,5C-16,5C-16,M1791,MINAS,SLS,MINA01791D1 5C-16 M1791,766986.933300,88946.958760
4602,MINA01792D1,7E-65E,7E-65E,M1792,MINAS,SLS,MINA01792D1 7E-65E M1792,776103.263900,82056.907080
4603,MINA01793D1,4D-53E,4D-53E,M1793,MINAS,SLS,MINA01793D1 4D-53E M1793,767581.212700,90002.307670
4604,MINA01794D1,8D-56N,8D-56N,M1794,MINAS,SLS,MINA01794D1 8D-56N M1794,774478.845900,79654.379650
4605,MINA01795D1,3D-11N,3D-11N,M1795,MINAS,SLS,MINA01795D1 3D-11N M1795,765055.195000,94248.182700
4606,MINA01796D1,5D-25N,5D-25N,M1796,MINAS,SLS,MINA01796D1 5D-25N M1796,769003.031200,88361.829600
4607,MINA01797D1,9E-12N,9E-12N,M1797,MINAS,SLS,MINA01797D1 9E-12N M1797,777187.663100,78112.561530
4608,MINA01798D1,2D-96E,2D-96E,M1798,MINAS,SLS,MINA01798D1 2D-96E M1798,765530.484600,93862.343170
4609,MINA01799D1,8C-48E,8C-48E,M1799,MINAS,SLS,MINA01799D1 8C-48E M1799,771967.918700,79919.589140
4610,MINA01800D1,2D-85E,2D-85E,M1800,MINAS,SLS,MINA01800D1 2D-85E M1800,765516.444400,94811.222120
4611,MINA01801D1,2D-94E,2D-94E,M1801,MINAS,SLS,MINA01801D1 2D-94E M1801,764805.855300,94245.912730
4612,MINA01802D1,4B-71N,4B-71N,M1802,MINAS,SLS,MINA01802D1 4B-71N M1802,760922.709900,89504.387630
4613,MINA01803D1,4B-81E,4B-81E,M1803,MINAS,SLS,MINA01803D1 4B-81E M1803,760930.299900,89501.747640
4614,MINA01804D1,5D-27E,5D-27E,M1804,MINAS,SLS,MINA01804D1 5D-27E M1804,770050.140000,88244.449850
4615,MINA01805D1,8D-28E,8D-28E,M1805,MINAS,SLS,MINA01805D1 8D-28E M1805,774821.285600,80337.718840
4616,MINA01806D1,8E-62N,8E-62N,M1806,MINAS,SLS,MINA01806D1 8E-62N M1806,776611.433600,79480.669940
4617,MINA01807D1,5B-98N,5B-98N,M1807,MINAS,SLS,MINA01807D1 5B-98N M1807,764513.436200,86350.251390
4618,MINA01808V1,8D-38E1,8D-38E1,M1808,MINAS,SLS,MINA01808V1 8D-38E1 M1808,774977.305400,80290.369010
4619,MINA01809V1,8D-59E10B,8D-59E10B,M1809,MINAS,SLS,MINA01809V1 8D-59E10B M1809,775423.624900,79805.399470
4620,MINA01810V1,8D-59N12B,8D-59N12B,M1810,MINAS,SLS,MINA01810V1 8D-59N12B M1810,775466.874900,79817.409570
4663,MINA00448V1,"4D-26","4D-26",M0448,MINAS,SLS,MINA00448V1 4D-26 M0448,768137.791900,90862.212950
4664,MINA00449V1,"4D-18","4D-18",M0449,MINAS,SLS,MINA00449V1 4D-18 M0449,769068.590900,91315.432500
4665,MINA00450V1,"3E-92","3E-92",M0450,MINAS,SLS,MINA00450V1 3E-92 M0450,768583.601300,91608.872140
4666,MINA00451V1,"3D-98","3D-98",M0451,MINAS,SLS,MINA00451V1 3D-98 M0451,767485.002600,91570.702100
4667,MINA00452V1,"4D-12","4D-12",M0452,MINAS,SLS,MINA00452V1 4D-12 M0452,767032.393100,91265.652410
4668,MINA00453V1,"5E-15","5E-15",M0453,MINAS,SLS,MINA00453V1 5E-15 M0453,772635.027100,88716.365470
4669,MINA00454V1,"5E-47","5E-47",M0454,MINAS,SLS,MINA00454V1 5E-47 M0454,773124.466700,87869.896420
4670,MINA00455V1,"5E-99","5E-99",M0455,MINAS,SLS,MINA00455V1 5E-99 M0455,773985.895900,86288.198140
4671,MINA00456V1,"6E-39","6E-39",M0456,MINAS,SLS,MINA00456V1 6E-39 M0456,775084.704800,85495.388990
4672,MINA00457SH1,"6E-69","6E-69",M0457,MINAS,SLS,MINA00457SH1 6E-69 M0457,775593.464300,84615.150000
4673,MINA00458V1,6F-93,6F-93,M0458,MINAS,SLS,MINA00458V1 6F-93 M0458,776419.983400,83766.320920
4674,MINA00459V1,"7E-69","7E-69",M0459,MINAS,SLS,MINA00459V1 7E-69 M0459,777179.782800,82163.062700
4675,MINA00460V1,"3D-92","3D-92",M0460,MINAS,SLS,MINA00460V1 3D-92 M0460,765555.664700,91558.751980
4676,MINA00461V1,3C-69,3C-69,M0461,MINAS,SLS,MINA00461V1 3C-69 M0461,765169.315100,92388.191040
4677,MINA00462V1,4C-39,4C-39,M0462,MINAS,SLS,MINA00462V1 4C-39 M0462,766013.874300,90661.842930
4678,MINA00463V1,"4D-33","4D-33",M0463,MINAS,SLS,MINA00463V1 4D-33 M0463,766998.003100,90672.053060
4679,MINA00464V1,"3D-47","3D-47",M0464,MINAS,SLS,MINA00464V1 3D-47 M0464,767020.093000,93021.430570
4680,MINA00465V1,"3D-39","3D-39",M0465,MINAS,SLS,MINA00465V1 3D-39 M0465,767519.522300,93282.090290
4681,MINA00466V1,"4D-45","4D-45",M0466,MINAS,SLS,MINA00466V1 4D-45 M0466,767807.122300,90493.073230
4682,MINA00467V1,4C-95,4C-95,M0467,MINAS,SLS,MINA00467V1 4C-95 M0467,764885.115600,88972.984530
4683,MINA00468V1,"5D-36","5D-36",M0468,MINAS,SLS,MINA00468V1 5D-36 M0468,769544.620600,88075.055950
4684,MINA00469V1,"5D-47","5D-47",M0469,MINAS,SLS,MINA00469V1 5D-47 M0469,770053.110000,87820.216210
4685,MINA00470V1,"6D-69","6D-69",M0470,MINAS,SLS,MINA00470V1 6D-69 M0470,772562.047600,84786.459500
4686,MINA00471V1,"6D-39","6D-39",M0471,MINAS,SLS,MINA00471V1 6D-39 M0471,771964.338200,85518.038810
4687,MINA00472V1,4A-39,4A-39,M0472,MINAS,SLS,MINA00472V1 4A-39 M0472,759973.100900,90697.572410
4688,MINA00473V1,4A-69,4A-69,M0473,MINAS,SLS,MINA00473V1 4A-69 M0473,760473.780500,89811.203250
4689,MINA00474V1,4B-41,4B-41,M0474,MINAS,SLS,MINA00474V1 4B-41 M0474,760562.080200,90369.152730
4690,MINA00475V1,4B-33,4B-33,M0475,MINAS,SLS,MINA00475V1 4B-33 M0475,761056.969800,90615.612530
4691,MINA00476V1,4B-95,4B-95,M0476,MINAS,SLS,MINA00476V1 4B-95 M0476,762127.178700,88969.154280
4692,MINA00477V1,4B-69,4B-69,M0477,MINAS,SLS,MINA00477V1 4B-69 M0477,763509.097100,89790.823640
4693,MINA00478V1,4C-92,4C-92,M0478,MINAS,SLS,MINA00478V1 4C-92 M0478,763918.206700,88937.624490
4694,MINA00479V1,3C-59,3C-59,M0479,MINAS,SLS,MINA00479V1 3C-59 M0479,764950.245200,92732.510640
4695,MINA00480V1,5B-39,5B-39,M0480,MINAS,SLS,MINA00480V1 5B-39 M0480,764482.646200,88102.595440
4696,MINA00481SH1,5B-74,5B-74,M0481,MINAS,SLS,MINA00481SH1 5B-74 M0481,763441.697500,86903.636550
4697,MINA00482V1,5B-36,5B-36,M0482,MINAS,SLS,MINA00482V1 5B-36 M0482,763479.447300,88065.075400
4698,MINA00483V1,5B-66,5B-66,M0483,MINAS,SLS,MINA00483V1 5B-66 M0483,764041.776800,87199.246380
4699,MINA00484V1,5B-18,5B-18,M0484,MINAS,SLS,MINA00484V1 5B-18 M0484,764521.246100,88702.774750
4700,MINA00485V1,4B-63,4B-63,M0485,MINAS,SLS,MINA00485V1 4B-63 M0485,761492.519300,89751.893460
4701,MINA00486V1,4B-98,4B-98,M0486,MINAS,SLS,MINA00486V1 4B-98 M0486,763103.057700,88939.214430
4702,MINA00487V1,6F-21,6F-21,M0487,MINAS,SLS,MINA00487V1 6F-21 M0487,775542.514300,85789.378720
4703,MINA00488V1,6F-63,6F-63,M0488,MINAS,SLS,MINA00488V1 6F-63 M0488,776581.413200,84655.000020
4704,MINA00489V1,6F-95,6F-95,M0489,MINAS,SLS,MINA00489V1 6F-95 M0489,777035.972800,83754.691030
4705,MINA00490V1,4C-71,4C-71,M0490,MINAS,SLS,MINA00490V1 4C-71 M0490,763977.496600,89531.723930
4706,MINA00491V1,4B-66,4B-66,M0491,MINAS,SLS,MINA00491V1 4B-66 M0491,762484.808300,89869.153450
4707,MINA01108H1,8E-74A,8E-74A,M1108,MINAS,SLS,MINA01108H1 8E-74A M1108,777253.643000,79230.455610
4708,MINA01109D1,"5D-37","5D-37",M1109,MINAS,SLS,MINA01109D1 5D-37 M1109,770035.090100,88242.165820
4709,MINA01110V1,2D-62A,2D-62A,M1110,MINAS,SLS,MINA01110V1 2D-62A M1110,764404.715600,94975.748300
4710,MINA01111D1,5B-68,5B-68,M1111,MINAS,SLS,MINA01111D1 5B-68 M1111,764501.766300,86962.426590
4711,MINA01112D1,"5D-26","5D-26",M1112,MINAS,SLS,MINA01112D1 5D-26 M1112,770029.170100,88246.005820
4712,MINA01113D1,"5D-51","5D-51",M1113,MINAS,SLS,MINA01113D1 5D-51 M1113,768104.162200,87802.636020
4713,MINA01114V1,3D-99-NO1,3D-99NO1,M1114,MINAS,SLS,MINA01114V1 3D-99-NO1 M1114,767928.432100,91790.051910
4714,MINA01115V1,2D-93A,2D-93A,M1115,MINAS,SLS,MINA01115V1 2D-93A M1115,764552.745600,94300.949060
4715,MINA01116D1,5B-76,5B-76,M1116,MINAS,SLS,MINA01116D1 5B-76 M1116,764500.106300,86969.296600
4716,MINA01117D1,"5D-42","5D-42",M1117,MINAS,SLS,MINA01117D1 5D-42 M1117,768098.242200,87805.606010
4717,MINA01118D1,5B-85,5B-85,M1118,MINAS,SLS,MINA01118D1 5B-85 M1118,764027.666800,86664.576890
4718,MINA01119H1,7E-74A,7E-74A,M1119,MINAS,SLS,MINA01119H1 7E-74A M1119,775619.964500,81771.912920
4719,MINA01120V1,7E-81-NP1,7E-81NP1,M1120,MINAS,SLS,MINA01120V1 7E-81-NP1 M1120,774384.735900,81591.333040
4720,MINA01121D1,4B-35,4B-35,M1121,MINAS,SLS,MINA01121D1 4B-35 M1121,761625.039000,91027.632090
4721,MINA01122D1,5B-75,5B-75,M1122,MINAS,SLS,MINA01122D1 5B-75 M1122,764033.866800,86668.016890
4722,MINA01123D1,5B-67,5B-67,M1123,MINAS,SLS,MINA01123D1 5B-67 M1123,764498.576300,86976.236620
4723,MINA01124V1,3E-91-SO1,3E-91SO1,M1124,MINAS,SLS,MINA01124V1 3E-91-SO1 M1124,768260.531700,91629.872150
4724,MINA01125D1,5B-87,5B-87,M1125,MINAS,SLS,MINA01125D1 5B-87 M1125,764039.746800,86671.236850
4725,MINA01126D1,4B-25,4B-25,M1126,MINAS,SLS,MINA01126D1 4B-25 M1126,761627.119000,91034.862160
4726,MINA01127H2,7D-33A-1,7D-33A,M1127,MINAS,SLS,MINA01127H2 7D-33A-1 M1127,771786.318600,82863.371490
4727,MINA01128D1,4B-23,4B-23,M1128,MINAS,SLS,MINA01128D1 4B-23 M1128,760975.289900,90647.212490
4728,MINA01129V1,4D-16-NO1,4D-16NO1,M1129,MINAS,SLS,MINA01129V1 4D-16-NO1 M1129,768349.451700,91447.562340
4729,MINA01130D1,4B-13,4B-13,M1130,MINAS,SLS,MINA01130D1 4B-13 M1130,761628.809100,91041.632080
4730,MINA01131D1,7E-81-NI2,7E-81NI2,M1131,MINAS,SLS,MINA01131D1 7E-81-NI2 M1131,774448.555800,81639.282950
4731,MINA01132D1,4B-61,4B-61,M1132,MINAS,SLS,MINA01132D1 4B-61 M1132,761058.429800,90193.312960
4732,MINA01133H1,7D-63A,7D-63A,M1133,MINAS,SLS,MINA01133H1 7D-63A M1133,772189.318200,82395.041930
4733,MINA01134V1,3E-91-SO2,3E-91SO2,M1134,MINAS,SLS,MINA01134V1 3E-91-SO2 M1134,768505.401500,91643.722140
4734,MINA01135D1,4B-14,4B-14,M1135,MINAS,SLS,MINA01135D1 4B-14 M1135,761630.729100,91048.362180
4735,MINA01136D1,4B-51,4B-51,M1136,MINAS,SLS,MINA01136D1 4B-51 M1136,761062.649800,90198.953020
4736,MINA01137D1,4B-34,4B-34,M1137,MINAS,SLS,MINA01137D1 4B-34 M1137,760971.909800,90641.502540
4737,MINA01138V1,7E-81-NI4,7E-81NI4,M1138,MINAS,SLS,MINA01138V1 7E-81-NI4 M1138,774327.435900,81667.522910
4738,MINA01139V1,4D-17-NO1,4D-17NO1,M1139,MINAS,SLS,MINA01139V1 4D-17-NO1 M1139,768668.461300,91435.572370
4739,MINA01140D1,4B-62,4B-62,M1140,MINAS,SLS,MINA01140D1 4B-62 M1140,761066.859700,90204.372920
4740,MINA01141V1,7E-81-NI3,7E-81NI3,M1141,MINAS,SLS,MINA01141V1 7E-81-NI3 M1141,774308.686000,81534.303080
4741,MINA01142D1,4B-53,4B-53,M1142,MINAS,SLS,MINA01142D1 4B-53 M1142,761476.939300,89752.323410
4742,MINA01143V1,4D-16-SO1,4D-16SO1,M1143,MINAS,SLS,MINA01143V1 4D-16-SO1 M1143,768465.341500,91309.522440
4743,MINA01144D1,4B-22,4B-22,M1144,MINAS,SLS,MINA01144D1 4B-22 M1144,760968.369800,90635.512530
4744,MINA01145H1,3D-73A,3D-73A,M1145,MINAS,SLS,MINA01145H1 3D-73A M1145,766376.303700,92161.611430
4745,MINA01146D1,4B-42,4B-42,M1146,MINAS,SLS,MINA01146D1 4B-42 M1146,761071.139800,90209.922990
4746,MINA01147V1,7E-81-NI1,7E-81NI1,M1147,MINAS,SLS,MINA01147V1 7E-81-NI1 M1147,774460.905800,81648.523000
4747,MINA01148V1,4D-26-NO1,4D-26NO1,M1148,MINAS,SLS,MINA01148V1 4D-26-NO1 M1148,768245.451800,91205.692520
4748,MINA01149D1,4B-43,4B-43,M1149,MINAS,SLS,MINA01149D1 4B-43 M1149,761075.449800,90215.593000
4749,MINA01150D1,4B-32,4B-32,M1150,MINAS,SLS,MINA01150D1 4B-32 M1150,760964.999800,90629.412570
4750,MINA01811D1,6D-59N,6D-59N,M1811,MINAS,SLS,MINA01811D1 6D-59N M1811,772269.358000,85208.873350
4751,MINA01812D1,4C-15E,4C-15E,M1812,MINAS,SLS,MINA01812D1 4C-15E M1812,764942.775400,91484.735750
4752,MINA01813D1,"4D-51","4D-51",M1813,MINAS,SLS,MINA01813D1 4D-51 M1813,766640.993600,90392.877140
4753,MINA01814V1,4B-23N,4B-23N,M1814,MINAS,SLS,MINA01814V1 4B-23N M1814,761223.509500,91088.685940
4754,MINA01815D1,3B-64N,3B-64N,M1815,MINAS,SLS,MINA01815D1 3B-64N M1815,760732.599900,92972.833700
4755,MINA01816D1,4D-81E,4D-81E,M1816,MINAS,SLS,MINA01816D1 4D-81E M1816,767346.723000,89254.858490
4756,MINA01817D1,5D-58E,5D-58E,M1817,MINAS,SLS,MINA01817D1 5D-58E M1817,770929.429100,87763.410460
4757,MINA01818D1,5E-64E,5E-64E,M1818,MINAS,SLS,MINA01818D1 5E-64E M1818,772417.247600,87081.481350
4758,MINA01819D1,9D-71N,9D-71N,M1819,MINAS,SLS,MINA01819D1 9D-71N M1819,774630.306000,76565.663050
4759,MINA01820D1,9C-68N,9C-68N,M1820,MINAS,SLS,MINA01820D1 9C-68N M1820,773740.027000,76861.442620
4760,MINA01821D1,9C-89N,9C-89N,M1821,MINAS,SLS,MINA01821D1 9C-89N M1821,773997.686800,76637.372870
4761,MINA01822D1,9C-47N,9C-47N,M1822,MINAS,SLS,MINA01822D1 9C-47N M1822,773284.007500,77511.561810
4762,MINA01823D1,9D-35N,9D-35N,M1823,MINAS,SLS,MINA01823D1 9D-35N M1823,775006.405600,77970.001510
4763,MINA01824D1,9D-53N,9D-53N,M1824,MINAS,SLS,MINA01824D1 9D-53N M1824,774581.286100,77596.311900
4764,MINA01825D1,"9E-44","9E-44",M1825,MINAS,SLS,MINA01825D1 9E-44 M1825,777953.402400,77189.512620
4765,MINA01826D1,6D-68E,6D-68E,M1826,MINAS,SLS,MINA01826D1 6D-68E M1826,772223.688000,84650.153960
4766,MINA01827D1,4C-45N,4C-45N,M1827,MINAS,SLS,MINA01827D1 4C-45N M1827,765498.274900,90397.487080
4767,MINA01828D1,"2D-56","2D-56",M1828,MINAS,SLS,MINA01828D1 2D-56 M1828,764930.215000,95375.001540
4768,MINA01829D1,3D-86N1,3D-86N1,M1829,MINAS,SLS,MINA01829D1 3D-86N1 M1829,767024.713000,91681.775720
4769,MINA01830D1,6B-28,6B-28,M1830,MINAS,SLS,MINA01830D1 6B-28 M1830,765590.105200,85718.652180
4770,MINA01831D1,7C-27N,7C-27N,M1831,MINAS,SLS,MINA01831D1 7C-27N M1831,769926.490600,83603.474840
4771,MINA01832D1,7E-39E,7E-39E,M1832,MINAS,SLS,MINA01832D1 7E-39E M1832,776446.153500,82999.366110
4772,MINA01833D1,"8E-78","8E-78",M1833,MINAS,SLS,MINA01833D1 8E-78 M1833,778092.292000,79588.390010
4773,MINA01834D1,6E-27E,6E-27E,M1834,MINAS,SLS,MINA01834D1 6E-27E M1834,774493.745400,85673.942980
4774,MINA01835D1,9C-25N,9C-25N,M1835,MINAS,SLS,MINA01835D1 9C-25N M1835,772464.418300,78039.781190
4775,MINA01836D1,9E-27E,9E-27E,M1836,MINAS,SLS,MINA01836D1 9E-27E M1836,778876.521300,78039.511770
4776,MINA01837D1,5E-34N,5E-34N,M1837,MINAS,SLS,MINA01837D1 5E-34N M1837,772016.277900,88393.159880
4777,MINA01838D1,3D-65N,3D-65N,M1838,MINAS,SLS,MINA01838D1 3D-65N M1838,766865.373200,92372.685030
4778,MINA01839D1,2E-92N,2E-92N,M1839,MINAS,SLS,MINA01839D1 2E-92N M1839,766644.333300,94119.823050
4779,MINA01840D1,3C-82,3C-82,M1840,MINAS,SLS,MINA01840D1 3C-82 M1840,762585.727900,91918.835030
4780,MINA01841D1,1E-63E,1E-63E,M1841,MINAS,SLS,MINA01841D1 1E-63E M1841,766062.233500,97752.449010
4781,MINA01842D1,1D-44E,1D-44E,M1842,MINAS,SLS,MINA01842D1 1D-44E M1842,763122.686700,98399.437980
4782,MINA01843D1,3B-74N1,3B-74N1,M1843,MINAS,SLS,MINA01843D1 3B-74N1 M1843,760743.429900,92461.534300
4783,MINA01844D1,4C-26N1,4C-26N1,M1844,MINAS,SLS,MINA01844D1 4C-26N1 M1844,764977.815400,91094.876220
4784,MINA01845D1,4A-55N,4A-55N,M1845,MINAS,SLS,MINA01845D1 4A-55N M1845,759272.061700,90380.186460
4785,MINA01846D1,9E-51E,9E-51E,M1846,MINAS,SLS,MINA01846D1 9E-51E M1846,777349.753000,77143.942570
4786,MINA01847D1,9E-91N,9E-91N,M1847,MINAS,SLS,MINA01847D1 9E-91N M1847,777566.582900,76177.143650
4787,MINA01848D1,2D-44E,2D-44E,M1848,MINAS,SLS,MINA01848D1 2D-44E M1848,764839.855200,95491.391300
4788,MINA01849D1,5C-37E,5C-37E,M1849,MINAS,SLS,MINA01849D1 5C-37E M1849,767209.083200,88058.109710
4789,MINA01850D1,3C-93,3C-93,M1850,MINAS,SLS,MINA01850D1 3C-93 M1850,763311.777200,91447.105700
4790,MINA01851D1,4C-36N,4C-36N,M1851,MINAS,SLS,MINA01851D1 4C-36N M1851,764957.625400,90840.046550
4791,MINA01852D1,"5E-56","5E-56",M1852,MINAS,SLS,MINA01852D1 5E-56 M1852,772856.797100,87555.210790
4792,MINA01853V1,4B-19N,4B-19N,M1853,MINAS,SLS,MINA01853V1 4B-19N M1853,763479.367100,91418.955730
4793,MINA01854V1,7D-39E,7D-39E,M1854,MINAS,SLS,MINA01854V1 7D-39E M1854,773704.176600,82889.806060
4794,MINA01855D1,"4E-32","4E-32",M1855,MINAS,SLS,MINA01855D1 4E-32 M1855,770007.529900,90620.337160
4834,MINA00492V1,"3D-64","3D-64",M0492,MINAS,SLS,MINA00492V1 3D-64 M0492,766334.493800,92514.631060
4835,MINA00493V1,"2D-73","2D-73",M0493,MINAS,SLS,MINA00493V1 2D-73 M0493,764765.985300,94627.468660
4836,MINA00494V1,"2D-62","2D-62",M0494,MINAS,SLS,MINA00494V1 2D-62 M0494,764330.125700,94903.158430
4837,MINA00495V1,4C-25,4C-25,M0495,MINAS,SLS,MINA00495V1 4C-25 M0495,764969.395400,91100.922420
4838,MINA00496V1,4C-24A,4C-24A,M0496,MINAS,SLS,MINA00496V1 4C-24A M0496,764779.915500,90980.102440
4839,MINA00497V1,"5D-39","5D-39",M0497,MINAS,SLS,MINA00497V1 5D-39 M0497,770565.239500,88159.335880
4840,MINA00498V1,4A-54,4A-54,M0498,MINAS,SLS,MINA00498V1 4A-54 M0498,758581.062500,90082.582880
4841,MINA00499V1,8F-24,8F-24,M0499,MINAS,SLS,MINA00499V1 8F-24 M0499,779664.190200,80453.704650
4842,MINA00500SH1,9E-22S,"9E-22",M0500,MINAS,SLS,MINA00500SH1 9E-22S M0500,777294.453000,77885.277050
4843,MINA00501SH1,7F-95S,7F-95,M0501,MINAS,SLS,MINA00501SH1 7F-95S M0501,778855.101000,81116.973880
4844,MINA00502SH1,9C-39,9C-39,M0502,MINAS,SLS,MINA00502SH1 9C-39 M0502,773646.357000,77571.087020
4845,MINA00503V1,"8E-44","8E-44",M0503,MINAS,SLS,MINA00503V1 8E-44 M0503,776594.483700,80030.284830
4846,MINA00504V1,"8E-74","8E-74",M0504,MINAS,SLS,MINA00504V1 8E-74 M0504,777133.623100,79110.855730
4847,MINA00505V1,"8E-12","8E-12",M0505,MINAS,SLS,MINA00505V1 8E-12 M0505,776098.094100,80889.003850
4848,MINA00506V1,"8E-15","8E-15",M0506,MINAS,SLS,MINA00506V1 8E-15 M0506,777086.803100,80890.234010
4849,MINA00507V1,"9D-48","9D-48",M0507,MINAS,SLS,MINA00507V1 9D-48 M0507,776428.514000,77477.267440
4850,MINA00508V1,"9D-78","9D-78",M0508,MINAS,SLS,MINA00508V1 9D-78 M0508,776826.423700,76581.908330
4851,MINA00509SH1,9E-35S,"9E-35",M0509,MINAS,SLS,MINA00509SH1 9E-35S M0509,778221.442100,77741.527270
4852,MINA00510V1,"9D-75","9D-75",M0510,MINAS,SLS,MINA00510V1 9D-75 M0510,775849.554700,76536.828360
4853,MINA00511V1,"7E-77","7E-77",M0511,MINAS,SLS,MINA00511V1 7E-77 M0511,776577.943500,81757.062970
4854,MINA00512V1,7C-39,7C-39,M0512,MINAS,SLS,MINA00512V1 7C-39 M0512,770595.339900,82904.431320
4855,MINA00513V1,"7D-15","7D-15",M0513,MINAS,SLS,MINA00513V1 7D-15 M0513,772489.977800,83490.100850
4856,MINA00514V1,"6E-44","6E-44",M0514,MINAS,SLS,MINA00514V1 6E-44 M0514,773549.046600,85197.859200
4857,MINA00515V1,"5E-95","5E-95",M0515,MINAS,SLS,MINA00515V1 5E-95 M0515,772585.117400,86352.638010
4858,MINA00516V1,"4E-92","4E-92",M0516,MINAS,SLS,MINA00516V1 4E-92 M0516,770042.230000,88965.495080
4859,MINA00517V1,"10D-12","10D-12",M0517,MINAS,SLS,MINA00517V1 10D-12 M0517,776103.154500,75700.749170
4860,MINA00518V1,"9D-71","9D-71",M0518,MINAS,SLS,MINA00518V1 9D-71 M0518,774632.186100,76554.838230
4861,MINA00519V1,6B-31,6B-31,M0519,MINAS,SLS,MINA00519V1 6B-31 M0519,763244.477700,85544.998030
4862,MINA00520V1,3C-77,3C-77,M0520,MINAS,SLS,MINA00520V1 3C-77 M0520,764640.675700,92165.931260
4863,MINA00521V1,"4E-63","4E-63",M0521,MINAS,SLS,MINA00521V1 4E-63 M0521,770561.869400,89832.034200
4864,MINA00522V1,6C-11,6C-11,M0522,MINAS,SLS,MINA00522V1 6C-11 M0522,766539.474100,86065.717740
4865,MINA00523V1,3A-45,3A-45,M0523,MINAS,SLS,MINA00523V1 3A-45 M0523,757512.683400,93102.799610
4866,MINA00524V1,"7E-33","7E-33",M0524,MINAS,SLS,MINA00524V1 7E-33 M0524,774650.905500,82950.281590
4867,MINA00525V1,4C-55,4C-55,M0525,MINAS,SLS,MINA00525V1 4C-55 M0525,765131.045200,90217.533330
4868,MINA00526V1,3C-53,3C-53,M0526,MINAS,SLS,MINA00526V1 3C-53 M0526,762880.567600,92714.790530
4869,MINA00527V1,4A-73,4A-73,M0527,MINAS,SLS,MINA00527V1 4A-73 M0527,758680.852400,89586.163350
4870,MINA00528V1,8C-77,8C-77,M0528,MINAS,SLS,MINA00528V1 8C-77 M0528,772078.668600,79238.635270
