WKT,OBJECTID
"MULTILINESTRING ((769448.885441649 87496.1078811668,769455.809036487 87468.3396123162))","12117"
"MULTILINESTRING ((775344.787850817 79822.0216067865,775344.336750849 79827.5575006866,775365.379226691 79842.0631865487,775367.712824127 79842.2868864979))","12126"
"MULTILINESTRING ((775350.355745397 79814.1702158496,775348.017847311 79821.8101072888,775370.170921914 79836.6407928866,775374.175717536 79836.7542930964))","12127"
"MULTILINESTRING ((775512.618167247 79828.2055139719,775510.610869391 79828.7516132067,775509.277871129 79825.3198168535,775507.382373116 79826.3202156015,775484.654896957 79837.7046012425,775478.091604015 79838.915899371))","12133"
"MULTILINESTRING ((766009.270306452 92101.1793047712,766010.717104875 92101.0690050236,765994.355523012 92099.1768056394,765961.600757426 92116.533883557,765866.976066225 92062.2684348997,765831.799906877 92039.7887565314,765773.274077964 91963.968034896,765732.967023291 91952.2229442326,765681.515579569 91954.8439367249,765630.835433088 91978.8202057358,765565.645599121 92040.9537313554,765539.89262324 92087.4032778105))","12142"
"MULTILINESTRING ((775657.364270555 80294.1635157522,775653.480776194 80277.3397338522))","12143"
"MULTILINESTRING ((771868.15103 78813.398325306,771883.861514264 78795.9271457691))","12164"
"MULTILINESTRING ((735563.855249163 75901.7486872675,735562.182950734 75905.6231828022,735542.810172667 75901.4148860464,735543.697571811 75899.6444880965,735522.321294916 75909.4806754587,735503.937114034 75927.8288535131,735475.422943775 75955.1377207588,735451.815369227 75966.8455058545,735384.661841714 75999.0043647355,735335.653994492 76024.0882329161,735282.305851997 76050.7277990262,735171.61707178 76099.8978355386,735113.708634943 76119.1185096072,735088.20666254 76130.5010949184,734986.529873252 76166.8441464789,734857.803913641 76210.0265883163,734772.723406322 76240.0820481752,734700.782984288 76270.792308295,734651.223537477 76298.8702730637,734661.466026825 76288.5841853696,734599.545092941 76328.152536319,734589.182603963 76335.3421274734,734577.495216516 76341.854319286,734566.572128026 76350.8145084144,734550.534945291 76359.2160977785,734479.709321125 76401.765544705,734412.217193549 76440.2281964623,734386.478119151 76481.4720482758,734356.268146419 76566.3979507796,734332.633968951 76617.0432922095,734328.285972366 76635.9631706698,734304.992593725 76697.0013004727,734295.729501609 76729.2968635621))","12166"
"MULTILINESTRING ((772386.075648385 83778.1679199201,772394.545740051 83767.3308325384))","12168"
"MULTILINESTRING ((774013.441368541 79036.8089568256,774031.694046189 79066.2424260717))","12169"
"MULTILINESTRING ((770393.189879932 86664.9429773816,770405.118068075 86651.1146936197,770380.065597105 86632.6285117622,770337.207646365 86605.7213376173,770341.777142102 86597.202247378,770363.833619194 86582.9439649688,770359.169626193 86561.1498885208))","12171"
"MULTILINESTRING ((769208.296934096 90567.5921806354,769237.44211369 90438.2905255273,769228.90522777 90385.2909830881,769195.728666588 90357.7213104715,769147.728418775 90362.4494009901,769102.407168035 90367.0678918692,769089.147081791 90375.8041810718,769008.262665994 90425.7546188891,768868.231328219 90327.7678142592,768843.199658883 90291.5792518619,768815.834993587 90238.6800076516,768787.919730282 90170.1832805619,768783.470235615 90165.0897857732,768748.299777152 90131.5475195647,768716.341712599 90126.8826218589,768653.427482862 90112.3514322595,768634.401306082 90085.7919598048,768624.188422656 90025.271525517,768616.972333249 89995.0654581264,768482.109691864 89873.8613795788,768416.096064322 89872.9485747256,768415.624564927 89871.9759757543))","12175"
"MULTILINESTRING ((770747.729771994 82220.3452916848,770775.692242175 82211.1713041154,770768.575952313 82183.1814342621,771000.216097599 82198.9062364751,771015.91998086 82193.7127434998,771037.199558494 82182.8844571835,771095.938202125 82089.2134649989))","12182"
"MULTILINESTRING ((771831.729132036 80481.1495920156,771828.142932848 80518.5457506714))","12183"
"MULTILINESTRING ((772140.878992918 80495.8109016357,772132.421303534 80479.3188190296,772127.860909171 80471.4621272729,772113.156324864 80475.9887210823,772114.163723654 80477.3245197014))","12184"
"MULTILINESTRING ((761070.390906004 90208.0991557913,761092.787883464 90183.9962844107))","12188"
"MULTILINESTRING ((768457.076213332 91063.318267829,768456.096615942 91046.1605866321,768454.489217712 91046.0900865666,768454.939016807 91050.6915815396,768418.662756448 91052.2232766074,768419.140856161 91049.582579558))","12189"
"MULTILINESTRING ((733236.524659414 75741.7887905426,733231.068065376 75743.5559881494,733238.528057043 75743.5592887087,733233.849861953 75747.7601836437,733236.298959139 75748.7567827108,733238.190356794 75751.8544793796,733238.746656106 75752.7395784287,733261.538805777 76081.9091109605,733256.193911666 76083.0128093184,733256.416411374 76083.565908714))","12190"
"MULTILINESTRING ((735450.767663589 76056.5504052882,735459.572654486 76047.0423166063))","12195"
"MULTILINESTRING ((743752.085677852 68619.8965274731,743751.086778936 68620.2298270295,743750.75087931 68620.229827006,743750.63887944 68620.1185271225,743749.305281095 68617.6888297327,743737.391695201 68605.4086425522))","12196"
"MULTILINESTRING ((742745.627904365 69869.2790621674,742746.959202305 69877.2436533842,742748.414700634 69878.0136526335,742705.528546608 69900.5620243703,742690.622764667 69879.8715463505,742686.389170004 69871.1361557795,742674.378685194 69845.6907832736,742644.118123258 69784.394849406,742640.332928159 69774.7696598616,742636.332433215 69766.3588689464,742609.073567291 69714.0296253038,742605.063672345 69705.7394342537,742575.277514456 69581.3990707144,742536.676864079 69488.3548716436,742536.570665208 69474.4200871721,742534.014268197 69472.3143893339,742534.453067742 69471.8788898509))","12217"
"MULTILINESTRING ((762315.453346717 90080.947605971,762310.992051657 90080.611305951,762309.657153105 90080.8331055878,762298.074866045 90078.6101070227,762280.705485325 90076.7177075841,762273.911291544 90090.9839912222,762256.089810697 90096.1753839172,762187.85319062 90041.2704385704,762180.07840203 90008.8495737067,762186.218997921 89978.7642074884,762192.017891909 89974.5670126363,762191.793992185 89974.2332129859))","12221"
"MULTILINESTRING ((734814.751783617 74593.1783967623,734810.962687853 74593.0653966054,734733.355073357 74607.855974221,734696.281215561 74596.7797838553,734666.439149544 74587.6905918047,734665.889250277 74586.1420934988,734418.597527244 74573.3153893605,734291.564269545 74566.6225873554,734290.669670776 74563.5257907601,734290.556470702 74566.1864877684,734291.11637007 74566.2979876862))","12224"
"MULTILINESTRING ((769884.191880378 83835.9482433426,769876.954888576 83832.7358462579,769870.721195814 83827.8646510839,769866.825600417 83823.8798551329,769861.478205987 83827.1957510326))","12228"
"MULTILINESTRING ((770071.801359098 94200.5457609513,770071.130660036 94198.3385633179,769955.285698415 94073.6933898644,769955.954098512 94064.624899904,769936.588421551 94044.8057199407,769895.96926936 94008.8291558138,769824.814865238 93813.1911646,769817.706775083 93790.7277886705,769740.438078998 93580.1477133585,769749.018369897 93576.8334177879,769747.792872208 93566.2151293611,769739.445981064 93569.4184250757,769670.740373406 93382.5174245,769572.698507704 93087.6342401086,769585.62119412 93081.2255483359,769580.952700405 93068.3888620388,769557.462228125 93046.6850837896,769540.783349372 93014.0434181996,769529.19666167 93018.4594122856,769477.981119478 93000.0673278762,769346.667761025 93026.4227869388,769353.115552249 93045.232166821,769303.659504696 93064.6745409275,769261.337751115 93064.4258373565,769166.820559171 93015.5826825364,769100.434129114 93046.8466420915,769100.657928837 93047.1806417428,769093.41143634 93052.0443357312,769091.518038627 93049.7157381222))","12232"
"MULTILINESTRING ((774613.500312261 79053.9431875709,774606.360018755 79069.6481697745,774585.096543611 79049.6159899671,774525.167906413 79081.0012506309,774512.244519939 79087.9677419316,774502.326930159 79095.2604331221,774463.997669118 79129.9771919152,774444.461483546 79213.3881989051,774428.408798716 79241.8112664339,774416.37651048 79258.2924473797,774393.643133427 79280.8417207913,774380.720747098 79286.0371140296,774233.873614631 79198.1132982431,774188.111367073 79167.8860275876,774194.352961138 79157.2716397355,774186.449470274 79151.0729458762,774179.432977021 79162.1319331775,774121.875242904 79125.0363690775,774022.987453265 79095.6706931004,774020.878455668 79094.4455942695,774010.961465989 79100.5326867786,774007.060470385 79098.8707882778,773924.208461547 79090.0817910755,773888.564299921 79096.5908809989,773859.16993219 79094.3587810198,773812.627584653 79074.3131991539,773764.423740389 79036.5642365567,773760.298645058 79034.5683384027,773741.47646513 79040.307530562,773733.344273773 79043.1779267436,773700.814908293 79055.2248108557,773668.395840958 79088.2846719416,773592.448208233 79277.8701578383,773607.482891232 79284.953651314,773606.013489372 79326.8860052214,773565.469433239 79331.7325965604,773559.783239227 79334.3815931842,773505.084495234 79379.3824393288))","12233"
"MULTILINESTRING ((763074.321955942 91838.1150321839,763070.085859932 91845.6349234987,763069.528960525 91845.8559232042,763069.077560131 91855.811912167,763069.965058661 91861.3436061368,763102.707823135 91855.8320151503,763106.160719446 91854.6172168007,763104.942421783 91843.4433290323,763105.835721167 91839.3507336337))","12235"
"MULTILINESTRING ((769041.321659156 86680.3140430896,769051.26395263 86629.977399326))","12240"
"MULTILINESTRING ((740998.74511804 70239.3126221502,741000.191216337 70240.6391207729,741008.648505558 70259.5558002795,741005.754408638 70261.4366979705,741005.080909127 70264.9779939696,741019.206691016 70298.0543580865,741020.986988641 70303.469452174,741153.498023456 70548.7484881347,741152.834324014 70551.1864853661,741152.944423553 70555.8313801903,741145.689229424 70585.8021462152,741099.358379071 70611.1116145851,741089.56639128 70592.9637341204,741089.240291771 70591.202036062,741088.344992865 70589.8665374866,741089.792191361 70588.4301391962,741109.172370636 70577.2664530712,741111.842567805 70575.3855553663))","12246"
"MULTILINESTRING ((770656.900591644 88941.87109747,770662.599588278 88909.3491337268))","12255"
"MULTILINESTRING ((768075.470068903 89522.0243309151,768058.998288855 89500.6686529732))","12256"
"MULTILINESTRING ((768551.900715928 87594.6003944922,768546.122823681 87578.3325118901))","12257"
"MULTILINESTRING ((774681.623861489 82359.4845710555,774756.907478961 82363.7367727717,774799.658730499 82384.9963530944,774869.78954937 82439.135599707,774880.920536387 82448.9899898505,774893.943820913 82463.8252746981,774957.184748627 82502.3630378302,774969.316234798 82509.3340312193,775060.715029511 82574.659567391,775088.437297483 82595.5862468135,775132.968546641 82622.0585215877,775139.664441145 82600.7059455518,775214.482756522 82635.8195134321,775219.950251551 82624.0919267453,775238.316630795 82632.5131190797,775247.46222182 82620.6763328239,775363.947410807 82431.1227503855,775362.505213104 82422.5998596002,775409.410464317 82394.4169944555))","12273"
"MULTILINESTRING ((773689.711768398 83256.1615037567,773696.392460638 83261.5899983698,773704.95875082 83267.0196931445,773633.928114016 83435.9175018552,773624.4462219 83464.8906692699,773615.056628113 83512.3452164195,773604.58443836 83526.286100238,773544.988201635 83547.7103716535,773528.75172308 83504.2289179621,773515.297240137 83476.5594471647,773257.847743144 83221.0698054933,773250.941650962 83217.8574084299,773250.38475204 83212.3303144471,773158.04014937 83254.2112606459,773150.132257812 83256.5251574343,773141.101467058 83263.8179486648,773118.713691067 83269.1188409461,773104.456106139 83275.0827331895,772921.633195805 83393.8050873726,772822.593998811 83455.1464116312,772819.138402323 83458.2418079399,772816.468705223 83458.4627074709,772822.476498102 83464.9943008143,772832.043886128 83482.8132820762,772829.261689102 83483.5813809979))","12282"
"MULTILINESTRING ((763499.087662526 88740.0853906229,763531.493626934 88739.6615939223))","12283"
"MULTILINESTRING ((738875.243883632 71555.1056974077,738880.143578161 71555.3302975172,738887.153670541 71552.8949007537,738905.757250361 71545.7176101401,738895.745763591 71517.2882411743,738873.923887637 71520.5980358719,738814.417365296 71364.8373055638,738806.521875732 71342.3795300825,738805.07537735 71342.2675301022,738804.850977534 71343.1483291012,738804.850877526 71343.2596289772))","12285"
"MULTILINESTRING ((730221.703526369 77116.2626193497,730226.587618241 77151.3262803207,730223.133621923 77153.7628773205,730218.681526804 77155.0867754936,730200.52844687 77158.397570395))","12286"
"MULTILINESTRING ((720264.130412481 71491.7960227256,720297.518572932 71519.7861934941,720297.855772774 71516.6901970142,720314.893054791 71500.112516948,720313.782756079 71499.5559174966))","12287"
"MULTILINESTRING ((738438.636785436 71339.6749061418,738437.293987133 71336.9115091324,738435.962189095 71330.3842163302,738429.185298058 71311.0234374744,738396.662733125 71326.6036176773,738407.114519672 71351.3895907388,738228.594511986 71439.2502794442,738211.891131022 71433.2632849123,738199.209247038 71407.3826129143,738198.323048105 71406.2697140934,738197.538748914 71407.1593130407))","12288"
"MULTILINESTRING ((763006.470109362 89821.7137531702,763012.928402132 89823.1547521471,763037.986073919 89830.5781461545,763038.425073494 89829.9200469206))","12290"
"MULTILINESTRING ((776463.862521213 77512.3633275858,776429.430756701 77537.2345975514,776403.061188636 77498.161438152,776432.030458878 77475.9395648374))","12311"
"MULTILINESTRING ((770681.176064187 86670.6367961588,770692.082251353 86680.9360857875,770701.112742084 86673.8566943519,770710.358532626 86666.2306035373,770680.4260687 86628.15704278,770653.028698623 86628.9199395612,770558.874110544 86526.9743434277,770510.251971002 86443.638130805,770494.328788672 86440.8654324698,770495.328387694 86439.5401340135,770495.888187043 86439.9762335831))","12312"
"MULTILINESTRING ((769890.453074752 87304.0921308923,769890.356077118 87278.202159353,769885.473785206 87246.7827934774,769884.695186878 87237.3796037493,769885.930886064 87231.1860106672,769794.067689088 87203.4713331333,769797.305486746 87189.6473486184,769799.861683726 87192.1897460463))","12313"
"MULTILINESTRING ((772721.176509573 77448.4288923517,772732.197496994 77455.07418596,772745.212280188 77486.9432520704,772807.70379658 77675.6088502648,772827.491070235 77733.6964881784,772829.155767445 77745.6503752054,772831.494064134 77754.9431652062,772835.03815835 77778.3967397763,772837.893047734 77870.3315391915,772839.000045939 77877.5279313901,772846.308031969 77950.8819515469,772847.966328208 77974.7794254765,772848.968326127 77986.8350123387,772849.400024581 78000.0029979332,772847.946525147 78012.5024841061,772847.165325006 78024.6682707028,772843.928827511 78037.2779566104,772841.692029058 78048.2375444085,772837.345632927 78058.9641322889,772831.879338068 78069.1339206895,772824.862744783 78080.7493073802,772808.702760768 78101.0951837461,772802.352767352 78105.4131784914,772758.110412084 78149.3071267365,772754.764115061 78157.6047173639,772730.123536699 78222.0859446316,772717.957946756 78261.5736003294,772710.827453304 78276.73128312,772688.543175881 78298.2886576546,772686.758977633 78300.7264548344,772655.23251022 78323.2805275166,772638.642029402 78310.3264403662,772624.939244479 78308.9932407069,772600.567572788 78288.3941613059,772581.198595529 78269.0310809593,772560.721919943 78244.0107067256,772547.363936031 78225.7542256575,772529.895757573 78195.6540572446,772520.877668771 78179.161674597,772514.212077427 78162.3461924956,772509.320384184 78145.0865110264,772494.768306001 78072.609889333,772506.465993413 78070.2976928258,772495.239609099 78028.3591379093,772490.015216731 78004.7935633305,772486.899220403 78001.4720667195))","12315"
"MULTILINESTRING ((771643.123506536 85575.2858829701,771654.701093183 85583.2579752128))","12317"
"MULTILINESTRING ((775357.830138218 79802.4529293045,775356.379139176 79809.9727209481,775376.861415619 79824.5892066423,775379.643712648 79823.811807725))","12319"
"MULTILINESTRING ((769129.198264377 88949.2605544372,769133.006063396 88913.0868945768))","12322"
"MULTILINESTRING ((778073.397028847 79198.3094161324,778093.786106808 79196.3361199837))","12326"
"MULTILINESTRING ((774629.059020777 81150.4533916316,774615.246234878 81162.0650777473))","12327"
"MULTILINESTRING ((768108.20798208 87826.218000806,768100.406989794 87835.8381895351,768071.889619824 87849.9819714724,768023.10547226 87862.0120539649,767909.693990063 87936.952161548,767894.433106187 87943.9128525502,767890.425110737 87942.1404541518))","12332"
"MULTILINESTRING ((776013.166243965 80755.2592406092,776034.886519917 80759.5831376949))","12337"
"MULTILINESTRING ((772084.517631414 84324.0752948765,772111.242301671 84330.1751904678,772113.026200024 84326.6359945076,772116.261697365 84316.3491060776,772122.287692614 84294.890030152,772102.134215239 84288.0193359698,772118.642201061 84242.7803870482,772120.316099742 84236.8072937506,772131.242689688 84214.6871189688,772141.273879951 84200.3107356107,772137.27118531 84188.8027479006,772134.932987944 84187.9163486737,772134.375988533 84188.1373483845))","12343"
"MULTILINESTRING ((730336.516244127 77821.8540352517,730339.417442284 77803.4902561072,730341.326142589 77771.5259921706,730341.668643311 77757.0453084675,730417.820558015 77757.959813256,730682.369062495 77751.1057411649,730687.719758654 77723.0179731288,730735.043905623 77724.0309756063,730739.479897955 77759.4283361808,730874.091947581 77756.2805500041,730892.569926856 77756.9562506572,730987.658520584 77755.450159616,731068.495230011 77757.2568637678,731168.027018891 77754.316074681,731184.059800915 77754.8701752837,731181.394904605 77745.5796855165,731200.881482883 77744.5963881103,731208.674574249 77743.4873899506,731214.569467114 77750.5728824433,731298.0749735 77753.2613858103,731362.991400883 77753.290290744,731413.985044023 77750.995297222,731479.45227083 77750.5795026955,731525.097119745 77751.0448056662,731592.020644988 77749.8509121267,731603.593132078 77749.4204134951,731603.93223224 77742.3377214745,731611.950323527 77739.0224258099,731611.610323197 77748.3114153543,731807.126304721 77746.0810328211,731821.937188192 77745.6427344469,731832.295276437 77747.8629327475,731924.818573186 77745.1415428846,732054.531028188 77744.6432533732,732058.105925913 77722.1912788518,732101.311878593 77709.2685966666,732118.102456881 77747.6567548594,732202.831362005 77749.5766591939,732272.861983643 77750.4886635325,732359.047387257 77750.9721695921,732426.512011854 77750.7799749766,732499.892729698 77752.4721786996,732571.034450174 77752.5040841172))","12344"
"MULTILINESTRING ((774595.390867324 82221.1452153783,774596.370263316 82255.8924773759))","12347"
"MULTILINESTRING ((772016.686223919 81749.0860157986,772023.040718011 81736.7009299266))","12348"
"MULTILINESTRING ((762963.599364554 98544.4667115732,762964.600263749 98541.2590152132,762967.502361808 98527.8714302833,762966.962664006 98510.726249186,762989.237840183 98503.2205595675,763043.343678889 98521.726144174,763068.052950723 98532.0344350908,763076.741841011 98533.5885341859,763082.374543639 98439.2260390184,763079.928847634 98425.2878541957,763091.6567395 98374.1854117777,763099.718737075 98305.1661888216,763111.294024507 98303.2912919752))","12353"
"MULTILINESTRING ((762457.859105142 88768.3587684618,762470.198888776 88800.337234216))","12360"
"MULTILINESTRING ((772049.199567876 87808.0651660322,772076.268539294 87796.3542812723))","12361"
"MULTILINESTRING ((773978.027592598 77997.1677933083,773973.447995296 78025.2629621442,773963.045400339 78102.3729767863,773961.70680123 78109.336369046,773942.40141642 78181.1281887855,773940.723017092 78195.2874731297,773938.256916638 78233.6770308558,773940.441408493 78303.9315540385,773939.98690802 78315.7729410231,773928.25831445 78393.4294549531,773919.090720025 78447.4127950357,773910.618627002 78475.0701640284,773898.902336746 78512.1193224585,773886.544850555 78508.2459256898,773880.517156099 78520.8542113765,773893.882641174 78524.9506079849,773888.52594583 78539.4416916602,773859.63737061 78621.6235992124,773854.622074276 78643.6444746636,773853.375273398 78670.8606447324,773847.561875769 78719.1982912733,773845.321176721 78737.344671198,773842.643078361 78752.9407538844,773837.068382736 78773.7374306299,773818.539397345 78841.9870542963,773816.966996985 78867.2091265218,773815.617296171 78894.9815959684,773814.821895308 78915.9939728702,773820.933085272 78956.8269286173,773822.036682946 78970.4313137955,773821.358382729 78982.0502010056,773816.789987162 78988.7984932311,773812.220891491 78996.7617841266,773803.86189996 79004.7228747102,773795.50480871 79009.2528690569,773769.668035822 79022.5090523948,773757.521948873 79025.0526486055,773733.237774747 79032.782538131,773732.009375248 79042.9639268679,773737.685169079 79042.6330276981))","12371"
"MULTILINESTRING ((776445.924691889 76885.8214116947,776418.624419505 76912.0320807919))","12372"
"MULTILINESTRING ((753143.254440892 102455.554449618,753143.256440889 102455.556449617),(753143.254440891 102455.556449617,753143.256440888 102455.554449619),(753140.889944899 102440.914065677,753140.805344989 102440.94926563,753141.097644684 102440.75906587,753142.621143008 102440.624666163,753142.970241821 102449.062956811,753142.946741769 102449.876755904,753142.983641635 102450.894154776,753143.08754127 102453.510251877,753143.256440889 102455.556449617),(753143.256440889 102455.556449617,753143.267240716 102457.251047732,753143.863238645 102472.124131248),(753147.919834273 102470.83123307,753147.687234524 102470.904832968),(753147.692234521 102470.899832973,753147.822334274 102471.962631803,753147.560734555 102472.063631665,753143.86723864 102472.124131249))","12373"
"MULTILINESTRING ((770537.421060359 82715.6280298608,770534.522563083 82720.9367237828,770535.189862211 82722.5965220156,770547.657747785 82731.8964128515))","12392"
"MULTILINESTRING ((776938.32925688 78089.3520351998,776951.692841654 78097.4362274546,776955.014134887 78135.7183858466))","12396"
"MULTILINESTRING ((776673.971166911 77821.6938063271,776684.887055525 77815.5049139939,776727.884210039 77798.8267357704))","12397"
"MULTILINESTRING ((775566.817255657 78042.3738739599,775570.151550841 78056.7584584847,775592.057622141 78115.4048960699,775600.852212695 78113.6383987263))","12398"
"MULTILINESTRING ((773072.241351747 85485.3904051776,773074.135649589 85486.3930042407,773057.20216806 85486.8190023095,773042.152882842 85506.0612798911,773037.69638715 85512.586972344,773016.439911588 85498.6371858141))","12404"
"MULTILINESTRING ((775018.403544014 81767.0127487725,775016.16934598 81772.6495424084,775001.022661685 81782.3780304725,774983.195080048 81795.3135147944,774947.219119431 81793.8561133568,774945.996020729 81794.3005127662,774920.822147146 81806.786796959))","12408"
"MULTILINESTRING ((734667.607827639 77498.0626302549,734711.04078055 77479.8279540239))","12409"
"MULTILINESTRING ((721449.578390324 71339.9691785153,721452.807986819 71338.1998807418,721450.332385726 71392.6147191584))","12410"
"MULTILINESTRING ((760979.495568342 90636.3804742362,760940.180610772 90646.2029599027))","12414"
"MULTILINESTRING ((766541.896852516 86066.6577026711,766560.164932605 86065.1195059372))","12419"
"MULTILINESTRING ((773613.717453306 78448.2426690605,773653.600811923 78421.9374011674,773660.162303164 78441.4145803571))","12440"
"MULTILINESTRING ((770458.17938724 85759.2568785117,770456.29938946 85757.3772804157,770451.351895362 85751.7583861654))","12448"
"MULTILINESTRING ((770460.735584677 85756.5473817105,770458.789586961 85754.777783487,770454.971791517 85750.388687983))","12449"
"MULTILINESTRING ((772953.838896765 79385.0113876172,772952.907197814 79384.6514879358,772949.666501692 79380.5222921962,772946.491905419 79377.4229953325,772944.867507359 79375.3833974347))","12450"
"MULTILINESTRING ((766450.143752299 93980.2598726269,766453.705948148 93982.8693700748))","12451"
"MULTILINESTRING ((762256.429078405 89321.2505400894,762259.656874574 89324.4606368249,762265.889567374 89328.3400330848,762271.228461469 89328.6770331818,762284.370446951 89329.3429335972))","12458"
"MULTILINESTRING ((741390.997696798 70037.6149757787,741390.559097277 70037.7259756222,741386.656501396 70040.7096720108,741395.44109037 70058.0783532722,741389.989596276 70060.1713505405,741423.362053818 70133.9657706383,741427.478149286 70133.411071557,741441.725431081 70165.9406363029,741443.717928014 70177.6695233629,741758.220867993 70322.5903846378,741764.45666126 70319.9322880592,741790.652236587 70259.2166576975,741807.122717835 70265.4168519843,741814.027109801 70270.3983469316,741811.46841242 70273.4938432921,741802.43462093 70294.3967193153))","12459"
"MULTILINESTRING ((736116.682360189 75536.3695383303,736114.830262809 75529.0670463665,736114.410063403 75527.4036481971,736108.480271878 75502.7938753049,736094.836793012 75424.5031619362,736094.06379415 75420.8500659678,736088.052702317 75401.4895871929,736034.168282122 75140.3223755585,736031.73078615 75122.9569948194,736019.720602931 75078.0432442033,736020.854904131 75045.3081809439,736023.424603431 75016.5508133364,736038.021588851 74993.9918396947,736111.447915938 74874.7904786881,736180.537448381 74748.6247251377,736201.714728189 74703.0580777443,736213.293116284 74689.685293586,736218.418710876 74685.5896985563,736232.565996504 74666.9056205369,736243.607285913 74644.0112469979,736246.397184304 74623.9965696136,736246.510684426 74620.6775733373,736226.371710296 74575.2134227241,736232.438511647 74467.0426442781,736233.697116445 74384.3093369927,736235.037816011 74370.1533529409,736235.021033478 74137.0284139183,736249.387918609 74121.6508322058,736381.587074119 74082.8284855485,736439.266311073 74065.9613087406,736451.291597937 74062.3629136685,736555.671983925 74030.8642567278,736660.174569775 73999.5110996296,736703.555722399 73986.3984175471,736731.998491321 73978.0111290599,736738.401382659 73998.4369066787,736749.857870114 73995.4207109103,736743.666578574 73974.5450338112,736927.806177413 73919.9879086253,736955.230245737 73934.8310940654,737010.118085647 73920.384814333,737027.382166746 73915.820720729,737026.33706991 73889.0713505827,737029.935465944 73888.4892515024,737145.98183808 73868.9100820805,737213.324664979 73842.931116178,737249.559425656 73828.8024346908,737303.69316688 73808.1251618692,737350.603815999 73789.5117861962,737368.344196738 73782.7648950687,737440.813617878 73757.4839287638,737460.290596751 73749.7812388346,737480.735374785 73738.9408524863,737636.178108301 73649.2663643999,737710.585229608 73592.9956328902,737723.944515388 73584.1569437724,737811.487421189 73539.6198001142,737810.046123703 73527.4556136128,737822.179610318 73525.6900164903,737820.402313205 73513.5163299737))","12462"
"MULTILINESTRING ((732702.565509306 77672.2690842325,732703.79210863 77663.1933945105,732700.795313384 77644.8360148804,732686.545029398 77643.7264150341,732657.929561043 77648.1358078957,732620.640805009 77618.2487385796,732601.478424361 77645.2366068251))","12466"
