WKT,OBJECTID
"MULTILINESTRING ((769812.812715566 80777.9889982149,769811.702316863 80776.9870992231,769810.478918111 80778.0989978997,769818.38110881 80785.9575899205,769878.429345755 80753.9056301313,769923.640796883 80746.6323418798,770097.917604603 80765.5317355957,770112.842288079 80767.8580342808,770220.753769004 80779.869130055,770302.915676005 80817.1907958843,770371.416001462 80812.3594068901,770436.707835143 80750.887479846,770503.659665343 80709.4365309456,770549.33211649 80696.0803494127,770779.600358939 80764.2404936987,770895.148524513 80860.8808971825,770933.231082397 80866.4374942512,770978.91053604 80823.204045532,771001.645813439 80796.0000772989,771048.897165922 80746.0166361193,771078.633034156 80736.9638485347,771205.586494113 80751.5262431107,771243.32555124 80770.7974250926,771317.458563955 80845.5129492323,771392.088867904 81018.8006651962,771383.517776999 81022.115860842,771388.078271376 81029.7499528407,771396.761562194 81025.9899576935,771403.887553533 81036.3979468604,771415.44563686 81084.7536947364,771420.97402544 81149.1390245075,771423.642720933 81168.1687038371,771425.745017488 81181.8845889543,771481.383750113 81260.1326076949,771540.28038204 81304.0910643603,771588.007722553 81391.4038724967,771581.205729016 81403.0192591753,771589.777518589 81415.6351460426,771604.695202407 81414.0947489823,771625.736678142 81429.1471342199,771684.096608811 81495.133266667,771705.52788619 81485.4494790937,771711.970478258 81496.0338680143,771774.028613162 81463.2245092275,771846.253334739 81456.8150223142,771909.680569068 81413.0594756555,771971.910598616 81442.0313490672,772009.534354993 81471.7970195502,772093.751357318 81538.8689529933,772136.852010186 81539.1070563457,772138.757008223 81537.6783580736,772146.138900074 81538.6308576479,772158.362686635 81539.5833576283,772189.953952068 81540.0595597542,772233.21330232 81569.428331151,772243.293990802 81575.3815254643,772299.724023834 81638.4793609543,772308.997914359 81630.5965703826,772318.562403095 81640.2560605848,772308.857812978 81648.8828503042,772314.890305714 81656.860042056,772359.648855124 81676.7938239392,772371.823041636 81678.9606225834,772455.18874907 81696.3321105228,772469.702032812 81701.0629065499,772499.817899052 81711.1842979735,772508.262689437 81715.7540936696))","20846"
"MULTILINESTRING ((773071.01092787 78667.6712839293,773054.958243011 78696.761750712))","20853"
"MULTILINESTRING ((723069.117282658 68331.44708554,723077.018473195 68339.9601764918))","20856"
"MULTILINESTRING ((777170.262049879 76306.034304799,777149.540871463 76318.1901898255))","20857"
"MULTILINESTRING ((773982.783656488 75913.6233767718,773982.105454823 75943.4918439945,773997.247438399 75942.2847465358))","20858"
"MULTILINESTRING ((764703.751017858 87831.2186985359,764732.476385496 87840.5263907689))","20859"
"MULTILINESTRING ((777587.797987625 80039.8730553073,777585.696691199 80024.4966719514,777582.252796485 80006.1335917508,777569.780309952 80007.5639891432,777558.55972648 79955.9979446112,777532.670264124 79842.9133661494,777526.769971898 79826.7558833297,777512.647890411 79789.2466231811,777456.722565767 79616.0729079505,777463.07195908 79613.3036115077,777459.294463684 79607.4407176064,777454.944268416 79607.5496171262,777375.44057408 79378.4912610754,777394.938753804 79366.8822753952,777394.714954083 79366.4463758526))","20867"
"MULTILINESTRING ((763016.371030426 89458.2011554732,763050.340993588 89452.2495650273))","20869"
"MULTILINESTRING ((766547.589114915 86430.5213023105,766525.213640716 86416.0154163614,766538.029027964 86400.8618341614,766539.14982684 86399.6476355958))","20870"
"MULTILINESTRING ((769924.203938812 87292.3816467149,769890.007975703 87298.7785366964))","20921"
"MULTILINESTRING ((740477.303877919 70510.7489811571,740476.74417859 70510.0811818612,740475.74517962 70511.193280547,740444.892712769 70526.9969606526,740438.438720722 70516.3693720463,740423.400336951 70523.112563421,740429.304029668 70532.9610528566,740154.433125046 70673.6466757162,739917.885279656 70789.5756289795,739810.972194785 70841.4119632755,739622.310297407 70940.4409388753,739614.96060641 70929.1548509454,739598.811723885 70935.888242241,739605.266216021 70945.1898323241,739459.589672015 71028.1884289565,739366.929071403 71078.8160656192,739189.701255016 71264.3395453734,739172.660874245 71260.6794482129,739049.29611291 71241.8257602373,739009.099257702 71241.0300581803,738809.415972646 71340.498632398,738807.744774436 71341.4900311675,738807.296874918 71341.712330884,738786.144097716 71351.8830179684,738705.7319841 71394.4311645233,738498.133907773 71495.5464362849,738400.023713347 71545.2814734949,738301.904018882 71595.7857098389,738294.659526606 71600.4274041179,738284.977838392 71586.7115187394,738271.172453413 71591.4617124154,738279.183343456 71605.6219971739,738025.811715554 71742.1145259747,737923.576125654 71793.173161374,737909.768140241 71803.8939483731,737908.648041456 71804.3384477931,737913.219536082 71808.2157437939,738014.291200196 72125.1423968782,738019.13958589 72245.9275621869,737968.296329992 72415.472968858,737957.050642606 72414.2537693904,737950.027149537 72426.3029553981,737959.93663814 72431.1746506837,737956.364040813 72448.8715306323,737950.79444578 72465.5662115522,737877.317510012 72703.4572401041,737876.979510038 72708.2130347615,737870.849515544 72726.0200143948,737865.940219367 72748.2499891709,737781.688001182 72910.4752015091,737803.405157547 73172.2890103247,737794.454367426 73173.5275082745,737796.600163302 73196.8450823551,737805.951752893 73196.737883172,737810.275643733 73255.1379181822))","20937"
"MULTILINESTRING ((759849.485722695 88238.7494270547,759871.207599043 88235.5535324712,759930.762531354 88259.5933110407,759924.074237913 88268.8803001877,759922.409839288 88274.1923941678,759950.68640737 88283.0541868171))","20938"
"MULTILINESTRING ((767006.637331537 92986.5886186056,767046.835786837 92992.9189152689))","20946"
"MULTILINESTRING ((775315.445625461 80510.1357506505,775314.575125808 80517.3378426904,775314.558623227 80548.4414086181,775314.559922908 80552.2362044622))","20959"
"MULTILINESTRING ((775316.162724535 80511.8533488307,775315.045124172 80530.7850279987,775314.882322602 80551.6915050859,775314.660822795 80552.2940044083,775314.526622913 80552.6194040393,775296.623840772 80572.5814806775,775299.848037019 80575.415977842,775308.473327035 80582.2845710398,775314.624719991 80586.2637671953,775317.686416513 80587.9488656064))","20960"
"MULTILINESTRING ((775316.294224514 80510.3821504521,775316.006224249 80517.3378428097,775315.275322081 80552.7855039203))","20961"
"MULTILINESTRING ((772078.939736137 87799.0109785897,772061.690056794 87778.6445994432))","20962"
"MULTILINESTRING ((762797.635874699 98251.0905203815,762793.183679611 98250.9765200919,762781.828392702 98244.66392601,762768.136907944 98242.8934266888,762779.98000152 98171.9851061859,762808.269370152 98174.3306062326,762815.625963636 98157.4037256305,762823.652456087 98143.5837416589,762828.781651142 98136.0669504456,762831.453148511 98132.7491543622,762876.918102528 98089.0769068818,762999.357775658 98004.0894122462,763028.669648007 97954.5467697407,763052.387421967 97953.7828727954))","20963"
"MULTILINESTRING ((768083.621096443 90238.3520428795,768085.291294515 90239.456641811,768068.56611038 90267.3299096314,768057.757720973 90281.4829930848,768054.974323751 90284.5783894282,767997.94318514 90297.6002700167,767962.650525284 90281.4258846896,767933.814657974 90269.4559953087,767883.068801877 90401.6277452352,767827.463357191 90465.4281700222,767817.662067892 90465.9785685425,767809.976175769 90472.1681610416))","20983"
"MULTILINESTRING ((775032.584425984 80606.6762212489,775033.068826391 80595.4954335383))","20985"
"MULTILINESTRING ((775033.1498255 80605.0896230344,775033.294726163 80595.2655338099))","20986"
"MULTILINESTRING ((775034.064824505 80605.0480231561,775034.536324826 80595.0537341462))","20987"
"MULTILINESTRING ((775036.354821867 80606.7029215356,775036.705322447 80595.207734158))","20988"
"MULTILINESTRING ((775341.511491062 80581.472574693,775328.338506301 80571.0970849546))","20992"
"MULTILINESTRING ((766171.546835167 87497.5123940734,766176.345930076 87495.4727967382))","20993"
"MULTILINESTRING ((766171.515635244 87497.0196946147,766176.421830058 87494.7400975528))","20994"
"MULTILINESTRING ((774599.757191969 81872.9925973202,774588.71129858 81937.506825681,774614.642460906 82048.4613062668,774624.32884984 82054.3274006571,774626.22104706 82062.7851915463,774619.270654392 82065.7769876805,774625.620745757 82085.9382661202,774643.876920787 82145.6283022438,774672.448081442 82242.0992989315,774680.290268883 82289.3633477946,774678.747967337 82327.5183058469,774677.284666443 82356.9412734762,774675.829666813 82371.32325759))","21001"
"MULTILINESTRING ((765516.027242693 91044.9503254468,765514.368446297 91024.9297473813,765517.833944266 91005.0141696544))","21012"
"MULTILINESTRING ((767094.570793008 91230.6475616435,767099.471287639 91230.5392622021,767077.425512081 91227.7627632889,767077.74581078 91238.3801516198,767060.817728597 91246.8916407258,767058.140630428 91259.2783268377))","21013"
"MULTILINESTRING ((732537.524302611 76242.5206759989,732539.194100686 76243.2956752564,732555.222481943 76254.2524641754,732554.331382881 76255.0263632386,732553.774183413 76256.2427618331))","21014"
"MULTILINESTRING ((770208.545348222 85901.6006004891,770206.537350257 85903.4725982576,770201.753456232 85894.957207205,770196.183562731 85890.3083118339,770193.963565428 85887.2099150493,770178.603484339 85862.970940368,770162.688003139 85847.0309565145,770157.237909297 85844.8115584836,770107.836870022 85767.9015387667,770111.629467666 85747.1045619561,770112.971967352 85733.7152767907,770127.283760421 85632.3890894147,770113.823176532 85616.4505057749,770073.405622339 85598.3915221424,770057.821240051 85590.8622290759,769983.330924308 85559.5050571312,769924.841784291 85606.6057003073,769929.624878233 85616.122390258,769921.827486314 85621.4313837486,769912.581797173 85612.9043923273,769909.798099914 85616.4449881946,769665.389855916 85751.3833187572,769637.423085038 85768.8466971419,769632.85819 85769.2798962717))","21016"
"MULTILINESTRING ((766210.530306122 87339.3493717604,766216.187000258 87335.3701766362,766225.455290458 87331.0910821561,766236.199678808 87329.4513848966))","21019"
"MULTILINESTRING ((766377.130921911 87355.1441688226,766380.033418746 87354.9141693292))","21020"
"MULTILINESTRING ((774675.829666813 82371.32325759,774672.482869726 82380.0566477351,774644.376394895 82445.1016740646,774613.282924757 82493.2029187099,774610.825627104 82497.1889141326,774568.910066912 82567.3078337227,774587.151342927 82615.3346826303,774581.91214828 82619.6437774629,774614.405508387 82671.7680230873,774624.303395178 82700.0939928801,774634.834276823 82780.8694052412,774624.902784977 82812.5039697228,774628.884875808 82869.2581078548,774611.26769188 82906.4244656197,774619.592179641 82943.484825706,774640.738854212 82971.0473972934))","21032"
"MULTILINESTRING ((762562.784209237 91944.67006878,762562.783609167 91945.4489679183,762562.569209423 91945.2262681453,762560.564912023 91940.8020728544,762552.663721411 91933.0547807094,762548.214326742 91928.1840856941,762536.861640221 91917.1153969098,762550.33822654 91904.2902122839,762541.443937876 91886.9177306839,762488.801100094 91838.8735790701,762473.76801722 91832.3366849509,762473.11131885 91822.1550961412,762310.076498418 91820.5094834126,762140.26208639 91808.4653815751,762044.608491757 91807.5182740939,761977.916066316 91794.645482374))","21033"
"MULTILINESTRING ((770582.532742823 88150.3760610291,770616.941204646 88156.1491577076))","21040"
"MULTILINESTRING ((776181.587089323 76770.7401161179,776182.914685286 76802.6037813556,776201.847864912 76799.4050863954,776222.11504294 76797.9691896161,776221.564244977 76780.2754089336,776257.095406518 76777.085515314,776415.434029115 76836.6848629767,776416.095326728 76857.1513406372,776409.296533688 76862.683934028,776402.281340621 76871.4157239044,776391.803251419 76879.051414697,776407.054032914 76902.1777906328,776423.295913594 76922.1053701498))","21071"
"MULTILINESTRING ((763484.011439503 88047.1241542384,763484.315535751 88086.3933109191))","21072"
"MULTILINESTRING ((774145.807075569 84363.5326283666,774138.654680292 84399.4805883336))","21080"
"MULTILINESTRING ((761226.443178277 89706.3185242443,761195.4830114 89717.3067093825,761175.208235981 89691.5515360755,761141.046373671 89690.6879340333,761139.610775073 89692.7121316687,761119.339497343 89693.2816292622,761031.895293624 89693.2871215868,761030.177695516 89693.2861214373,761039.451480583 89747.1220627297,761046.392069306 89788.5256175631,761051.673960204 89825.9718766271,761057.750550521 89860.0625394709,761072.729127181 89938.0139546046,761076.425119756 89976.2094126999,761083.585807272 90028.5441554677,761089.371596761 90075.6281039219,761092.910191394 90092.3549857401,761097.561384637 90110.9199656236,761105.739873688 90133.0307418975,761117.105058764 90160.3932126467,761126.020047058 90181.8856896695,761137.007632529 90209.4729601367,761147.260419017 90234.7536330903,761154.348409897 90249.663917229,761163.9995974 90270.9129945867,761173.51888508 90291.7870723473,761181.700474596 90308.5166545736,761190.485563364 90326.2215357724,761205.025345512 90347.1173139525,761218.339129133 90366.6435935382,761233.729510538 90385.3460742197,761244.950896858 90400.3524586192,761257.531381705 90415.1346433853,761275.242660447 90435.0385229444,761292.707939386 90455.8048015279,761314.211613749 90478.0358788472,761330.942493746 90495.9892604767,761353.030867421 90518.6894373308,761369.518547997 90533.0989228578,761389.552224322 90551.4292043624,761412.641196939 90573.6612818256,761432.787373034 90593.1915620136,761452.669549443 90612.4593424719,761446.568155404 90621.0056324852,761474.977921896 90646.278307058,761481.032314591 90653.5004996089,761484.106610883 90657.1772958159))","21081"
"MULTILINESTRING ((719864.624954354 71597.9218744301,719877.09884147 71581.7781935535,719884.219533551 71580.4553955553,719929.777485584 71534.2432509944,719935.126479896 71529.6009566176,720091.04851536 71376.7052403929))","21082"
"MULTILINESTRING ((775563.933403946 84636.8318508602,775571.386393604 84662.3933234952,775589.760474003 84657.2107307603,775612.345045674 84699.927285904,775620.77923162 84756.1279250544,775613.391634953 84810.8916644131,775598.900648883 84832.6754392935,775575.961473429 84838.3094311388,775560.702890654 84831.6610371059,775550.57660202 84828.0014402406,775550.128002442 84828.7802393478))","21101"
"MULTILINESTRING ((765264.51852727 90951.7585058334,765271.862618925 90954.8599030678,765281.876606308 90973.0123839362,765379.625094965 91017.5422435241,765430.278037418 91038.9274244507,765424.590441813 91059.7225010073,765423.806742724 91059.1657015517,765424.814741616 91059.1663016401))","21102"
"MULTILINESTRING ((732336.97414522 77315.627456515,732339.308542813 77312.9677596775,732339.196642981 77312.4206602831,732324.609859271 77312.6366589274,732255.579236754 77308.5083582929,732260.024829141 77343.1273197771,732246.653642906 77358.6127013744,731932.445793932 77362.1163734603,731906.838122674 77360.6681731312,731907.950721786 77356.0239784289,731908.286321342 77356.914177455))","21106"
"MULTILINESTRING ((778205.025218663 77585.9749897494,778205.025218672 77585.8636898707,778194.788931922 77560.1894170964,778190.454337603 77548.4562295661,778158.304278405 77477.7477042254,778111.129637781 77379.9159073052,778070.0672873 77321.1469681883,778095.031561849 77300.0353933111,778193.307162644 77204.9333053154,778201.218454701 77196.7490149098,778207.020749162 77187.2375257822,778250.387408404 77108.3809155245,778238.387426567 77045.9736827596,778231.935934912 77029.8158998932,778183.836289436 77003.3519248907,778157.455919726 76984.0862437936,778143.653536875 76958.076471098,778139.322543109 76939.4901910623,778140.781143309 76917.5872151232,778142.792041733 76910.0674235067,778183.139402196 76856.3121855592,778193.055693198 76834.3024104267,778190.176698635 76806.0912410292,778157.684137409 76764.3620839921,778138.64846082 76731.3851184864,778105.416607317 76604.6927542645,778104.085309335 76597.7185617804,778147.156075121 76441.9663355322,778152.850170301 76425.0360545011,778155.868068868 76402.2528796506,778146.976182145 76357.9954273021,778132.503998933 76345.2647400411,778126.152105238 76352.7821313067,778118.250014585 76343.5974407052))","21120"
"MULTILINESTRING ((770049.248616552 88266.6656863024,770034.540631494 88279.9325704199,770008.137358943 88296.6221497456))","21122"
"MULTILINESTRING ((774875.227882745 77150.7397938346,774887.028870125 77147.6486981802))","21154"
"MULTILINESTRING ((772063.057473081 96414.7414098135,772043.868696045 96393.8032310408,771983.795569355 96313.0323142366,771927.729038986 96224.6444061857,771880.689295451 96171.4132603275,771880.39849689 96159.3999735089,771875.58030282 96152.3523808098,771830.539957549 96094.2462405013,771785.806612543 96029.6887073174,771740.748368031 95963.5879758043,771714.067700723 95926.2161144152,771678.201044626 95876.4302658247,771633.465199479 95813.3245310557,771588.113455309 95746.9360998441,771579.451265933 95734.691012504,771570.40467682 95724.1255232814,771558.351990971 95713.8738334366,771532.697920671 95696.5702500827,771464.736998597 95658.8908852096,771445.185021027 95647.925395455,771417.676952554 95632.8453094865,771396.405977137 95618.9627227799,771359.222120134 95594.4578462791,771335.092348699 95571.4041693947,771323.79246237 95557.4333837125,771301.063689515 95533.1512083109,771268.163328744 95498.6988431504,771236.14936694 95464.9031773515,771190.611421176 95417.8070249325,771162.597754886 95385.1378582676,771114.808011737 95336.4574073868,771104.630824014 95324.2794198374,771079.031054833 95294.22975052,771050.337189042 95264.1860809106,771002.989945714 95212.1741337409,770959.652697335 95167.2848791094,770933.847128295 95138.1636087587,770883.596288109 95086.565360872,770801.819785757 94999.2403493803,770734.913665966 94924.3212256203,770687.994921937 94874.7432758329,770633.989486557 94815.6023359143,770581.520649099 94760.7109914691,770519.06872395 94690.917462501,770454.509900893 94623.4706307619,770406.399357459 94581.5951724096,770342.693231955 94530.5803226788,770320.829857146 94517.1463354496,770297.713283975 94500.8470512584,770270.009715955 94483.1648681682,770251.477537966 94464.6381868508,770234.026258639 94447.7668038109,770208.376689346 94419.4727325875,770168.146338808 94360.9035933394,770132.90208235 94307.3005490869,770105.631016152 94264.5990935713,770061.666870352 94198.9601617665,769966.152384404 94096.6321656166,769923.77263552 94045.6413178471,769907.663354759 94028.3534353977,769891.421073911 94013.5814501677,769881.031786487 94000.5767635266,769866.340705705 93966.5266996546,769859.568615016 93945.8716217644,769846.224933385 93904.9499655776,769827.827558374 93852.1685219808,769789.34831048 93743.5082380444,769764.061544544 93673.9649122668,769740.980775802 93608.6612820273,769675.182864487 93426.9821759696,769634.299219879 93310.8040001032,769579.764093758 93155.828465699,769553.690329933 93072.2503553118,769517.795378298 92973.004561278,769494.982108871 92911.6738267052,769477.501632683 92860.4095815391,769449.336070685 92781.8226654747,769419.700910049 92705.9602462836,769384.745957891 92600.7835588761,769345.90521061 92488.7373786784,769273.884207623 92288.9503920588,769210.161993554 92110.8463823359,769152.661271527 91945.1798594956,769104.152137463 91803.5051110671,769053.419096472 91765.8060479951,768953.690306287 91760.4452449212,768926.774535972 91758.439744707,768887.659078974 91757.118142643,768786.292695226 91700.2491961288,768724.435266374 91663.2638312855,768649.344248226 91668.6258186319,768568.636536224 91674.1840052576,768521.034188059 91678.2252965303))","21155"
"MULTILINESTRING ((770058.25320405 87154.3954101308,770061.72510295 87123.4167444955))","21156"
"MULTILINESTRING ((763556.687652464 90408.9025533464,763542.004571057 90381.2374825928))","21166"
"MULTILINESTRING ((739827.430535099 71405.9660339777,739824.986137947 71404.1942357766,739824.762238206 71404.0828358837,739821.98014117 71405.8524337032,739815.531650048 71382.6255591702,739811.521555048 71375.3181670378,739810.299556528 71373.6581688015))","21167"
"MULTILINESTRING ((760619.571830952 88739.9766395971,760629.25401932 88751.155328079,760638.948809585 88740.3214409008,760623.704528905 88711.2162717566,760617.057740306 88664.31302304,760635.460925214 88604.8043904402,760666.102194029 88575.3915256267,760690.737170161 88537.9082692118,760694.080266719 88535.1469725563,760668.364096259 88521.0846858688))","21172"
"MULTILINESTRING ((774556.922705516 79880.7843769243,774532.623829165 79915.2952370892))","21174"
"MULTILINESTRING ((771226.585091494 85235.6305201353,771238.612578326 85235.7480210415,771251.867164128 85232.2154260634,771251.42556519 85225.4666334382))","21189"
"MULTILINESTRING ((769732.231052709 86098.9045423951,769739.127843548 86117.5007225434,769761.407020212 86105.2269379658,769789.817391337 86079.362568863,769798.518883461 86060.2282906555,769842.556343248 85967.5432963707,769853.043533848 85943.4304237891,769843.683544471 85939.1131277263,769798.50309796 85892.6207749441,769759.079641974 85882.8616822705))","21192"
"MULTILINESTRING ((763557.842758055 89195.5669929578,763550.247462575 89239.2547440631,763552.581160048 89238.8110447586,763553.476558964 89239.9242436082))","21195"
"MULTILINESTRING ((762138.15564061 88954.6893347094,762177.366400101 88924.5116714747))","21196"
"MULTILINESTRING ((732638.09648134 77672.5645789637,732600.367525534 77646.1168057529))","21197"
"MULTILINESTRING ((775259.702272927 80669.7026712023,775254.420479103 80664.7603761747))","21217"
"MULTILINESTRING ((765066.248187961 90469.2019205126,765069.596585421 90456.3712349645,765071.942383922 90444.2037485941,765058.580998879 90441.0982508355))","21219"
"MULTILINESTRING ((765056.961792817 87105.9337290635,765056.737593027 87106.3694285654,765056.625193092 87107.03702782,765040.920909699 87114.4368182993,765020.201831488 87125.5985041988,765017.746334089 87126.7098027603,765007.504945067 87129.8009984646,765004.940348238 87125.7010027645,765003.381249886 87126.4790017725))","21241"
"MULTILINESTRING ((763042.751500482 88325.0917089735,763054.452788479 88315.139820981,763064.484278468 88303.4158347982,763073.828066827 88319.1288182636,763075.383564635 88324.6653122861))","21242"
"MULTILINESTRING ((772509.474583505 81770.6021335864,772541.657647842 81776.480429841,772557.038131944 81765.6487430202,772558.485630455 81764.5460443514))","21243"
"MULTILINESTRING ((776018.400276277 77884.3009840449,776013.368478878 77919.4812451263))","21248"
"MULTILINESTRING ((774283.225507374 84574.3627089983,774283.903607528 84563.9679204544,774285.129006569 84559.5452254104,774285.358807175 84549.58603635,774289.251702952 84549.2544370495))","21249"
"MULTILINESTRING ((737582.86673769 75378.4817260262,737611.916303108 75407.6982955417,737625.0524877 75417.8742851513,737643.331266322 75431.1887716413,737645.315664001 75432.6439701627,737648.622960279 75433.1731698223,737695.057408149 75438.3325675686,737692.54381181 75426.9554801053,737685.135521878 75403.0106063328,737683.680323889 75397.8512119928))","21250"
"MULTILINESTRING ((766084.033329663 87515.4000667529,766120.09878694 87551.4822301228,766146.908553551 87597.0728822112,766156.362941575 87615.4474627824,766171.165623731 87633.8159438274,766244.374733611 87746.0390265272,766258.191718783 87742.1710319922,766257.295919814 87741.6234325189,766257.631619386 87742.2820318221))","21269"
"MULTILINESTRING ((762483.143477118 89911.6767077412,762481.806878551 89912.1184071357,762480.136580398 89912.0068071114,762465.547296264 89914.1002035147))","21270"
"MULTILINESTRING ((775229.741723267 80458.5597999839,775223.524429424 80466.0282912835,775218.379034584 80471.4371849288,775215.897037084 80473.9266819952,775212.951239978 80477.7734775353,775212.80314013 80477.8753774115,775214.041638692 80478.9456763422,775215.435237047 80480.4053748593,775217.261234926 80481.9794732885))","21271"
"MULTILINESTRING ((766865.4785419 92373.0746820635,766853.580258142 92337.7755198974))","21273"
"MULTILINESTRING ((767465.294804123 92145.2108872018,767448.166125619 92115.221718702))","21274"
