WKT,OBJECTID
"MULTILINESTRING ((731783.976031208 77738.2184398766,731786.980827799 77738.8779393671,731797.226616147 77741.4319372835,731820.380390237 77741.6648387931,731830.090283289 77690.5690969027,731831.992282438 77673.8641158026,731857.870961475 77569.5801348593,731863.221757656 77541.2697670511,731908.286321342 77356.914177455,731919.671813387 77294.3140485994,731911.320322936 77291.5477510679,731913.893221147 77277.2811672798,731921.685812424 77277.3959677438,731978.900465634 77051.892725244,731993.49245021 77040.1810395016,731985.395864784 76967.6156203407,731964.459606881 76721.626594874,731972.151298576 76717.7546998041,731972.705798601 76709.2444094003,731960.350012509 76708.0245098306,731933.883766351 76388.0343670095,731936.444264064 76380.4057757668,731931.103771267 76364.1425936159,731958.181344883 76312.7206533852,732105.031597412 76091.7989124449,732100.684002499 76088.8118154676,732114.61878876 76064.4822438268,732121.300081174 76066.0334425906,732122.747379681 76064.3745445622,732175.668326326 75987.5342347926,732223.910977722 75916.9865176057,732340.559860528 75742.0617226964,732332.441671402 75718.1674488965,732338.573066132 75697.1534729399,732344.694159129 75699.2604710358))","19191"
"MULTILINESTRING ((773434.304207238 84892.9454864832,773450.717295295 84823.3600642376,773449.824996842 84816.729371435,773388.91478148 84606.4913968421,773401.28496821 84603.6145010613,773400.390169367 84601.5183032832,773389.146282339 84593.5462110638,773377.125995919 84588.3371157452,773254.994835681 84514.8055859239,773253.004740422 84484.9359185249,773279.567219165 84394.454820075,773278.588724685 84342.5711769138,773253.996953769 84316.7779031041,773133.381985483 84317.7013917467,773099.077423075 84316.4670901589,773093.632930078 84304.1864031673,773089.510735144 84297.6557099795,773061.929870003 84242.5392680914,773060.037172405 84238.6713721746,773041.454195898 84201.4849113854,773009.75013569 84141.3957746021,772984.364064103 84133.5270810635,772982.35786641 84132.199782347,772978.801870382 84131.1963831442,772976.460473187 84128.3203860995,772958.644093208 84121.8932916274,772954.304198064 84120.564692713,772945.498707251 84125.6506863801,772910.966643163 84146.9776600205,772865.585484973 84237.8929563684,772855.971990078 84300.9537863421,772854.516090285 84317.0974685012,772849.603893956 84336.9018463478,772818.829022214 84399.6167748851,772811.927129245 84405.5846677441,772809.915030668 84414.6525576204,772812.033328247 84415.8685564684,772780.856663916 84397.2675742076,772775.844769529 84395.7160754807,772747.118901904 84384.3030855423,772690.670466223 84353.7347142511,772684.429272181 84363.8017026674,772542.926032775 84294.6832664023,772538.139638348 84290.7023703608,772529.898247528 84288.703971847,772494.961690437 84233.5928293466,772503.600191445 84111.4622641359,772483.906114696 84091.3099845699,772467.755332097 84094.2866799217,772336.975970828 84143.7771144123,772326.287082421 84144.8745122938,772322.839387115 84134.0323239006,772315.7162948 84135.2431219618,772318.489790528 84149.7384062877,772258.225055033 84165.8578834378,772240.514073916 84171.4951757338,772188.950729136 84184.9581565424))","19199"
"MULTILINESTRING ((739795.260772672 71381.6156588092,739796.378471039 71386.9284529589,739798.71056825 71389.5810501674,739800.155866407 71392.7894466897,739804.936359821 71410.0450277692,739854.601105232 71401.1101413973,739851.382510657 71376.0025692016,739908.42855253 71303.4615544059,740010.205640993 71280.7254872682,740022.237927978 71275.7518937054,740021.009529951 71267.4537028822,740020.906830066 71267.4537028737))","19206"
"MULTILINESTRING ((736576.415834422 74383.2348638845,736577.414833366 74382.4657648211,736577.65403572 74347.5143039589,736579.549733805 74344.8638070676,736579.549533781 74345.1882067049,736580.436232808 74344.9661070188))","19207"
"MULTILINESTRING ((771943.617281836 85529.4361592772,771945.738680316 85520.1442696624,771945.62818058 85518.4847714765,771961.108363679 85518.1617731672,771965.674358676 85518.2750734386))","19210"
"MULTILINESTRING ((773545.056128141 80864.6274141623,773540.561530958 80889.6366863641))","19211"
"MULTILINESTRING ((730874.801477968 78653.3833422794,730872.239279958 78664.7757292837,730870.891979268 78693.3101971243,730865.542284862 78698.3973909962,730827.915227188 78695.506591346,730798.519460298 78692.7214922112,730787.162173065 78691.9468922052,730684.398088782 78682.6115947821,730632.745346928 78678.1661957979,730587.540897791 78674.6044963208,730533.098659215 78668.164799366,730514.274780235 78668.8144971882,730513.616781753 78658.6444085655,730507.047889301 78656.0919109273,730506.15728961 78665.0562007857,730246.523982285 78638.0642111407,730237.173892886 78636.2893124172,730170.475567583 78635.8146078214,730138.185603713 78636.0225051033,730095.657651279 78636.559701229,730083.852364512 78636.3320005787,730061.035790215 78634.2172012005,730063.141587288 78641.6254930358))","19213"
"MULTILINESTRING ((769442.671951745 87458.3821221204,769393.125707582 87440.5401374209,769380.866119111 87462.3241123888,769343.891059407 87464.7414065028,769257.325048917 87525.7526318289,769244.954360705 87545.9974084795))","19214"
"MULTILINESTRING ((774456.366702618 78824.8484256195,774419.048942422 78836.0026103216,774425.601932353 78871.4110720642))","19219"
"MULTILINESTRING ((766082.704532029 87504.9953781052,766078.141337219 87502.8970800196,766045.53237657 87461.9395223264,766031.853993853 87435.8290499147,766027.971601026 87402.3061865234,766033.248301294 87332.5046639109,766034.824102128 87302.9627966058,766041.171795228 87302.1968980021,766044.855092023 87292.5739089252,766041.178596238 87290.4669109293,766038.763403487 87237.4722691253,766053.302896889 87129.5097893697,766042.076812489 87091.6708300981,766012.369149825 87037.111987652,766004.022260088 87024.385100955,766000.018864637 87022.611802563,765873.183004963 87009.8170056814,765799.793584982 87016.0803924231,765766.497721447 87017.062788458,765766.728522229 87005.1105016513,765753.137237045 87006.3266991357,765752.681836434 87019.1504849604,765733.415657537 87019.6958826908,765685.646710535 87013.2518856586,765671.401427421 86998.8618002893,765653.711249379 86969.5409310781,765651.299457134 86910.4634959902,765665.935748173 86828.2699878573,765660.60535676 86796.6286222746,765636.460886581 86758.2261625182,765607.402119699 86744.1615755115,765577.11395317 86741.6035757145,765529.784404383 86750.3113620273,765500.719236551 86747.3090628262,765473.78426808 86724.6220855113,765467.557476201 86709.7915013219,765478.585164693 86702.8249099546,765472.906571832 86692.3158210477,765458.762186906 86697.6117139893,765410.715349043 86588.8443297488,765374.24119675 86499.9918245576,765370.245903941 86467.4611600753,765372.032102484 86461.6018666884))","19220"
"MULTILINESTRING ((764807.388833259 94243.2826328406,764808.818229137 94271.2774020714))","19222"
"MULTILINESTRING ((769031.872571919 86652.5363728271,769047.148457302 86628.092801044))","19224"
"MULTILINESTRING ((760982.558130833 89888.3658015756,760983.770229014 89893.8746955913,760985.658525722 89907.7018804686))","19238"
"MULTILINESTRING ((760983.308430028 89888.1159019178,760984.537128187 89893.6646958898,760986.161525174 89907.6218806009))","19239"
"MULTILINESTRING ((773874.263222736 80216.519852192,773885.401910829 80213.4281565093))","19242"
"MULTILINESTRING ((778073.397028847 79198.3094161324,778093.786106808 79196.3361199837,778102.028697768 79197.1103198233,778116.827080558 79210.2865066444,778130.078265411 79218.9272982994,778132.310063101 79217.4820000652))","19245"
"MULTILINESTRING ((771319.235656022 87927.5581706434,771322.35395261 87927.5600709151,771323.572850373 87937.8494597164,771338.821432413 87952.3511451205,771344.164526205 87956.4476410884,771432.807528577 87963.580441041,771471.776684611 87978.6492279073,771540.225003514 88049.1618564532,771575.612360775 88094.8735093436,771597.977933489 88126.8591761701,771617.640104605 88210.618685878,771633.313683146 88259.5270335245,771660.246351035 88289.5241029421,771735.272963883 88346.9863464239))","19246"
"MULTILINESTRING ((775521.958755054 79852.3303883287,775521.408655755 79851.1058896236,775519.842657814 79846.9042940946,775516.285761645 79847.4587931916,775493.221085699 79860.7161767549,775491.660887208 79863.0429740768))","19248"
"MULTILINESTRING ((766564.507528175 86061.2552105665,766560.164932605 86065.1195059372,766560.37963236 86065.2309058317,766560.276832464 86065.3421057022,766568.278422581 86078.1800922476))","19251"
"MULTILINESTRING ((766343.854866289 94010.303829815,766347.227362888 94006.9645338033))","19252"
"MULTILINESTRING ((775058.677695587 80629.7210981844,775039.753917375 80616.0976115276,775034.521623785 80607.6932202978,775036.979621548 80602.3810263224,775040.100918661 80596.1882333669,774994.099569047 80593.8355321003,774962.358503332 80598.0280248528,774956.793909262 80599.6849225717))","19253"
"MULTILINESTRING ((766560.852528646 94003.0651575673,766561.693627808 94002.1453586577))","19257"
"MULTILINESTRING ((766560.093929531 94002.5052581145,766561.033928576 94001.6554591376))","19258"
"MULTILINESTRING ((775122.16018204 77535.6524924232,775121.376182922 77535.3274927143,775121.152083155 77535.4385925732,775121.375582822 77536.542391384,775128.618874822 77537.7609906418))","19262"
"MULTILINESTRING ((772435.005926335 78621.756382082,772466.977092767 78605.1747028926))","19264"
"MULTILINESTRING ((735473.358836217 76085.0961750268,735455.116958785 76055.8941063526))","19265"
"MULTILINESTRING ((774143.003875417 84400.920387128,774128.96789127 84394.8291926025,774101.801422023 84382.2021041146,774077.635048626 84379.7495047279,774047.346182108 84375.0862072399,774035.99609607 84356.830126284,774017.514016373 84355.4935261623,774017.513616323 84356.0407255641,773997.015137421 84371.0793073111,773978.502654608 84406.3622670271,773972.806157686 84442.9787263807,773982.016442947 84497.4080674806,773983.12444132 84502.2771622346,773986.351937432 84506.4890578947,773982.447839984 84526.3962357266,773967.519956043 84529.2624312999))","19270"
"MULTILINESTRING ((770041.582827679 88235.5741198181,770049.248616552 88266.6656863024))","19272"
"MULTILINESTRING ((768075.466117826 87827.9689960177,768108.317581692 87829.3156974057))","19273"
"MULTILINESTRING ((742513.961989655 69483.477975433,742514.298389362 69482.3747766856,742533.341768848 69473.6398878071,742543.367858125 69468.0071948143,742541.926360594 69456.0558080359,742539.360863659 69453.0695111777,742528.691578515 69411.5852566529,742496.550021023 69317.561159149,742401.989241247 69107.3604866588,742394.870749615 69100.9417933003,742386.414260517 69080.031616003,742387.41435968 69076.2679202723,742384.860363076 69068.5253287185,742379.851569198 69060.78173699))","19274"
"MULTILINESTRING ((722337.016255058 69044.7834303096,722336.21645586 69046.1631286974,722322.528370351 69058.8105134799,722319.724673324 69061.3400104313))","19277"
"MULTILINESTRING ((737097.258691593 73879.414066686,737059.87303277 73885.9360565958,737026.908768995 73892.7830464717,737027.739366289 73916.6145198674,737010.276885424 73920.9801136775,736996.06870095 73925.147307953,736955.031845906 73935.5454932508,736927.885577257 73920.8610076538,736857.717953865 73942.2658784572,736796.398120879 73960.0723539487,736744.645577444 73975.0742332911,736750.783869056 73995.7646105956,736737.978083072 73999.2307057589,736731.680991631 73978.6196283552,736660.3015696 73999.9873991057,736450.179599105 74063.3042125313,736440.743509399 74066.3185084515,736384.585670778 74082.7887858173,736250.089017758 74122.5821312171,736240.488227641 74133.5613182083,736240.736024677 74169.5139779793,736238.103427378 74172.6625742571,736237.640314431 74352.5131728834,736237.748313992 74356.7463681529,736237.90491289 74369.1158543171,736236.582012915 74388.4965325213,736234.928308725 74468.9961422785,736234.06850136 74579.92281803,736250.935679391 74622.0577721247,736251.332478605 74626.6217670444,736247.628381417 74644.1504471441,736246.768482049 74648.5160421914,736244.784083829 74654.2707355993,736206.053923254 74704.3857765845,736194.574234381 74726.6124508381,736116.238511104 74868.0433866021,736059.744567205 74959.7174797075,736068.430657059 74965.8029735478,736069.202155658 74972.9882655602,736056.62357002 74968.5604695719,736038.468988243 74995.42903812,736025.31910131 75016.662913353,736022.515202129 75047.3020788352,736020.508002668 75069.8666534184,736027.392992912 75097.4043231039,736033.842384203 75117.5436010396,736034.624583031 75121.5211966435,736037.398078619 75138.9980772846,736087.507803911 75388.4359017679,736091.067198964 75401.3797875438,736098.426089428 75418.9737683987,736105.834481307 75417.0952710622,736133.774450562 75411.5918793361,736138.816342986 75437.4555507587,736149.755326837 75489.6969930917,736165.621308534 75497.7561852678,736209.286561529 75475.4095135918,736235.811127876 75529.2654552978,736238.655423405 75546.3972363327,736239.526722327 75547.8082348171))","19278"
"MULTILINESTRING ((769919.960861261 83600.1051056206,769901.345879075 83630.2966708544,769920.046857324 83645.3527558928,769948.125328748 83619.9235862274,769948.571128316 83619.2600869943))","19282"
"MULTILINESTRING ((766571.662816595 94005.0547563598,766574.713812924 94008.5840527453))","19283"
"MULTILINESTRING ((766560.555628994 94002.8451577823,766561.421528124 94001.9453588543))","19284"
"MULTILINESTRING ((766509.34059654 93878.6904900104,766512.952292449 93880.0501888397,766518.180186533 93881.9797871891))","19285"
"MULTILINESTRING ((766518.303788552 93858.3046133041,766521.321785052 93860.3841112864,766524.793281103 93861.8738099594))","19286"
"MULTILINESTRING ((778220.302488456 77751.2725103078,778236.13887466 77709.3466574416))","19303"
"MULTILINESTRING ((770667.735884154 85454.5808314283,770653.154901315 85440.6330455001))","19304"
"MULTILINESTRING ((734844.759687169 76749.2234830821,734859.544967863 76785.9520430504,734875.915749837 76782.7515478856,734898.077626151 76768.9386650569,734884.622443179 76742.6126935311,734886.624541797 76731.4420062035,734972.488748194 76702.1659455583,735105.674502622 76661.8507008881,735201.665697888 76630.4837433537,735202.216597326 76629.8258441329))","19308"
"MULTILINESTRING ((766432.184362542 94084.2787562914,766422.157474222 94076.960163447))","19310"
"MULTILINESTRING ((769605.359457016 91036.5762000834,769555.621717805 90966.4059728361,769530.478448648 90929.6609110154,769528.585551011 90926.4512143779,769513.896969038 90904.8737368041,769495.430591594 90878.9726636509,769484.410204196 90873.0961691317,769445.100348275 90861.8984779369,769412.261385533 90847.718890601,769405.807793474 90837.987900731,769310.998608432 90714.3510283052,769257.028773335 90649.9368943692,769231.65370328 90626.0253184155,769206.395833868 90593.4809519757,769199.83164214 90581.4221646596,769208.294533733 90571.6907761242,769209.531333069 90563.9486847543,769236.669014784 90435.5174285097,769233.017022574 90393.0362749324))","19311"
"MULTILINESTRING ((770473.461772196 85739.7854012314,770424.816028605 85703.1388373125,770305.028866084 85629.5010079155,770260.490816082 85615.0935199109,770265.064612249 85601.4886352613,770258.606219443 85600.0467362895,770254.591723036 85609.3374257306,770082.669315151 85564.1018606361,770084.229313577 85562.553962472,770078.708426761 85479.6888530903))","19312"
"MULTILINESTRING ((766397.172506197 94027.1704160733,766398.335105024 94026.0406174256))","19313"
"MULTILINESTRING ((766520.769282319 93897.0467708121,766517.932785148 93900.1960670805,766511.863791126 93907.7245582272,766504.261198559 93917.7824464448,766495.207207384 93930.0601320823,766493.310709129 93933.7593278318))","19314"
"MULTILINESTRING ((766463.774029738 87321.6759132255,766466.858026363 87321.5859135923))","19315"
"MULTILINESTRING ((766469.933721788 87335.3830986579,766473.883417434 87335.6130987476))","19316"
"MULTILINESTRING ((766518.501688377 93857.8446138298,766521.63518477 93859.6543121194,766525.057180885 93861.074010866))","19321"
"MULTILINESTRING ((766492.956925837 93754.4341255254,766496.999021827 93749.7303310796,766501.042317992 93743.0763387844,766508.199810726 93736.5369466455,766524.778093439 93726.4781592438,766536.37428176 93714.8600731091,766555.29856271 93695.8212958202,766574.868743573 93669.957826116,766582.842436075 93656.1249420915,766594.673028079 93601.1747037523,766598.990225353 93578.995628596,766597.810728061 93563.4507456273,766589.592238691 93545.764064381,766584.972144381 93538.973471448,766562.929469034 93534.0285748974,766537.092697806 93529.5874774477,766504.199734756 93520.4544845312,766489.461451354 93515.8889882258,766454.49419087 93503.567198636,766435.058312959 93495.3425059414,766413.923136831 93488.0356120788,766399.694252847 93483.7329155327,766363.970693 93473.5669234977,766343.871115369 93470.2920252843,766319.995341686 93469.2460242724,766299.893363702 93469.9086217171,766267.182599482 93471.4635170339,766243.683825326 93471.0740153311,766219.675451729 93470.6842135816,766200.367773101 93468.8535138491,766179.928295818 93465.8596152956,766163.359314443 93461.1618189737,766152.53202734 93450.0737302176,766134.916548666 93428.2749526602,766126.69995957 93407.5319747895,766122.53496508 93397.2353857676,766118.239670993 93384.0511999172,766115.24467518 93374.1304105858,766113.288478336 93363.0477226317,766112.239480659 93350.1281367837,766111.848981957 93340.5276473346,766115.76407884 93327.4798620798,766120.585374762 93314.0387773379,766126.992969057 93299.3423941259,766141.59405464 93281.4635151668,766155.948540305 93265.6845338667,766165.487530905 93253.7838478548,766170.702525995 93244.7681582699,766173.443923668 93237.2133668498,766175.525122105 93229.2457758233,766176.172722257 93219.7209863845,766175.404423928 93210.5890963856,766172.126328424 93200.6681070292,766166.393835525 93191.7956162931,766158.303045357 93181.365427063,766141.724765423 93160.8236482148,766131.937877506 93146.0797635885,766122.416789534 93128.7298818577,766115.630198209 93115.2066961568,766111.598803783 93102.5477097517,766107.416909604 93088.9886243256,766101.801117081 93074.4911398061,766094.109126838 93060.0673550155,766083.661239597 93045.8481697508,766074.153250758 93037.892177664,766067.097458988 93032.5814828833,766057.700269674 93028.5443864852,766049.094679305 93026.5890878632,766035.127894714 93025.8117874572,766019.858811565 93024.8836871012,766006.420826443 93023.5815873204,765993.114841153 93022.5421872639,765981.375354126 93021.6349872031,765970.542466205 93019.678288381,765958.407579756 93017.1958900215,765947.065792501 93014.057592457,765934.912806189 93010.2812955229,765921.042521802 93006.1102988686,765906.286238553 93000.1011041627,765887.114160285 92992.6642106307,765880.79426769 92987.5228157318,765866.580085862 92959.2010456821,765861.744793462 92933.8850731665,765860.712895513 92923.7217842827,765860.569396778 92911.4589977934,765862.010396161 92900.7534097316,765865.663393661 92884.0491284835,765874.398886326 92859.0039568949,765881.849480215 92836.0392828952,765886.539676433 92820.8919000247,765886.152678246 92805.4976169668,765881.839384315 92790.7572328348,765874.14789414 92775.4897489784,765867.622602096 92766.7480580321,765855.099117226 92751.5338736794,765843.478930978 92740.5765847162,765828.19664868 92730.4420945153,765809.403370191 92720.7929034627,765792.704189253 92712.8326107352,765772.421012581 92701.2138217192,765751.023437015 92690.9068311575,765726.625464844 92679.4917415484,765709.659883895 92674.925045055,765682.674814372 92665.645952858,765669.364428441 92671.7879448817,765659.981138359 92676.0947392857,765647.709051311 92681.9561317131,765625.789274462 92692.2742183567,765608.306292914 92700.6262075678,765590.691611583 92708.1905976342,765578.948223987 92713.6772905233,765566.298437321 92719.9321824838,765555.007949209 92725.6441751644,765544.700360239 92728.9003706438,765534.147671574 92731.7815665121,765522.915883699 92734.1372629018,765510.383797564 92733.0795629378,765492.152117779 92731.0059635809,765476.355135288 92729.3087640286,765460.180753235 92727.3488647331,765441.534173947 92724.8624657934,765425.605891727 92721.7402678026,765412.036306822 92719.6506688838,765399.769120502 92717.4306702263,765379.028443666 92713.2554729613,765360.098964724 92710.3751744343,765345.490880903 92708.9412746981,765332.449795421 92706.8519758269,765313.142116774 92705.2839758163,765290.512441796 92703.5451756957,765264.428870612 92701.8042752648,765242.156995114 92701.4719736244,765203.521337662 92700.4171713057,765182.137561316 92698.6791712964,765160.036085711 92697.4656706424,765129.006819885 92696.6030687974,765106.376744832 92695.7267677253,765091.069761699 92695.2111669153,765067.232388067 92693.2841668944,765043.582814101 92692.7635653371,765014.007246728 92691.376764203,764997.643764821 92690.1480640852,764970.785994446 92688.9316630068,764953.572813423 92688.2462622126,764918.485552065 92687.3436600471,764896.402476367 92686.9927584454,764874.470500504 92686.6418568571,764854.46322246 92686.9859546751,764837.58974105 92686.4694537257,764820.376460015 92685.9527527442,764789.403494073 92685.7651501618,764765.2248206 92686.2942474009,764743.123444985 92685.2495465628,764717.548173066 92685.5902438839,764677.327617429 92683.8595421709,764656.11304081 92683.1717410201,764647.921949876 92682.4729410543,764638.525060595 92678.1172450143,764622.353979014 92670.9823514332,764607.390796102 92663.84815796,764600.957803643 92658.6316631387,764583.075824953 92640.2643818006,764567.060243872 92625.6482964911,764547.764066928 92605.1239174057,764538.012878682 92593.6428292011,764521.413898498 92576.1763469845,764513.417408213 92565.8964576119,764507.497415705 92554.9427691686,764504.014420835 92540.5029847927,764502.457924047 92523.7956030939,764502.804624698 92512.3207157899,764504.015423791 92507.6151210915,764509.761818738 92493.5372371466,764516.187912972 92479.0847536768,764524.372305713 92459.7769757223,764543.329788798 92416.1193256103,764551.513581446 92397.8428465175,764552.206082621 92376.2805703768,764552.723083156 92363.999483978,764549.432088556 92344.1598055784,764539.689801623 92317.8848337023,764524.025521867 92284.2000694734,764510.637338488 92262.985491685,764500.719450889 92246.2731092403,764491.309262451 92232.7110233652,764482.580573195 92219.8849367369,764475.833681052 92214.9637415629,764467.023091293 92208.7724476066,764459.641199871 92203.6130526371,764451.465509248 92199.2474567229,764436.86052568 92195.0405600554,764427.8911357 92193.294261178,764415.58804944 92190.8336627897,764390.743577274 92185.0392669581,764373.99549601 92181.3880694855,764365.899205159 92178.6098718251,764353.199219919 92169.7198804996,764312.360767579 92138.8430109186,764297.358885058 92127.8495217082,764282.55540233 92116.6973326905,764269.18071793 92106.6960425318,764249.45594093 92092.0116569734,764236.398756127 92082.6057661842,764214.848481298 92066.0956824781,764207.664989484 92062.8810853823,764191.670907679 92056.054791486,764178.838622195 92051.5171953452,764170.10733208 92048.2892981264,764151.851152852 92040.4576051349,764138.251568313 92034.7955101666,764123.605784947 92028.8439154267,764110.377699926 92023.9797196095,764097.678114324 92019.1157238421,764079.147135252 92012.9170290251,764060.880955975 92005.7810352677,764044.520674538 91999.3399409137,764028.687592335 91994.9991442879,764019.119102995 91993.4370451549,764007.813615473 91992.9052447301,763999.281824775 91993.781443,763986.767038379 91995.5176399623,763972.080754232 91998.8276349936,763951.389376723 92001.714629954,763903.314528955 92008.7163179194,763892.519541365 92002.683823614,763862.727375711 91984.9567405169,763854.856085374 91973.6885522547,763846.323195878 91961.1869652924,763830.911214809 91938.9950884151,763805.154048925 91874.2249576232,763792.493762529 91877.7571525908,763763.202896015 91863.4764657382,763753.296307282 91859.2891694759,763742.857918638 91860.6891669965,763727.360235429 91863.4736625376,763712.410151638 91866.0709583316,763693.685171994 91868.6847537717,763672.110795596 91870.0780503052,763663.767904707 91870.7855487778,763648.633621803 91865.732753004,763635.745436426 91860.6812574297,763624.444749616 91852.1618658257,763610.354766479 91836.8533814702,763602.16887632 91827.4546911166,763586.004095685 91809.68870929,763580.53380219 91804.2104148512,763576.627806637 91802.5206163677,763572.966510713 91801.9934166225,763569.059014937 91802.7785154065,763563.301321118 91804.4813130124,763557.183827519 91808.1339084316,763553.91653082 91811.3945045399,763543.660741051 91823.1258906688,763533.876750762 91834.8575768395,763526.171158516 91842.9342672324,763520.826163868 91848.8185602556,763514.179370726 91853.8958540564,763508.175277034 91857.1735498994,763502.040283654 91858.5948477812,763494.602991728 91859.7716458177,763487.430799617 91859.7673451821,763477.106711005 91859.3861446787,763470.010618917 91858.2006453544,763462.575227259 91856.3774467029,763456.17853456 91853.3735494471,763448.877443081 91847.8941548458,763442.218650973 91841.5151612968,763434.785959719 91835.1169676964,763431.126764118 91830.9334719899,763426.336169901 91825.1931779016,763418.112079726 91816.4506868216,763410.151089075 91809.808393445,763399.320901535 91803.6706992546,763389.527512668 91799.6148028593,763383.243819801 91797.1360050363,763374.637529336 91796.3621051217,763364.330940497 91798.3247020337,763351.928053777 91802.3672964618,763342.017764505 91804.3113934298,763328.973378526 91807.9785882137,763319.308588992 91809.7914853493,763311.22999783 91810.3304840317,763304.567305147 91810.4576832956,763296.998913506 91810.0593830598,763286.6939249 91809.4157828505,763279.786032522 91809.1490825276,763263.573650457 91807.9768823745,763252.211963072 91806.6763827962,763239.830676726 91806.2751821327,763226.392291543 91805.8921813547,763215.426803685 91804.9668813987,763207.989911809 91805.6186800141,763200.419619879 91808.5016761528,763189.979530978 91812.8078704663,763185.807235417 91814.4928682307,763170.269151833 91822.0586584868,763135.707989535 91825.5817515088,763122.64530366 91828.3301473069,763098.426629869 91833.1531398158,763083.438646099 91836.0317352986,763071.300859223 91838.6307313433,763061.372170025 91839.9372290149,763051.991780368 91839.6879284513,763039.855993776 91839.0244281002,763027.38050757 91838.2481278435,763010.941225702 91837.713326965,762996.578241562 91837.0672263971,762982.233857364 91836.8149253945,762968.795172125 91837.0694239134,762957.829884294 91835.9003242261,762943.448000176 91835.2355236766,762928.311016863 91834.8514227481,762913.306133404 91834.4675218319,762898.6975495 91834.1962208283,762885.391064128 91834.3383194819,762873.651077021 91834.5938181517,762859.570892525 91834.4541170489,762838.450815808 91833.9352157376,762821.614634294 91834.3377137891,762806.986850354 91834.7227120577,762793.680665031 91834.3210113144,762780.771079301 91833.5445110176,762767.974493405 91833.2931101539,762751.856011176 91832.8898091596,762735.152929657 91831.7173089647,762717.411549249 91830.9379082417,762703.97336408 91830.42370761,762691.176578161 91830.4160064759,762678.908591706 91829.9024059492,762659.638513001 91828.8409054023,762642.010332458 91828.1929045446,762626.363849731 91827.5461038624,762609.131668694 91827.5358023344,762596.618582556 91826.4971023661,762580.047000802 91826.3747010233,762558.945824068 91825.8557997119,762545.129939285 91825.7163986334,762532.201253544 91825.3335979027,762521.896564977 91824.2774981505,762506.627781861 91823.3683977924,762497.757091656 91822.9692974416,762486.979903527 91822.8503966104,762477.448414017 91822.8446957663,762465.199027495 91822.8561946615,762455.271138424 91822.8501937807,762443.003051947 91822.580392985,762430.999265201 91822.0669924817,762419.655577651 91822.4539910412,762407.727390836 91821.8093906892,762394.93080493 91821.6704897001,762382.813818311 91821.1569891874,762370.148932213 91821.5431876304,762359.579643901 91820.8993873987,762350.652353752 91820.6315868984,762336.308369619 91819.7230866219,762320.114587487 91819.1883857699,762309.167799581 91818.6755853588,762296.768113334 91817.5056855458,762269.476643472 91816.3269844135,762253.414961197 91815.8111835514,762237.636778667 91814.6204834596,762214.667103994 91814.1005819858,762201.360618629 91814.2426806408,762147.438278187 91811.8854784359,762127.092200627 91811.3671771949,762106.991222773 91811.1113756838,762048.689387051 91809.9329717885,762026.777711355 91807.8386721494,762013.208526502 91805.4868735381,761997.262344438 91801.1836768714,761979.391964629 91795.3229817554,761962.955783213 91789.8382863522,761947.557200581 91785.1416901706,761935.574914201 91780.3157944373,761918.875433218 91773.1809008341,761908.309645408 91766.9309068004,761897.083158324 91760.6618127284,761884.556472976 91750.9981222933,761876.332682841 91741.8808316385,761867.224194019 91728.9567451105,761862.265200221 91720.6101538947,761859.135504178 91714.8708599604,761855.61090879 91706.6375687461,761851.560214343 91694.3726819424,761848.961218041 91684.9774920947,761843.086426608 91661.3679176672,761838.905432571 91646.1030341684,761835.648037332 91632.9199484499,761829.003447354 91602.4849814976,761823.52475544 91579.4007065252,761802.107285386 91507.8385837181,761784.166909315 91460.8220340911,761771.183026688 91426.1833712245,761757.878944494 91390.6258093438,761749.648656219 91360.6399417575,761747.350959491 91352.2761507972,761742.833966389 91330.6173743363,761741.967767648 91327.1481780955,761742.497267222 91325.4046800679,761744.215065365 91324.9931806757,761746.838962535 91324.3572816118,761746.142463579 91321.2256850115,761745.78556422 91318.4504880465))","19322"
"MULTILINESTRING ((776910.031985893 78111.4629086827,776922.965073846 78086.5802369688,776938.32925688 78089.3520351998))","19325"
"MULTILINESTRING ((730818.426484539 75448.4111379721,730790.042417228 75435.9020498917))","19340"
"MULTILINESTRING ((766344.539265505 94010.6637294799,766348.084961906 94007.4144333869))","19341"
"MULTILINESTRING ((774998.343062366 80618.3570055889,775000.053760912 80613.4485111112,775004.16125784 80596.5787299344))","19342"
"MULTILINESTRING ((763843.024442706 89216.5276948356,763836.882646905 89245.6186621876,763838.487735311 89357.5726387595,763809.176664008 89397.71259188,763813.294159054 89402.5825868672,763804.045468356 89412.4228751928,763798.701574425 89410.2071771683,763778.640994106 89437.1881456246,763718.807354855 89494.4571771504,763702.873070892 89511.2629571986,763697.415676776 89512.5872552577,763670.44700348 89546.0910159019,763653.271918501 89589.9992659227,763652.35481556 89634.9127162614,763657.891204721 89688.9011571489,763673.232283862 89734.2666084218,763705.288846364 89759.8398830151,763700.827650238 89771.5635696803,763556.588604572 89819.8223036996,763554.80690654 89819.7106036662))","19343"
