WKT,OBJECTID
"MULTILINESTRING ((722355.250626866 69155.1325071469,722360.476420948 69155.7928067675,722364.044017451 69148.4984152421,722378.522101921 69137.9915281029,722411.1604677 69103.1664696544,722422.634255663 69091.0082841667,722444.123232703 69074.209704612,722459.275816882 69057.0655250018,722528.219844276 68987.9730077266,722532.336539893 68984.5446118796,722589.694179329 68929.3807780842,722623.331344013 68894.1111201989,722674.900889569 68844.4700797657,722695.391467767 68827.1148007621,722715.556646534 68806.8856249756,722742.620618004 68780.2345569089,722774.585484259 68749.3953939063,722815.018041602 68710.0400410923,722836.173719527 68685.9362697391,722846.649408665 68672.9989850531,722859.233395336 68661.4993988943,723003.690842635 68525.1888626102,723029.083915874 68500.0947926626,723034.210610734 68491.2435029971,723083.211258682 68448.6839543783,723156.831380934 68378.2578388763,723171.199265855 68363.1157569405,723233.570900142 68301.2046310531,723264.08806776 68274.2304635744,723447.086775102 68090.5908832283,723510.017908687 68029.7831561157,723538.640678443 68002.6967886215,723554.230561872 67989.3258047697,723644.889066306 67900.2169114546,723650.576360652 67889.7159236806,723669.172941035 67871.5809454018,723678.424531284 67862.5180562542,724102.553084228 67445.4957553744,724113.35457289 67434.2177688219,724145.206939131 67405.5845032729,724183.408098781 67369.3241467497,724196.776784712 67355.8316628697,724198.111883306 67354.5064644546,724213.039767596 67339.4755824127,724216.382364137 67335.2680873827,724220.3888602 67327.1951967527,724225.850454492 67321.1160039746,724229.966249904 67320.6726047584,724230.862348953 67319.9034056879,724236.986642525 67313.4907133311,724238.09714128 67313.4911134086,724244.781334201 67307.412320716,724246.78853208 67305.531122973,724249.011129878 67301.3325278546,724256.14272219 67296.7926334605,724262.49121556 67289.6106419873,724270.510807138 67281.3166518795,724273.517204009 67277.7765560755,724279.752897365 67272.6987622239,724288.220188407 67264.8498716481,724298.574577693 67251.801187056,724307.041368645 67245.2780949871,724317.953956985 67236.874005205,724337.782135934 67219.6294259927,724356.714115838 67203.0425459767,724381.220089973 67179.4959741841,724390.238180442 67170.9891843857,724423.211445643 67139.259822388,724438.802229231 67123.6637410266,724837.201409139 66735.3948056086,724852.789992329 66725.666717632,724855.134190017 66721.0232230199,724888.093354336 66702.4484461954,724900.579940066 66706.3626426474,724983.184248082 66697.0730587794,725404.538564188 66864.343299477,725447.506714689 66883.7065806444,725489.914065672 66905.1833593931,725509.509543295 66911.1608540165,725526.211724061 66918.5833468132,725575.524467224 66941.2677246827,725662.580767005 66979.5683875838,725725.359294922 67004.482863877,725752.194063916 67017.9813505379,725773.011440001 67026.3974425041,725776.342836222 67027.0568419921,725788.705121816 67035.0247338795,725806.070401965 67040.6769287183,725808.627299047 67041.4473280268,725809.961497519 67041.8928276184,725839.129363897 67055.4015144295,725985.073396102 67116.7242555098,726014.01686265 67131.4471409441,726019.690356196 67132.8861397185,726045.405726549 67144.8361280494,726070.795397432 67154.4683189652,726215.283531214 67216.7919588416,726483.797922503 67330.2610497852,726523.760276237 67351.8391282823,726607.9153795 67387.2653942687,726659.457519941 67413.5016683323,726690.847083923 67425.7875566917,726694.971579257 67426.4565562244,727143.26286361 67620.9443686409,727332.287046148 67703.8571885666,727402.306165685 67733.3082603285,727410.872755992 67734.7484593044,727898.57679484 67950.9371502899,727996.867781761 67994.4443082547,728253.802286233 68107.5781990744,728454.519255491 68194.4739154782,728472.994834324 68201.4525089319,728519.749280119 68228.234482114,729297.780686163 68561.0057629238,729336.848941224 68578.4958460297,730362.800961871 69030.4868109495,730408.887109049 69048.7494937139,730555.717640133 69115.8340288177,730570.750322974 69120.818324287,730968.726166025 69290.7489618177,733870.016232067 70595.2796068257,734040.671136146 70670.8972344329,734441.99567496 70855.5514566146,734449.449266057 70863.6294481051,734496.963008264 70929.5646776906,734759.974138751 71973.4602275273,734762.973234354 71987.8407116388,734767.199729419 71990.8277086039,734769.422125529 72010.0749872058,734784.645803989 72072.2424186865,734791.548195616 72081.4235089075,734796.323188068 72111.7318753074,734870.141385494 72387.1723721988,734876.921675497 72420.2443356533,734892.814952819 72487.5019614855,734965.730150067 72778.0910413656,735034.119239472 73242.1086266674,735040.541826112 73325.7347334713,735042.769923224 73331.1498275716,735068.998386463 73432.2599162595,735071.098180872 73476.0564673598,735137.725976051 73886.1080130023,735139.27217216 73915.1914805395,735144.936462509 73959.8795309056,735162.924233392 74081.2244963246,735160.019936312 74085.5341912798,735151.136330272 74299.1130513731,735146.336433528 74327.2017195507,735166.329784303 74686.6794183617,735170.545075841 74736.7903625429,735178.079861564 74814.9934755058,735192.301640654 74882.130201364,735205.712914465 75031.4528350987,735202.245715909 75063.6398987798,735204.219509681 75117.180138951,735212.152786463 75307.8671259322,735216.495580542 75322.1369102736,735220.715974573 75338.8356918848,735309.729963799 75490.6298285582,735324.970045167 75512.2006055449,735340.320226091 75537.9804778268,735346.336918877 75544.6210708419,735352.453911141 75556.6758578008,735530.238188144 75882.2741065349,735541.477274439 75897.6501901638,735544.033871494 75898.865788994,735556.838157184 75899.2052895853,735563.295849887 75900.422588712,735675.106329139 75847.8226561041,735688.587314879 75837.547068635,735712.642888924 75825.9412834558,735746.938351882 75809.9178040024,735944.958338694 75708.359032741,735951.968131036 75706.2577356262,735968.676712909 75699.52514443,735972.018609315 75697.7557466649,736002.08567687 75683.3898650286,736012.77346526 75679.2968704218,736000.206981669 75647.6590048977,736009.44917185 75641.2475127775,736029.724950103 75629.7605271757,736036.849042702 75622.5695357672))","24105"
"MULTILINESTRING ((764004.834932648 88441.6889641345,764005.613031581 88444.1232615166,764005.612531503 88445.0082605391,764005.50023149 88446.5569588194,764004.825231199 88458.3934456986,764004.371730483 88472.3320302775,764003.702931121 88473.4379289995))","24108"
"MULTILINESTRING ((775018.403544014 81767.0127487725,775016.16934598 81772.6495424084,775001.022661685 81782.3780304725))","24109"
"MULTILINESTRING ((763935.236458587 90156.456965496,763934.346159645 90155.5714663945,763933.900860153 90155.3499665994,763932.675561463 90155.791666004,763919.211877876 90137.5305849711))","24121"
"MULTILINESTRING ((732690.430622421 77678.1226767352,732686.545029398 77643.7264150341,732657.929561043 77648.1358078957,732620.640805009 77618.2487385796,732601.040624989 77643.4657087791))","24127"
"MULTILINESTRING ((761144.355468108 90847.8614549721,761141.894870066 90856.3547453617,761140.660071031 90860.8240403107,761140.387171255 90861.6827393391,761139.535672207 90861.5309394304,761137.954973969 90861.2512396004,761137.225774783 90861.1351396636,761135.57667662 90860.9154397613,761132.199780405 90860.1733402831,761130.548182255 90859.8096405386,761128.296284792 90859.1665410514))","24134"
"MULTILINESTRING ((761137.868374069 90861.2369396082,761139.763572032 90860.6429404324))","24135"
"MULTILINESTRING ((766171.315163029 90596.0349787713,766170.871163225 90599.290075144,766170.64706346 90599.4011750014,766163.169868809 90631.59133885,766147.762980746 90687.5613757748,766122.343604131 90738.434617429,766089.703837461 90766.6225834461,765997.144337464 90784.9363550168,765955.483681501 90804.1521301223,765889.077348418 90871.5989498436,765786.845260056 90878.7333328725,765682.033172569 90907.8700914105,765635.467921359 90934.2879581312,765612.964044806 90948.5451404047,765568.392089381 90997.7468821722,765537.522120225 91032.1298415024,765519.591338531 91047.7157227161,765507.219051459 91055.1264134395))","24137"
"MULTILINESTRING ((772435.533995355 84933.1925563182,772435.199495653 84933.9667554394,772428.625602364 84939.4946488046,772423.840808186 84932.6327559254,772316.391528692 84897.390285369,772286.766360865 84899.9178800459,772279.976268785 84894.1610857823,772236.757314755 84909.0716656939,772215.037838076 84914.0376583743,772214.040439898 84905.5184676426,772214.485839412 84905.5186676803,772211.927642695 84899.8750736555,772195.330960394 84905.0652665309))","24146"
"MULTILINESTRING ((767489.435323446 91635.5580508802,767464.719850824 91632.6686518461,767440.21647756 91634.313547835,767391.476637098 91566.8062178391,767398.508131177 91546.781340533,767400.962328384 91547.8955395249))","24159"
"MULTILINESTRING ((731290.217056097 79392.1834444534,731321.628923964 79353.3720904826))","24163"
"MULTILINESTRING ((773993.510701029 82497.6128613613,774009.773684936 82477.9349843144,774109.970686361 82349.9843330793,774185.753311015 82262.515835383,774216.179781255 82221.6010828081,774226.304069584 82228.9047756579,774287.601208982 82154.1508627881,774303.310493048 82139.7768798724,774312.884182005 82146.75567303,774324.251670632 82134.484287443,774320.249475385 82129.947492077,774396.140000712 82033.1779045623,774446.736850005 81979.5514676154,774454.652342699 81963.7357856183,774538.54825727 81890.8766725543,774547.133148832 81879.8186854001,774598.478793354 81873.096297099,774601.362390195 81873.2394971842))","24164"
"MULTILINESTRING ((740251.284132278 70469.0637112034,740251.947231628 70467.8494126067,740261.524721301 70463.431018239,740264.867317808 70460.335921938))","24165"
"MULTILINESTRING ((773098.418524383 84309.604597634,773096.635126257 84310.4937965052,773096.183326172 84317.2350890689,773099.407221785 84327.3074782939,773103.081717258 84333.2814720538,773103.068115204 84357.4007455882,773102.278115194 84367.5821343489,773105.953110752 84372.5639291987,773103.830912587 84378.2006228307,773102.82981333 84382.2896182596,773096.81902002 84380.8489193246,773096.372020671 84378.9754213411,773088.691429349 84375.6513243307,773085.565931616 84389.0305093809))","24166"
"MULTILINESTRING ((766366.002323281 94215.2713058082,766376.915111465 94213.3956088728,766386.950001928 94197.1375277162,766391.749998332 94178.7713484062,766422.20587292 94090.6255483826,766423.659072275 94080.2225599875,766421.656275049 94073.9158667588,766430.487869695 94026.2411201345,766429.925269937 94030.3394155628,766437.942160962 94032.2267142114,766441.507356987 94032.8872138095,766447.961749194 94040.633905856,766448.185748947 94040.6341058759))","24167"
"MULTILINESTRING ((775346.124386311 80578.127478742,775332.880401625 80567.7534889978))","24186"
"MULTILINESTRING ((773724.247186308 80219.0934368886,773731.146277873 80229.9392255712,773735.153573192 80233.5923219003,773741.163866069 80240.3441149975,773744.836561689 80244.77151045,773734.800670706 80268.1095840277,773746.036456521 80291.1272597276,773756.273844035 80306.8427433512,773767.177530518 80326.2094230268,773775.190820949 80336.0601128953,773790.3251026 80357.9735901315,773790.6603024 80355.9823923428))","24188"
"MULTILINESTRING ((773722.710028286 78521.7623974195,773787.433659801 78495.3591316748,773886.646348809 78528.1553038765,773886.531048438 78534.2383972003))","24189"
"MULTILINESTRING ((736746.195303024 74943.7572492773,736730.94962232 74913.2212823044))","24196"
"MULTILINESTRING ((770389.557557156 85819.4846063892,770393.25995263 85824.9635006866))","24208"
"MULTILINESTRING ((770387.850658922 85820.6644049446,770391.619054327 85826.1032992913))","24209"
"MULTILINESTRING ((770385.385161475 85822.3640028634,770389.409156612 85827.6529973984))","24210"
"MULTILINESTRING ((770413.115929467 85841.4901842364,770414.558927754 85843.0297826685,770417.68412397 85847.2189783353))","24211"
"MULTILINESTRING ((775129.216809327 80740.8925822977,775122.611917195 80732.96419043))","24212"
"MULTILINESTRING ((775177.850356052 80743.4592835577,775193.731439313 80736.4327925828))","24213"
"MULTILINESTRING ((775193.629539306 80737.853991019,775182.732450824 80742.252285288,775177.809656 80744.6374822626))","24214"
"MULTILINESTRING ((769064.045834128 87829.6502806009,769070.831326613 87830.5444802114,769081.417015054 87830.1054816199,769117.943675202 87828.1331869864,769130.526861453 87827.6953885679,769132.533559224 87828.0304883759))","24215"
"MULTILINESTRING ((720734.721977805 72962.2585959574,720734.057179837 72944.4503160161))","24216"
"MULTILINESTRING ((764775.782021 94758.5593612052,764775.987919499 94772.5054458303,764774.533219926 94785.3378315324,764770.465615081 94887.2226186969,764782.461798068 94929.0400736336,764900.694563783 94976.1349324713,764912.945149598 94983.9966249155,764914.95144729 94985.1012238787))","24222"
"MULTILINESTRING ((766986.833419223 90017.6548886115,766982.389525373 90003.2704040663,766971.711339904 89971.5142381116,766905.262417255 89921.4761873594,766854.384876371 89884.382923726,766811.409524869 89869.3078365327,766624.325230486 89865.9885236326,766574.558587031 89844.2794431534,766526.365043969 89798.5642892725,766513.349260488 89773.334915927,766512.709764643 89734.2779589151,766540.699240314 89661.9489411011,766537.039145552 89648.1119560267,766536.481146477 89644.5785598721,766536.145746935 89643.576960945))","24234"
"MULTILINESTRING ((769259.303327034 90019.3464884835,769274.549209372 90030.0843780239,769286.575995405 90038.9471693409,769273.199708665 90054.6474508766,769267.959513878 90060.6159438422,769266.072215689 90063.4894405131,769242.329439527 90088.0389113865,769196.232390854 90078.9425172964,769145.663244193 90102.3631870251,769143.314345901 90112.098276103,769140.754148314 90116.51977101,769085.606405984 90147.6805318106,769068.118924511 90154.8659223468,769009.627984223 90204.2827627587,768948.582748609 90232.6766260743,768859.682141896 90279.4139667191,768843.52735867 90289.9197537184))","24235"
"MULTILINESTRING ((764758.877757449 91236.7648463684,764753.630360198 91270.6159085483))","24237"
"MULTILINESTRING ((764646.091950513 91582.8520544095,764615.355284355 91582.1659524211,764613.209682738 91626.6361031561,764613.3168819 91634.7124942515,764611.851880781 91665.2462604254,764640.357149312 91666.8118612462,764640.580648997 91667.5816604168))","24238"
"MULTILINESTRING ((767952.19302294 91555.6387804398,767954.202720637 91556.7318794162,767967.326704842 91572.3286634152,767996.713769395 91608.1034266504,768030.10022752 91666.6087652113,768029.629726882 91679.4776509973,768027.839027683 91692.4213365791,768027.726827786 91692.6438363242,768026.503828046 91704.6844229535,768026.116528129 91708.4970187213,768011.082944587 91708.8681169608,768010.638345545 91703.6022227196))","24247"
"MULTILINESTRING ((767021.771926764 90626.9030204122,767029.442016563 90646.9365990199,767011.271234181 90673.0285686509,767008.263237127 90677.0139639927,767001.14144498 90676.5646638532))","24252"
"MULTILINESTRING ((774641.902246318 80678.1675102521,774627.884463539 80655.1530342994))","24256"
"MULTILINESTRING ((734697.72741388 74597.6609829752,734697.279514423 74597.1046835659,734692.604719779 74595.2298853162,734691.277522535 74578.1894043105,734721.91079055 74548.7863395509,734724.259990711 74511.6204813689,734724.595990335 74511.6205813937,734723.709991424 74510.294482814,734722.590492746 74509.3020838423,734722.040493453 74508.0779851718))","24275"
"MULTILINESTRING ((758038.666273218 91050.4970564144,758026.772990259 91006.0207046292))","24276"
"MULTILINESTRING ((774142.892975681 84399.2604889389,774128.96789127 84394.8291926025))","24277"
"MULTILINESTRING ((771445.046180022 84915.699690352,771432.003592369 84938.0397646936,771445.807676459 84947.4512555434,771447.362374093 84955.1963471695,771407.907812613 85009.1617845041,771317.186701509 85129.4765445431,771310.614308434 85132.5704405803,771301.261218923 85129.5781430621,771300.815419354 85130.2416422947,771301.372218754 85130.1313424628))","24278"
"MULTILINESTRING ((772467.859731453 84100.4848731264,772462.736637017 84100.9244722059,772333.081075172 84142.7804151727,772329.850878617 84143.7742138051,772322.506487526 84133.4813244758,772315.378895311 84133.5879237509,772317.265492245 84145.3159110359,772190.397827904 84180.8673611564,772187.728631361 84174.5598678534,772136.157386511 84189.0233475646,772110.429414319 84192.7702412498,771977.881456084 84229.7566893038,771974.883660746 84213.6028067823,771963.185472827 84221.8934966787,771955.489079425 84243.1303727037,771957.822976144 84251.65036355,771926.180008541 84277.4095325594,771863.788372823 84323.5074766028,771821.791316997 84343.9504505607,771813.993125139 84348.4818449181,771769.435372223 84367.7064199939,771727.432415497 84398.7699822865,771727.65451516 84399.8764810904,771685.984257853 84433.4847406156,771675.175568757 84444.209827912,771678.401664697 84450.407021383,771667.036576274 84460.3574094827,771661.581682555 84456.7034130272,771635.844709009 84476.4917890916,771624.147921308 84482.2379817798,771611.557634206 84492.4089695316,771500.583747647 84585.0548582728,771508.039238572 84595.7902471228,771498.568648277 84603.4184379309,771491.89165633 84594.6748469619,771340.810811391 84713.6279033557,771231.954322727 84803.9514948,771239.299413921 84812.9167855814,771231.721121406 84822.3161746053,771223.151831665 84812.0225851789,771139.813517385 84875.5879081955,771102.042456022 84906.874870582,771083.658374822 84922.1315522421,771046.108713013 84955.8525119716,771032.630327303 84961.1551049886,770969.134994283 84990.2147676061,770969.691393608 84990.9895668038,770966.793996492 84994.306862909,770961.115402879 84992.312264613,770961.225502557 84994.6355620702,770933.37753206 85005.9040472967,770904.747662078 85021.15472808,770897.336961068 85127.2453108792,770887.535671631 85129.1205079756,770885.081273653 85136.8631992584,770896.885260622 85138.1974988074,770885.010863126 85260.1058638385,770885.008262748 85264.531058977,770877.610763718 85347.2785674198,770867.142275157 85347.493866281,770865.132976649 85355.6793571135,770876.491164038 85357.787855775,770869.651264519 85439.0975658449,770833.305198172 85510.1015846905,770783.384648503 85559.9674255915,770778.370853637 85564.0578206648,770757.422474817 85584.2912966247,770746.610985304 85599.8839785561,770729.001402507 85623.8807506665,770732.785097945 85628.7506456425,770742.24668692 85636.5002379416))","24300"
"MULTILINESTRING ((773600.931249856 79871.1972080574,773600.37025034 79872.745506313,773600.255950099 79877.1688014539,773597.468552285 79887.4603899392,773595.010554523 79892.8745837995,773588.762059382 79916.5454573274))","24301"
"MULTILINESTRING ((769573.029103026 84047.8512839128,769569.905305599 84057.8061727021))","24303"
"MULTILINESTRING ((735543.92246313 73345.4184487561,735545.369861656 73343.5372509693,735549.484956962 73344.975949664,735583.241222501 73301.9641003319,735585.936122342 73263.583643509,735633.026669387 73269.4630404171,735633.138769279 73269.2405406744))","24320"
"MULTILINESTRING ((735137.623065859 76676.3552870738,735155.879545789 76672.3861929129))","24323"
"MULTILINESTRING ((764632.248661428 91630.9593000851,764613.204581983 91635.1574937506,764611.851880781 91665.2462604254,764642.027247358 91668.138859931))","24324"
"MULTILINESTRING ((760873.428426268 92424.6572871943,760866.303534407 92421.4449901104,760845.720759827 92390.6793222981,760830.253778605 92371.2003424598,760827.360182051 92368.3224453852,760742.801586093 92246.3650727224,760724.450509727 92208.0785134331,760718.666417078 92197.1233250345,760714.886322141 92187.0543358341,760716.000120942 92186.7231362997,760722.79531383 92182.523441552,760726.805209572 92180.7559438645,760732.820003173 92178.215147212,760921.310806735 92052.7697027724,761037.400287173 91959.6936160578,761088.981133723 91922.0016623368,761110.474810306 91919.1381674181,761110.36341043 91919.1381674087))","24328"
"MULTILINESTRING ((775577.446934985 78153.0187536882,775574.119240802 78126.3470826187))","24329"
"MULTILINESTRING ((760008.429600711 89923.6230770819,759999.507808521 89946.6274508502))","24332"
"MULTILINESTRING ((776398.6267249 80740.7551888072,776376.479251152 80715.6308144546))","24335"
"MULTILINESTRING ((769520.118314945 88052.2798756347,769522.379812507 88051.838976318,769523.91441013 88059.7764677221))","24336"
"MULTILINESTRING ((778498.341775645 77874.5633984054,778503.678869416 77879.6480932885,778503.448068647 77892.0465797172,778495.63097375 77933.4204338522,778451.474413082 78039.4941142731,778434.433032355 78030.7400224392,778427.966238345 78043.4597080023))","24337"
"MULTILINESTRING ((775302.275049234 81589.6068670716,775300.495251663 81583.8472732304,775285.534179735 81444.3324248085))","24340"
"MULTILINESTRING ((719742.077458111 72076.4231251618,719783.708909873 72095.9066061283,719739.929255093 72152.4091391666,719719.451779253 72136.7996553364,719710.101289783 72136.6846547973,719701.639599739 72130.6002610656,719662.903845243 72103.8221885498,719664.136443974 72102.163390512))","24341"
"MULTILINESTRING ((774632.1869662 82939.8475307642,774651.100242863 82971.4982976807))","24342"
"MULTILINESTRING ((766377.146021883 87355.2759686796,766380.048518719 87355.0460691847))","24360"
"MULTILINESTRING ((775203.056250183 80484.8325689758,775203.056250186 80484.7925690189,775198.428255551 80480.9865728015))","24361"
"MULTILINESTRING ((770355.55980091 85743.7599866855,770358.346897474 85748.2391820028))","24363"
"MULTILINESTRING ((775230.831422168 80457.4421013005,775229.665323459 80457.251401412,775228.962624178 80457.8001007511,775222.675030414 80465.2484920669,775217.488435626 80470.6073857631,775215.121937996 80473.156882774,775211.831141275 80476.8641784379,775208.475744644 80480.3553743332,775205.878347233 80483.2948708946,775205.190247821 80485.2225687259))","24365"
"MULTILINESTRING ((761434.356446005 89744.8006999525,761434.021246511 89743.2520016359,761427.126355934 89722.3388241466,761428.135054922 89721.2267254646,761427.799655369 89720.3456264082))","24368"
"MULTILINESTRING ((763051.671591476 89459.6589569614,763051.224492102 89458.110358633,763051.224592141 89457.674559115,763050.898792635 89456.125860796,763051.449792079 89455.5697614584,763051.013192866 89452.0274653308,763051.116192805 89451.4803659437,763051.788792143 89450.590666986,763051.905692751 89442.1805762835,763042.392412784 89333.1028958991,763046.072609116 89328.7933009812,763047.741307395 89327.4594026002,763047.382808023 89324.8367054646))","24369"
"MULTILINESTRING ((763679.349992533 90691.8442518326,763675.120797557 90687.6379560997,763659.662817694 90652.2286938222,763579.746311499 90585.2529606859,763536.569163514 90534.0079134419,763518.104687003 90498.0437515143,763451.557367017 90420.7880309248,763451.593872454 90358.8378993282,763451.826873732 90341.4699185259))","24370"
"MULTILINESTRING ((773009.711263828 82636.7996254026,773020.964352245 82628.3951355752,773054.834017109 82606.2884626953))","24373"
"MULTILINESTRING ((777299.488945657 77085.9730623296,777296.258649137 77086.4164615826,777286.345860089 77084.5286628372,777263.856684478 77085.8429595647,777253.02629314 77124.228816698,776939.3142385 77079.8105396741,776924.844955725 77061.8775581107,776911.151970906 77058.6618605128,776905.029077721 77056.8873619528,776868.942117451 77051.7771646003,776864.805118835 77090.0554223871,776860.454823548 77090.3869216706))","24394"
"MULTILINESTRING ((763512.829037261 88856.2499635909,763515.182336909 88830.6967920033,763532.700422862 88771.0799593467,763534.746726925 88698.8427392652,763534.080527968 88695.3023431145,763532.192930873 88685.7874534541,763530.856032255 88686.7823522385,763500.899765112 88687.6499486627,763498.89486726 88688.312547758))","24404"
"MULTILINESTRING ((768571.360599423 88680.7805007546,768568.582501924 88686.9981936671,768561.306410142 88684.220096084,768549.400123542 88680.2512994042))","24416"
"MULTILINESTRING ((729826.6015192 77765.5501595907,729836.175808371 77766.9913587007,729834.397911137 77756.8206699964,729845.206299308 77753.2840747967,729860.673580987 77766.4551611729,729915.007620328 77764.2634677824,729979.47604825 77763.077574037,729984.487842692 77762.4123751664))","24419"
"MULTILINESTRING ((775049.193688627 79637.1106847706,775044.392492001 79659.5678597725))","24420"
"MULTILINESTRING ((775021.7081725 78986.1252955722,775020.14997432 78984.6870970196,775018.814775731 78985.2333963109,775018.702875873 78985.0108965447,775015.136179646 78986.4554946673,775003.101492482 78989.9820898122))","24434"
"MULTILINESTRING ((757564.857812068 93121.7138195486,757552.948026617 93105.9905359072))","24435"
"MULTILINESTRING ((766395.58379587 87421.7924969877,766396.350593749 87436.5294808159))","24443"
"MULTILINESTRING ((731518.609221879 77817.9578300312,731495.67964756 77817.5026287878,731493.677750596 77807.1000403158,731494.475452063 77776.2474750234,731504.377140982 77776.3631756498,731503.043342617 77774.4806776614,731504.725542723 77748.4863069796,731479.89927017 77752.6842003669))","24448"
"MULTILINESTRING ((767129.589078617 86405.5204800884,767128.917179376 86405.2975802747,767128.803779281 86407.8381774669,767127.80318013 86410.712274217,767155.749447929 86428.6523568725,767144.81455785 86452.6532294964,767142.019258871 86476.3249031846,767144.582855533 86482.4092967057,767153.803142314 86518.3742578939,767160.139233662 86538.0638367576,767162.581830512 86543.4898309946,767169.3647212 86565.1733076999,767210.284767591 86666.0933000981,767246.00702414 86715.4540488298,767267.156799255 86734.9389292048,767338.961917092 86774.3614920088,767356.885696301 86787.4276791714,767424.452317263 86844.4382222478,767454.619282538 86863.3720040142,767469.642265247 86872.7832949528,767497.146134413 86880.541888795,767529.887697997 86886.4302851489,767555.16337002 86889.4306840366,767593.360428247 86888.1173887961,767598.485322685 86887.4619899613,767616.854602423 86888.7985900827,767649.703765231 86902.3186780446,767659.165454348 86908.1844724071,767696.229910547 86944.6014355268,767708.470896259 86954.5673256167,767715.261388075 86963.0837168295,767725.505576102 86971.6113083294,767727.063574258 86973.1608067589,767727.614073626 86973.4948064389))","24458"
"MULTILINESTRING ((771805.41061665 84557.1278150747,771805.076617025 84557.017015168,771802.849119443 84557.2370147355,771785.255339007 84553.4655173682,771770.333755563 84550.6912191356,771754.515172189 84558.5371091645,771720.547709255 84559.51340518,771716.75401232 84572.1232910064,771674.552659485 84560.3723002927,771671.988061816 84565.9024940008,771676.437156106 84575.7511835665))","24459"
"MULTILINESTRING ((775230.92782206 80457.4901012546,775229.362423708 80458.2199003248,775223.153329857 80465.6883916249,775217.884235164 80470.9872853814,775215.402237664 80473.4467824791,775212.277040756 80477.2459780568,775208.681844408 80480.4953741957,775206.092746978 80483.5248706614,775205.742347251 80484.8167692162))","24460"
"MULTILINESTRING ((768533.522956743 82686.4223930779,768534.637255622 82685.2060945102,768551.466139143 82661.9832214697,768575.954010419 82684.5649986914,768632.662151879 82642.0039502768,768658.612123743 82638.5887562158,768698.591079781 82640.602057365,768735.335138554 82652.238347658,768762.612307567 82665.4181354586,768782.317985072 82676.2706251825,768876.734278395 82715.0428904908,768887.423766435 82718.0356881015,768956.34358863 82745.6203635702,769062.33516824 82796.7895162324,769185.955233554 82788.5605357003,769199.858415653 82820.3188019536,769199.634215675 82822.9737990151,769196.844217835 82833.5926871048))","24461"
"MULTILINESTRING ((771047.284457954 82058.1035950753,771081.917318856 82072.6071820576,771084.698215684 82074.1664805786,771102.285695162 82089.4394652842,771094.7157035 82088.7677653864))","24469"
"MULTILINESTRING ((764483.216536713 88100.4599823408,764478.538841659 88102.6732794924,764473.637146852 88104.8866766247,764468.182353693 88095.1472868928,764461.070563049 88077.4418058063))","24470"
"MULTILINESTRING ((720075.349232493 71384.1151309087,720082.80772452 71378.2502380622,720089.044117991 71371.4019462412,720092.9460138 71368.631849646,720097.176009527 71361.7827576824,720117.451687927 71344.7521783566,720121.233284061 71339.3400847376,720355.798036581 71108.8373616904,720352.571440618 71103.0794679633,720349.903043729 71101.5301695237,720359.592433334 71094.4608781943,720362.14893039 71095.4537772553,720365.040926964 71097.8928747047,720522.307461039 70943.4489602388,720529.878352994 70936.8144682657,720561.067819981 70907.736903306,720827.260338877 70650.2602128173,720834.607831202 70641.9663226988,720865.797798282 70611.5723592109,720868.915995018 70608.1436633021,720866.688798084 70600.1796721349,720861.118104449 70598.7406733665,720879.611184814 70582.3767931441,720883.173680387 70588.3480866567,721098.457152556 70387.259928828,721144.901503544 70341.9282832671,721157.270990465 70330.2154973567,721220.079724049 70270.8458687883,721242.690600213 70248.4023957119,721255.081187089 70237.0041094486,721283.338657285 70209.2228427904,721343.50499374 70151.2923124024,721360.888175354 70134.9410320782,721363.12387367 70123.167045522,721393.40594183 70091.9635828639,721405.362229259 70079.6949975517,721407.447326728 70082.3504947007))","24473"
"MULTILINESTRING ((722288.866497123 69216.7078330633,722288.866297084 69217.2640324368,722288.978296957 69217.2640324456,722289.313996526 69218.0336315986,722266.720123485 69195.4612554744,722265.722724814 69192.475858772,722253.474539469 69179.6412723901,722252.924540189 69178.2041739717,722252.476640707 69177.9815741916))","24474"
"MULTILINESTRING ((758080.18043952 92043.5628600631,758106.547107459 92076.9862253805,758107.771306333 92074.4462283023))","24480"
"MULTILINESTRING ((737718.994049175 73204.5529679643,737722.109345384 73208.8652633741,737719.094448692 73209.5315624046,737721.210145818 73216.4948547736,737721.433745495 73217.4963536689))","24483"
"MULTILINESTRING ((730507.419949421 76551.6492753603,730539.247311226 76585.8439393519))","24484"
"MULTILINESTRING ((775230.925022052 80457.630401101,775229.576823457 80458.3999001454,775223.375929597 80465.888291426,775218.131634873 80471.2072851597,775215.773337231 80473.8066821155,775212.664640308 80477.5559777482,775209.226143781 80480.8852738153,775206.636946338 80484.1046700723,775205.881247101 80484.8255692189))","24485"
"MULTILINESTRING ((776013.962183412 77856.3026143288,776019.627575621 77876.0020932304,776019.40147555 77879.8688889784))","24488"
"MULTILINESTRING ((758222.792995695 90760.1063942699,758207.636111157 90774.3674771411,758192.598726236 90791.5123568284,758214.289799406 90824.4876222181,758209.046704137 90836.4271085342,758175.071738719 90869.2680691685,758056.959558595 90987.4476278643))","24489"
