WKT,Id,Field
"MULTIPOLYGON (((729479.536292516 75271.640744355,729012.536475056 75537.6407946945,728707.536865665 75733.6402956853,728473.537239585 75946.6402308218,728213.537259224 76151.6396609362,728042.537629285 76329.6398320216,727826.537851032 76596.6393236356,727654.537769545 76836.6390408495,727536.538267488 77077.6386969609,727482.538191279 77192.6383715713,727427.53817669 77353.6386343595,727354.538309643 77522.6383747786,727281.538442591 77691.6381151758,727227.538365664 77815.6377156068,727154.538497208 78002.6378197233,727099.538476467 78243.6374804589,727052.538442673 78537.6372741518,727042.538571016 78679.6367296478,727041.538626561 78804.6367809572,727075.538444742 79009.6367449465,727100.538339057 79187.6364186274,727135.538606148 79365.636093078,727178.538352865 79535.63577715,727221.538098253 79722.635890105,727255.538429702 79909.6354903662,727299.538112715 80060.6353879021,727386.538059846 80310.634985419,727448.538108052 80443.635032623,727659.537650459 80818.6346912333,727818.537521733 81005.6343013117,728049.537310939 81210.6342808257,728200.537196008 81335.6338320785,728537.536736377 81567.6335976621,728617.536642545 81621.6336712354,728706.536476838 81647.6335210037,728795.536311059 81674.6338176514,728893.536071912 81692.6336771247,729000.536269987 81719.6334631897,729107.535957483 81728.6333975061,729295.536000897 81755.6337019624,729527.535739082 81782.6334979021,729660.535268809 81800.6333601579,729803.535172065 81809.6338093314,729955.535001253 81818.633747209,730115.53482151 81827.6336857232,730276.53457801 81819.63370742,730446.534260535 81810.6337949517,730714.534219593 81774.6336005438,730947.53389847 81730.6339243445,731099.53373054 81704.6335815392,731277.533407053 81659.6339661177,731465.53345704 81606.6338484596,731671.533358219 81562.6341701054,731850.532970313 81509.6340517122,732029.532581083 81473.6343622485,732163.532562798 81429.6341661903,732288.53261795 81393.6344724515,732494.532008659 81331.6344302536,732754.531981826 81234.6346235777,733067.531578047 81109.6345964397,733363.531257946 80976.6345769001,733569.53116363 80878.6348309976,733802.530849955 80745.6353184285,734063.53076459 80567.6351544486,734215.530603337 80460.6354783091,734368.530377609 80345.6358111823,734503.530299345 80238.6356216681,734637.52977351 80140.6358699693,734745.529915276 80060.6359680481,734934.529395533 79918.6360139152,735150.52917132 79704.6361424894,735231.529535932 79615.6363124953,735393.529242481 79420.6367355006,735546.529021737 79242.6370747326,735691.528812011 79037.6371235264,735916.528522028 78717.6374992239,736052.528385635 78521.6379851524,736178.528389767 78307.6381064104,736242.528328099 78182.6380592463,736325.52805674 78012.6383838854,736371.528138647 77945.6386544104,736810.52773546 77660.6388151263,737295.527414292 77308.6392461592,737650.526847159 77045.6395035097,737911.526764128 76842.6399424785,738103.526562417 76685.6399406769,738245.526029698 76563.6402159043,738451.525942796 76375.6401857505,738551.526094924 76278.6403657863,738649.525865433 76179.6406758833,739113.525386079 75695.6409959171,739574.524590332 75208.6415107955,740161.524304684 74587.6425684709,740747.523572203 73966.6431135982,741343.523213577 73333.6439283884,741943.522594423 72702.6446127628,742027.522251499 72617.6450337707,742189.521955046 72464.644768368,742336.522121542 72334.6450521893,742467.521792321 72224.6450565081,743410.520865033 71482.6463370114,743574.520436896 71350.646240123,744157.519887855 70897.6471074724,744301.519736682 70782.646926083,744513.51977071 70605.6472026698,744617.519662131 70514.6475035796,744719.519683924 70421.6474225561,745262.518672237 69903.6479106236,745802.518368179 69382.6485934653,746050.518110753 69146.6491299111,746298.517853492 68908.6492845058,746375.517967009 68815.6492014655,746396.517626157 68782.6493036668,746420.517603292 68731.649554093,746433.517784452 68682.6496734935,746431.517919965 68609.6498184751,746405.517570541 68529.6499055029,746351.518020762 68440.6500645022,746265.51799549 68336.6501738756,746147.518006568 68219.6501033911,745965.518089729 68085.6501112016,745711.518765631 67937.6505134335,745433.518957206 67774.6503546736,745292.518926962 67696.6508152716,745044.519210547 67572.6506793845,744790.519371007 67473.6509632947,744573.519679992 67409.651018962,744432.520158581 67376.6511095915,744290.520189791 67350.6507443784,744106.520395271 67328.6511397081,743953.520629195 67323.6509423527,743753.520850235 67332.6508540608,743626.520925801 67349.6507620806,743500.520935779 67373.6507263784,743128.521597884 67462.6505367542,742851.521707866 67535.6503716997,742645.521804063 67595.65054618,742338.522329622 67693.6502871116,742033.522724241 67802.6503358998,741645.522888105 67952.6502690362,741356.523264671 68067.6499282024,740926.523601259 68246.649505902,740499.524253984 68434.6495216974,740126.524463843 68608.6494288968,739642.525240459 68847.6486795355,739336.525696828 69010.6487956669,739033.525957482 69179.6485212553,738757.525995382 69359.648044461,738503.526648416 69545.6482024886,738243.52666888 69721.6479871997,738134.526593642 69783.6475260869,738035.526892234 69832.647912204,737684.527207019 69994.6475778867,737598.527171675 70036.6473967454,737411.527563876 70145.6474534366,737292.527627531 70211.6472430698,737169.527951869 70274.6472277666,737052.527884296 70354.6471298855,736837.528050645 70478.6467197161,736685.528213405 70567.6465452035,736523.528515315 70656.6468819579,736335.528972895 70763.6465566814,736254.528612556 70798.6463196614,736048.529218204 70905.6465050444,735690.529477359 71065.6463000666,735439.529941872 71163.6460441737,735224.530111699 71242.6460041401,735027.530132103 71340.6457521374,734865.530432861 71447.645428594,734794.530444143 71500.6455561086,734641.530670886 71607.6452331912,734300.530842202 71838.6450137182,734111.531363157 71972.644977877,733950.53108432 72114.6449350971,733761.531604058 72265.644816161,733572.531613135 72398.644333357,733483.531772462 72452.6443943434,733321.53207533 72532.6442928401,733214.531870169 72594.6443435305,733115.53216742 72665.6443207198,733034.532317916 72718.6439353888,732944.53254106 72790.6438480966,732774.532335688 72941.6437303992,732603.5327081 73083.643686672,732450.532933681 73208.6432152958,732378.533010153 73261.6433425836,732243.533087659 73386.6433845047,732081.53338539 73537.6432672656,731892.533390627 73724.6428516289,731776.533769589 73813.6426792479,731668.53362829 73893.642581537,731434.534003893 74079.6422275985,731309.533944938 74168.6420544985,731201.534316926 74231.6420398184,730986.534482613 74373.6419925527,730887.534779969 74444.6419695375,730788.534566663 74497.6420947164,730707.534717173 74551.6416440969,730618.53487671 74604.6417700053,730519.53517542 74657.6418951601,730304.535341782 74791.6413447653,730196.535201236 74862.6413210298,730071.535656366 74924.6413701199,729954.535589221 75004.6412715864,729479.536292516 75271.640744355)))",0,Kotabatak
"MULTIPOLYGON (((770139.299540486 93874.8838667102,770402.869200534 93561.9242348281,770501.678970914 93314.8343394223,770490.67919846 93056.784574023,770441.299436464 92793.2246672003,770408.369191927 92535.1651718328,770435.799585775 92271.6155119553,770408.369232182 92090.4255645941,770518.179296927 91991.5958591245,770573.109169699 91848.8360849609,770529.179123596 91651.1761381937,770649.869178894 91524.8960958204,770798.179049412 91338.2062662834,770902.488711563 91157.016842709,771017.798684144 90948.3770822555,771204.488550074 90701.2974343749,771407.678619984 90476.1774437933,771440.608391677 90300.4776716765,771479.108212612 90042.4181824812,771676.678071966 89734.9384736894,771929.298094034 89619.6382707484,772165.367734224 89504.3288503129,772395.987647041 89449.4287070769,772527.677492005 89394.518827039,772703.367037771 89284.7087871458,772901.106865908 89147.4391953043,773032.866866035 88966.2492617616,773181.106592648 88779.5696716623,773279.98649534 88658.7797968925,773444.67625004 88494.0598641069,773614.86641474 88329.3302037868,773856.486130066 88203.0501715835,774048.675885808 88049.3203090768,774240.795494741 87928.520714427,774405.605563559 87829.6905012732,774636.175311888 87648.5010881366,774789.864757712 87494.7512541193,774949.104788996 87346.5110465268,775075.364882004 87269.6512378226,775229.104509575 87050.0116839023,775349.864202704 86857.841920958,775492.674176257 86660.1819899343,775657.363927703 86533.9019506208,775789.174097575 86424.0821783854,775959.363750884 86253.8725875966,776096.673825477 86067.1924839352,776233.863585458 85820.1128303288,776464.603308656 85743.243302544,776585.293343076 85858.5430268836,776711.603084807 85957.3829937479,776804.862752955 86028.7526517913,777057.482763298 86056.2127398038,777222.292317971 85984.8328642867,777364.982484736 85776.183376961,777518.671926419 85671.8635044545,777655.981995872 85545.583462507,777765.792064225 85408.3133501725,777749.362026938 85122.8040289368,777710.862253146 84842.7843637809,777639.602190713 84612.1746897636,777732.861886978 84359.6048619855,777837.172060086 84189.3947530767,777919.601939844 83986.2451582662,778056.791694083 83805.0454961491,778144.671803635 83651.3156237363,778183.101482312 83365.7960671017,778166.601813666 83069.3064057316,778117.291676706 82866.1562875381,778084.291794902 82652.0166147585,778001.861948068 82470.8266617577,777881.102288804 82267.6668095373,777782.292035363 82185.30708316,777710.862489985 82080.9871911223,777721.862297655 81943.7273100933,777743.862414734 81789.9774640091,777809.672274251 81658.2077576057,777892.102145814 81548.3977085932,777974.481838649 81471.5281675654,778150.171890226 81438.5881864142,778265.481841026 81482.5177481615,778331.361827295 81553.8879157509,778391.671767434 81674.6875328733,778457.60140974 81839.4074864903,778468.601705654 81982.157539451,778474.101590612 82135.8971479492,778441.17130423 82350.0270871807,778435.671385629 82591.6165827375,778430.171474026 82750.8463602772,778408.291677636 82893.6066504116,778550.981312479 82915.566318615,778754.10121758 82937.5265039976,778946.290960003 82943.0161784454,779187.860487792 82959.4861971261,779462.360283333 82981.4463886534,779698.480091005 82975.9664788654,779874.289950181 82948.516667908,780055.359583418 82877.126553364,780209.169341375 82816.7265044715,780307.979612766 82690.446970772,780401.289471328 82597.1069206272,780423.289075144 82459.8368003281,780379.359534618 82322.5774263844,780351.859541412 82218.2575378957,780296.979354425 82108.4372370726,780192.669714357 82031.5774080791,780159.66982311 81927.2477911515,780121.28984544 81779.0075656902,780033.359580488 81691.1576701077,779973.099814853 81586.8377788691,779896.16986259 81444.0779921857,779852.289988707 81273.8683822709,780011.479842792 81142.0884435773,780121.289902217 81109.1484568221,780285.979647851 81054.2385786698,780346.359757996 80867.5589794896,780335.359465701 80680.8691342862,780324.359683069 80521.6490831057,780357.359591984 80417.3291997178,780478.169458553 80252.6092616163,780549.599533702 80148.2796534409,780681.359024511 79934.1497221143,780878.979042558 79829.8298524825,780977.858945267 79709.0302485296,781049.289021327 79593.7300282637,781115.098879952 79472.9401495082,781169.978573071 79368.6105398713,781301.788746298 79220.3708405422,781406.098404015 79088.590896936,781482.97819986 79000.7410151343,781526.858612109 78857.9812384362,781559.85852644 78687.7711227552,781537.858431462 78577.9615766359,781466.478545978 78517.5615085547,781356.668491047 78495.6013313847,781263.358640824 78490.1116656217,781148.098850594 78627.3715383779,780999.788982435 78786.6013044035,780862.599246188 78753.6612969179,780747.289291447 78753.6612873318,780609.979241276 78649.3413897149,780500.169703412 78566.9811504439,780450.669606299 78457.1613621373,780390.359672194 78259.5014127686,780351.859886289 78111.2616992971,780220.099907795 78034.3819002798,780066.360305647 77952.0221694474,779967.600222327 77935.5521632678,779885.170366696 77853.1919263399,779786.360624865 77770.8419280531,779725.980534109 77726.9123710162,779676.600759072 77589.6422447598,779621.670400758 77419.4326339877,779588.6705236 77139.412968862,779473.360574328 77073.5227273263,779396.60112148 76881.3529467615,779341.601132961 76689.1831680041,779248.291300745 76464.0636620865,779182.361149841 76249.9337144287,779056.101080488 76035.7940338935,778957.291347045 75849.1139096391,778869.361597751 75711.8442923552,778704.671869234 75558.1046708569,778600.361722173 75415.3546102641,778457.601952472 75278.0947166007,778353.292316516 75146.305028082,778237.98236058 75162.7847447981,778177.602260493 75234.1646299964,778128.172289398 75343.9746821035,778117.292283511 75563.594281401,778018.362720899 75640.4740614502,777903.102424052 75717.3441121793,777897.602548204 75442.8043795812,777930.602461589 75278.0946741266,777968.982464658 75118.8546591148,777996.362673451 74937.6652271897,777957.982694658 74794.9151719962,777990.862797032 74668.6253925389,777957.982716225 74525.8753377933,777930.602536069 74350.1658314719,777914.102856488 74168.9758840097,777837.1729088 73960.3361057117,777628.603279208 73965.8262590951,777447.363151109 74031.7062366928,777205.673301175 74042.6957734295,777106.863549615 74081.1259315694,776898.293924503 74031.7061929455,776810.364178602 73850.5259679111,776601.79404849 73713.2563413298,776332.674328326 73877.9762679375,776118.604800047 73894.4462489237,775953.864874239 74009.7459497926,775805.674817115 74141.5258899312,775580.605473218 74405.075535832,775355.365633508 74668.6251816396,775163.295682068 74877.2649380928,774949.105819602 75074.93459272,774789.865786153 75261.6146957252,774559.296026984 75591.0540607428,774531.796528568 75695.3739443729,774548.29620358 75931.4737833309,774465.866337883 75975.3936006241,774389.10635534 76002.8434203911,774284.676388733 76008.3438219545,774229.86634311 75925.9835876876,774224.366453066 75827.1538714128,774284.676411715 75722.8237504613,774312.176421242 75629.4842068246,774350.606600581 75464.7642621874,774323.176750842 75360.4443741604,774312.176450316 75267.1043154318,774345.106728531 75140.8145362838,774432.986322416 75020.0246594967,774443.98664008 74899.2347765561,774427.486441957 74800.4050593885,774400.106255247 74707.0552713559,774334.176595162 74756.4749880158,774224.366531397 74849.8150370974,774032.176773983 75036.494625425,773839.987016139 75228.6643836967,773614.867499573 75453.7843751992,773389.677331497 75623.9939627731,773148.177932352 75805.193616947,772923.108084643 75969.91354644,772664.98815394 76222.4833609865,772472.868540098 76414.653118952,772297.108845301 76595.8425382249,772137.868809808 76809.9724666863,771945.67905518 76963.7125706307,771737.109404658 77238.2420447995,771572.369473846 77419.4319767834,771424.109270823 77578.6617421482,771133.109770395 77704.9412600228,770896.989949147 77891.6213560636,770715.800494534 78144.1911762384,770452.300480582 78314.4109999857,770232.610725476 78451.6703514353,770034.990708063 78566.9802887454,769820.870982786 78852.490101848,769634.181119567 79088.5899233673,769315.68159992 79429.0096194404,769216.871827608 79725.508997713,769222.371698429 80054.938652377,769068.6121072 80241.6187546388,768898.372257084 80680.8681780481,768618.372551161 80829.1175919578,768514.112554216 81010.3075282109,768601.872319217 81142.0874867086,768536.112115074 81383.6769757671,768448.182332876 81652.7168007918,768266.992361963 81954.6966137709,768080.303006896 82234.7264983367,767904.612936225 82509.2559738036,767734.373098185 82800.2554475511,767635.613000011 82970.4752840731,767459.873258396 83327.3649887764,767344.613461629 83552.4747474607,767113.993530583 83832.5046279172,767020.614016296 84216.8441651817,766833.873989925 84299.2038667005,766669.304064803 84222.3337933102,766680.184074303 83969.7644721497,766652.684092893 83728.1847036463,766592.374160617 83519.5346881325,766564.874161073 83492.0848600121,766460.614683456 83585.4243965021,766389.184615426 83612.8747282625,766328.804508614 83766.6143299622,766317.804700592 83909.3643799296,766323.304586934 84046.6339893172,766213.494521071 84167.4341030462,766131.114831187 84216.8440896756,766015.804865957 84354.1136887851,765840.114816719 84376.0738416956,765735.805172963 84354.1136650163,765708.375323888 84249.7937775478,765675.375438497 84079.5841701553,765669.875040611 83936.8243908673,765669.875049437 83832.5045057185,765702.875466818 83766.6142770523,765680.875374067 83634.8343242731,765653.375387041 83459.1345473881,765669.875091126 83338.3446657682,765642.495417002 83245.0051182214,765642.495417465 83239.5149482637,765609.615332447 83157.1552281742,765554.615328292 83162.6448815052,765483.305580641 83184.605043326,765378.875606382 83288.9346476696,765258.11591603 83464.6246840378,765137.306051571 83618.3642805547,764972.616293689 83837.9941047677,764868.306124522 83975.253976763,764763.996466426 84123.5136446291,764588.306409902 84233.3236847859,764461.996665144 84178.4137825908,764407.116474943 84112.5240585532,764275.306817839 84227.8334883428,764286.306599357 84398.043605717,764094.116849917 84496.863576534,763918.377128582 84617.6631724959,763759.187278956 84716.4933860535,763649.377228178 84661.5829732676,763632.87754127 84579.2232546613,763429.687488181 84628.6434709502,763352.877826359 84842.78313234,763254.117724629 85056.9125518458,763149.687737365 85314.9725463894,763012.378180949 85446.7524853598,762864.18812684 85551.0723576717,762770.878271255 85622.4522389769,762639.11827067 85825.6018276356,762446.878853697 85968.3615897063,762370.118859016 86144.0613572844,761919.809185011 86435.0613175827,761897.879208159 86632.7207455428,761755.119409289 86863.3303987374,761716.689230788 87011.5803437819,761562.879472336 87099.4302175549,761332.309734308 87187.2800847072,761211.499881751 87203.7500721154,761085.309952351 87066.4901808229,760838.190342712 87176.3002142852,760580.120597383 87330.0397982466,760256.120682268 87511.2199861629,760129.881053977 87780.2695339857,760014.621253574 88049.3093547193,759718.121344063 88186.5789373495,759663.191473601 88312.858985003,759531.381816238 88433.6585840468,759399.621820936 88576.4086228083,759262.381882298 88872.9079950672,759020.692019756 89065.0777455428,758938.382480323 89043.1078426763,758867.002083723 88988.2179131705,758839.622419064 88790.5482414021,758762.692481524 88494.048338643,758784.692598129 88345.8086324935,758768.192413672 88098.7192403247,758707.812837397 88038.3289018964,758625.382461345 88071.2791303355,758532.122774795 88225.0090002424,758466.19259698 88345.8086049276,758219.123151319 88598.378416131,758065.38300701 88894.8680587628,757922.623212122 89081.5476477999,757796.313446618 89273.7174081573,757708.503479628 89454.9175839743,757565.693505904 89674.537168444,757379.123964415 89894.1669890347,757241.813886203 90141.2466394976,757104.504323828 90344.3962265433,756879.384299254 90536.5762180006,756769.624413573 90613.4360272491,756681.69463383 90849.5358540424,756544.504887029 90964.845794261,756374.314734931 91008.7656026374,756154.624988505 91063.6754744772,756028.38538043 91102.1056287938,755978.88526926 91168.0055834189,756039.315019322 91250.3550654914,756039.315010127 91354.6749499001,755973.385345692 91459.0050684849,755984.385127016 91623.7147749362,755951.505540023 91706.0744887688,755819.695371801 91815.8947714187,755567.12550848 92156.313955765,755385.885896195 92205.7239329324,755342.005995991 92348.4842187793,755347.505880759 92496.7336549129,755413.385866168 92562.6136517278,755468.315719668 92628.5038875674,755605.625773138 92661.4536232509,755737.385245635 92639.4837393219,755924.005452206 92677.9236493168,756006.385127994 92782.2435410351,756154.62482953 92859.1136130598,756215.124731248 92853.6234485335,756231.505123295 92919.5131689822,756286.384809668 92886.5736903742,756368.694862342 92892.0536276437,756445.62482251 92925.0033579971,756506.124721299 92952.4531889814,756555.384689142 93062.2632477169,756577.384271546 93166.5933740867,756604.884262893 93281.8930888012,756681.694397003 93517.9929301033,756643.314391111 93699.1726299262,756549.884719919 93858.4023971225,756418.194366292 93891.3521087856,756335.814671841 93995.6719857796,756275.384907138 94078.0322090733,756198.624916506 94204.3219822115,756176.624802413 94319.6216924428,756226.004570088 94517.2816378251,756335.81461448 94632.591599934,756407.194492783 94753.3814885174,756462.124340739 94879.6712735291,756528.004322088 94989.4813338006,756632.314470012 95088.3110577265,756786.124220765 95082.8209017445,756928.813859286 95038.8913633472,757110.003810824 94956.5311510078,757164.883504706 94841.2314437048,757291.193761879 94879.671348557,757368.123716057 94978.5010700546,757510.8133407 95088.3111373662,757565.693009214 95253.0310879102,757565.692995241 95406.760965646,757615.122953224 95445.2008635652,757714.002853138 95346.3706460124,757746.882957841 95203.610871096,757812.813142569 95011.4313778956,757845.692740216 94813.7816797442,757862.312764826 94692.9815590146,757895.192868482 94561.2118518875,757928.123149568 94412.9619070121,757977.622753389 94297.651959153,758076.382843429 94220.7819091695,758208.122862138 94176.8620976806,758312.3823297 94193.3321048482,758389.312289916 94226.2823473191,758532.122233577 94347.0722425181,758625.381901808 94401.982142181,758817.621807984 94511.7917020427,758878.001893979 94594.1519363592,759119.621594694 94605.1420260821,759284.311330723 94632.5918666361,759438.121070294 94753.3817629503,759613.69078589 94874.171661266,759690.620744145 94929.0815595143,759976.120328148 94989.4816466652,760190.310183214 94868.6815437289,760245.190402705 94605.1421281322,760382.380158545 94396.4921312771,760558.119876989 94308.6422603267,760684.379957002 94363.5424350747,760755.810016384 94429.432160715,760832.689795782 94517.2820545844,761002.879427937 94566.7017914089,761206.119143217 94533.7520862803,761370.689081063 94456.8922821527,761469.619157154 94358.0620643388,761480.618942588 94473.3520499498,761579.379031887 94407.4720677099,761628.809003461 94297.652289528,761656.309015653 94182.3525794089,761694.689013378 94094.5026959384,761788.118679038 94001.1626475197,761919.808518149 94001.1626594446,761985.688506191 94039.6025589508,762144.878346575 94045.0927433021,762282.18789303 94028.6125179469,762430.377942516 93979.2030499421,762556.687704033 93841.9329409641,762644.617990737 93671.7233448493,762693.997786365 93561.9132945572,762809.307739572 93561.9133049789,762952.11717759 93616.8232092725,763050.877268956 93528.9636031866,763171.687130563 93413.6736293646,763347.377186367 93314.833690319,763457.186736608 93237.9636410621,763577.996588824 93226.983824081,763638.37667156 93347.7834402406,763731.686509107 93479.5536712759,763857.996262279 93435.6333471638,763962.306420649 93424.6438007185,764072.115966975 93391.7038149912,764143.496381458 93248.9537709149,764159.996089209 93095.2141659897,764214.876297795 92952.4538804136,764253.376110343 92787.7344495707,764368.615929641 92677.92440506,764505.875799506 92804.2044701533,764566.30554674 92919.504188445,764621.185727597 93084.2338677401,764637.685393679 93391.7038661548,764626.685579862 93589.3632951707,764494.875918712 93743.1034016584,764456.495913922 93907.8228324943,764390.61590833 94061.5629449316,764231.375891773 94056.072760521,764110.616210971 94116.462570921,764050.185920391 94347.0727429936,764011.686097687 94621.6022285937,763962.306288902 94874.1720574013,763879.996214774 95099.2915454624,763836.11630639 95324.4115490142,763731.686319025 95566.0010328203,763698.806202958 95829.5506909277,763682.306478777 96158.9905817871,763577.996305254 96334.6903462321,763303.376679376 96592.7400840083,763281.496874624 96817.8698174233,763160.686990932 97169.2693542338,763072.87701301 97454.7791748128,763017.87699266 97635.9686015985,762897.117293469 97894.0285933556,762770.877160994 98058.7382876672,762611.617164943 98179.5383953692,762611.617142895 98415.6377185513,762633.617227691 98618.7878321798,762600.687454446 98805.4776708466,762529.307544914 99019.607091585,762479.87757506 99107.4569738795,762490.87736425 99178.8471040346,762556.687214416 99151.3870445566,762606.117185302 99052.5573343886,762688.497389871 98975.6872830404,762721.37696248 99052.5573452081,762688.497374923 99134.9170591282,762688.497363576 99255.7069416838,762655.617260908 99371.0168912034,762595.18749359 99475.3367702575,762551.307085609 99563.186653066,762545.687367892 99689.4764329934,762617.11742553 99771.8366687264,762710.496906254 99777.3166074824,762820.306965052 99738.8864523026,762913.61683043 99568.6768571227,762979.496830226 99480.8269763754,763050.876731073 99360.0268605317,763111.306497375 99266.6970493047,763160.68680693 99140.4072734278,763221.116578899 98986.6671608996,763259.61638995 98843.9176261639,763358.376494431 98618.7976280302,763479.186371258 98344.268150472,763643.876098854 98465.0580485153,763731.686051337 98454.0782288553,763836.116024216 98371.7082815628,763918.375911027 98272.8883023456,764028.305789054 98113.6585363921,764088.615749526 97998.3485892952,764258.80539926 97861.08872467,764390.615566585 97773.2388499162,764544.375157473 97603.0287480663,764687.114979871 97482.2291506399,764840.804938331 97317.5092186677,764967.114699302 97191.2296897144,765098.874697353 97031.9999255911,765208.684764458 96905.709643078,765455.804377257 96773.9399553217,765647.874319499 96675.100018113,765900.614150199 96543.3303308139,766092.68357896 96460.9706313928,766218.993330845 96433.5203053551,766427.613156728 96186.4406609666,766581.373259203 96021.7207286975,766746.113191661 95835.0411416015,766866.872879825 95697.7812719753,766943.683055792 95478.1514410057,767174.372603814 95379.3217471156,767322.612323316 95269.501977713,767498.302386778 95093.8119473499,767542.302095642 94951.0521725999,767597.112160636 94808.2923988311,767833.302120719 94687.5025374904,768014.371760283 94533.762947333,768234.11168795 94440.4229102075,768426.301428779 94445.9125857739,768579.991380378 94358.0627125332,768728.301239381 94297.6631765789,768827.111001178 94143.9230667785,768898.371091625 94050.5835279875,769101.610809967 93995.6731429805,769260.800649053 94023.1332233251,769441.990083585 94012.1534119827,769568.300348744 93973.7135298054,769727.490196425 93907.8233128279,769864.679929159 93962.7337290011,770139.299540486 93874.8838667102)),((765440.184070287 99213.1175517793,765872.683830215 99096.6474490177,766199.993317249 98858.1678708088,766599.30273208 98547.5880267474,766765.682603333 98314.6482671116,766926.492436857 98037.3488757812,767020.802748943 97870.9587959574,767148.372553353 97610.2891430995,767248.18225501 97405.0895064895,767386.872174132 97155.5097623614,767542.111961019 96928.1200752851,767702.991925975 96783.9200570738,767841.611689807 96656.37025843,768240.871426419 96501.0706265293,768429.49101056 96340.2408690904,768557.110984159 96151.6709764943,768618.111122142 96013.0112947588,768612.611241114 95830.0011916724,768468.301124742 95857.7213398075,768246.491184722 95935.3711538018,768002.371886006 96090.6708002287,767808.371703442 96212.67103192,767597.612257674 96179.400777031,767442.302350599 96151.6708731857,767225.992304584 96273.6808307636,766993.112935859 96362.4205514262,766893.302721838 96573.1702619836,766732.373085834 96795.0201145993,766588.18328332 96889.3001893069,766283.183663527 97088.95997289,766111.303388736 97255.3495334734,765933.683599219 97432.8192732822,765800.684050775 97588.0989616761,765678.614153296 97754.4987667995,765539.994391177 97865.4188235334,765434.614140401 98020.7087544196,765284.874256275 98198.1784966669,765151.684752411 98392.2882220769,765074.114770388 98597.4981004228,764979.804979242 98669.5978520237,764929.874788893 98725.0678661381,764924.374871653 98930.2675112263,765018.614506876 98985.7272989093,765118.494326867 99052.2775068918,765273.684424181 99096.6473925625,765440.184070287 99213.1175517793)),((769337.68031575 95340.8917808632,769568.300217013 95406.7717936918,769754.989538362 95516.5818661723,769996.609754232 95511.0917185565,770095.36932709 95500.1118997678,770304.108945616 95423.2418596006,770402.869037598 95335.3919813085,770507.179206046 95220.0922777026,770605.988967055 95077.3325077597,770693.868565031 94923.5923968532,770809.178527924 94824.7626921056,770940.868373852 94758.872472657,771023.298236649 94747.8926523189,771127.608402579 94660.0427744604,771231.868389545 94605.1431323871,771363.678032757 94654.552626245,771462.608101017 94649.0629773911,771511.987888001 94638.0831540025,771528.36778419 94528.2731001451,771550.367899739 94401.9833209024,771550.367908328 94308.6432634387,771528.367820034 94138.4336563969,771632.677985473 94056.0734364378,771808.487836611 94105.4834463116,771945.677565474 94204.3234143549,772082.987109271 94226.2835948626,772181.797378796 94121.9637185051,772253.297087194 94006.6537716844,772302.607252855 93880.3737228677,772335.607167367 93721.1439487206,772379.487069974 93561.9141755645,772500.296927408 93501.5141249393,772560.677027928 93430.1444808079,772582.677145432 93281.8945335615,772571.6768525 93117.174585375,772538.676958593 93051.2848626903,772472.867119557 92952.4546291801,772384.987029644 92886.5649015012,772253.297192136 92859.1048236479,772121.367221895 92886.5648774833,772039.107336347 92968.9245875583,771945.677670019 93062.2646365436,771929.297773414 93177.5745884286,771973.177650391 93298.3542358037,771907.297648921 93402.6843552122,771819.3678926 93364.2444533921,771698.677855633 93287.384622784,771511.988010852 93298.3541936926,771374.678454045 93419.1543044594,771275.86818863 93479.5543570806,771204.488292213 93550.9342401362,771127.608496301 93638.7841205923,771023.298332423 93704.6738306574,770875.108793067 93765.0738787253,770699.369073877 93847.4238521424,770671.869070968 93858.4036775586,770490.679119781 93918.8037225905,770364.369362518 94001.1736684853,770271.109168065 94094.503477345,770144.799407795 94209.8134189988,770034.989344985 94286.6732284215,769930.679686112 94429.4329978876,769809.869826857 94511.7927042269,769689.110146069 94566.7025847528,769529.870115372 94709.46286111,769436.490112072 94813.7827377862,769332.180454723 94940.0725092684,769255.300145852 95038.8924894856,769233.370168169 95231.0719880471,769337.68031575 95340.8917808632)))",0,Minas
