WKT,OBJECTID
"MULTILINESTRING ((775608.78571939 80343.813657323,775614.119912741 80353.7668468695,775618.810008224 80346.5827551284))","4603"
"MULTILINESTRING ((758222.792995695 90760.1063942699,758207.636111157 90774.3674771411))","4604"
"MULTILINESTRING ((740168.753043304 71571.1373746265,740167.196345346 71566.9368792025,740162.07675178 71556.8661900718,740159.749055344 71543.5981047153,740118.650000039 71557.4038862741,740079.060452364 71444.6777092414,740081.731649735 71440.0341146241,740073.949160205 71415.3601416039,740070.393564233 71414.3667424522,740059.596978144 71388.4771705699,740049.485992064 71352.0836104672,740043.919899246 71338.582425135,740024.235625812 71274.9740947214,740024.347825743 71274.2044955883,740022.789527534 71273.4251963438,740023.685826577 71272.8784970212))","4605"
"MULTILINESTRING ((763483.920841764 91430.7058186634,763483.459439889 91457.4768890606))","4606"
"MULTILINESTRING ((760605.884245151 91028.7638072821,760614.235135804 91030.4281061801,760622.250126565 91035.079001745,760624.695123145 91043.2665929056))","4607"
"MULTILINESTRING ((771529.398761519 87523.2146333383,771528.510162832 87519.342037514,771545.11784677 87495.2341654534,771562.740831538 87449.0007177886,771567.202327674 87437.387030939,771592.177704724 87387.3963880428,771588.068710932 87367.8122091976,771526.076784569 87301.3971767379,771525.640686446 87285.3553943237,771562.795756248 87165.7848289284,771510.635523839 87045.2768567602,771501.798544298 86921.5859918726,771491.009758148 86898.1259167038,771433.830130055 86790.8909295281,771431.159233266 86787.5704329415))","4608"
"MULTILINESTRING ((766007.082016821 94222.791164775,766000.849524071 94218.3548691019,766009.766916121 94198.1181922349))","4616"
"MULTILINESTRING ((772110.987997726 83206.9332235354,772110.765098131 83205.0507255827,772121.125888108 83189.6818433317,772109.550700754 83189.7867422346))","4618"
"MULTILINESTRING ((735473.322187581 75407.1895343774,735479.344581321 75401.1105416415,735504.961954201 75381.7641652451,735532.110720705 75424.2554197009,735533.780918768 75425.2480187153,735534.331818196 75424.6920193793))","4619"
"MULTILINESTRING ((769658.937097772 85347.3601624539,769644.666010786 85377.7763277833))","4620"
"MULTILINESTRING ((772814.146026403 84410.4542625906,772820.713118522 84418.6461541637,772724.220117009 84500.0086565941,772696.581743269 84546.0153037292,772688.745346932 84603.1050403995,772656.081876812 84670.9002631848,772630.32570052 84722.6572041649,772571.949261956 84750.2853688225,772556.582178441 84753.930163501,772547.776387583 84759.5631565623,772534.824396806 84816.9745924306,772508.070721811 84866.3012359858,772445.334185088 84927.9960628662,772432.857797928 84937.2805515997))","4621"
"MULTILINESTRING ((770393.358472718 84426.1146381074,770378.545788781 84427.8763349053,770372.866094998 84427.8731344236,770366.740301598 84429.0866325667,770368.071499356 84438.2697225886))","4622"
"MULTILINESTRING ((734697.553887894 76270.7909080502,734701.334783876 76268.1410113091,734710.017173106 76282.3014960982,734722.145458829 76292.0412861038,734780.150592976 76306.6685741186,734814.445854281 76312.0979706409,734842.281624229 76298.732587733,734862.653901322 76300.9480867984,734866.666496775 76301.8397861038,734860.919301879 76319.0811663461))","4626"
"MULTILINESTRING ((765077.546499944 89059.3847765649,765077.54539978 89061.2653744904,765075.762801623 89062.5918728718,765080.214196275 89067.793967524,765014.144063872 89124.5066991709,764965.216911645 89192.5133198621,764966.096608998 89211.6521988295,764981.771287694 89258.1244489476,764985.440382797 89267.9723384079,764985.86697949 89300.2755028133,764942.397921496 89365.6302269024,764932.581029701 89394.9404937074,764953.919799892 89467.3026157656,764968.275982716 89483.241299448,764965.596884685 89494.3023870117,764963.478186584 89499.1686814571,764946.437804985 89502.8093759404,764943.876707815 89502.5865759608))","4635"
"MULTILINESTRING ((764754.981161339 88979.1029368146,764754.201162127 88979.8769358924,764739.724178015 88980.089734388,764723.23449489 88994.2402173317,764697.820519243 89034.9358702074,764631.296186001 89107.1359847204,764601.651815191 89145.6165396643,764566.223251732 89172.8099065545,764503.040614955 89243.4630230534,764478.195040422 89264.3567978177,764439.757279891 89295.8627596801,764434.410285515 89298.7359560391,764425.806890664 89347.7382012154,764424.119189921 89377.2743684774,764547.702533399 89612.7590195292,764549.81493056 89618.6234132446,764556.595021171 89640.6419895479,764564.725412393 89638.8767922117,764566.277009578 89651.4890784342,764555.361921297 89654.5801740614,764569.361401123 89708.9058153561,764576.918690542 89734.7967874548,764613.491640675 89844.5593695772,764605.134049016 89854.0683583485,764595.770257881 89870.2142397079,764599.982550345 89903.1833037031,764601.986148005 89904.7333021691,764622.923225193 89902.5331064454,764627.603020459 89897.8895119822))","4637"
"MULTILINESTRING ((759424.50283099 91209.0543032724,759435.877320752 91183.0615330477,759424.745433522 91177.4082383197,759394.462967764 91167.6638464261,759388.342774923 91163.0056510417,759345.379825172 91130.3512833848,759361.21071067 91096.95272175,759424.528751809 90973.2050643076,759430.337247243 90952.4106878358,759433.79024337 90953.1823872876,759435.238942066 90949.8636910872,759433.905043653 90948.536992438,759450.660633873 90850.093902869,759514.434475694 90712.7438604989,759520.886767568 90724.2452483409))","4638"
"MULTILINESTRING ((734724.234255778 77610.6828083692,734728.906049932 77618.8710995502,734735.242341159 77640.9941752405,734724.881352439 77644.7440702415,734747.118622437 77712.1161964374,734677.1855983 77740.8429588602))","4639"
"MULTILINESTRING ((763538.775374647 90380.7930827983,763541.894771411 90378.5824855149,763542.562870677 90378.5828855731,763558.271454432 90366.9763997772,763566.850745692 90359.1271092007,763596.903010426 90384.2567841139,763591.540213689 90414.0118507902,763589.198715835 90418.8779452108,763584.185421024 90422.5256407405,763545.417361402 90447.9466092441,763525.606884919 90428.3542291209,763515.696395886 90427.5740291068,763482.405533339 90418.0406366861,763472.052345201 90412.6138417628,763453.126666836 90403.3101503613,763453.263770539 90359.7238984972,763453.487470449 90357.9540004716,763454.04817041 90351.4274077285))","4640"
"MULTILINESTRING ((765058.580998879 90441.0982508355,765043.884515485 90435.8900552769,765037.307321682 90447.5019418845,765029.172529806 90456.6791310407,764992.203570826 90452.121532789,764992.203170766 90452.785232056))","4641"
"MULTILINESTRING ((767004.736832792 92995.7676083179,767046.275387405 92993.4749146051))","4642"
"MULTILINESTRING ((776017.164618741 83364.2431838681,776016.942019182 83361.9246863891,776013.04912481 83345.7684037507,775985.234858554 83305.9237450142,776077.243561491 83267.3622951098,776090.064649537 83243.5836222463,776118.963026028 83149.7822274424,776129.985413675 83153.6647241318,776134.886308328 83153.6674245484))","4653"
"MULTILINESTRING ((766417.780696095 85980.629386768,766421.225692409 85979.5278882767,766422.345191086 85980.6319871568,766433.024178046 85996.02147112))","4659"
"MULTILINESTRING ((736579.997133206 74346.1896056172,736580.436232808 74344.9661070188,736578.327135176 74344.7520071012,736573.977940001 74345.0745064143,736572.867741313 74344.0821074415,736571.084443177 74345.7408054519,736529.77808931 74344.6196036103,736526.871490245 74375.3606689841,736524.529192891 74374.9239692978,736254.52259392 74375.0197489528,736241.275809685 74361.7472628193,736237.375514168 74359.9748645103,736237.937513906 74355.1078699999,736238.386113503 74353.7822715175))","4660"
"MULTILINESTRING ((732997.125924537 75772.6533378663,732998.685622951 75770.5525403402,733001.691519535 75771.3281396964,733020.953798031 75771.1153413877,733031.085986727 75770.8985423951,733029.755889256 75757.0723578045,733046.574571499 75743.3647744479,733217.602181529 75728.8397036383,733232.181164073 75744.3307873639,733236.856858735 75745.8812859772,733236.967958568 75746.4342853666))","4661"
"MULTILINESTRING ((738476.707088257 73433.3929685184,738475.598389838 73428.7475736302))","4664"
"MULTILINESTRING ((769045.411901575 90691.3977298387,769029.828819436 90682.6532380718,769040.067007978 90685.3114360597,769033.283815836 90680.550540694,769045.311703422 90671.933951252))","4673"
"MULTILINESTRING ((772131.480191662 84188.5781476536,772132.260490912 84187.3616490549,772137.27118531 84188.8027479006,772141.273879951 84200.3107356107,772131.242689688 84214.6871189688,772120.316099742 84236.8072937506,772118.642201061 84242.7803870482,772102.134215239 84288.0193359698,772122.287692614 84294.890030152,772113.026200024 84326.6359945076))","4675"
"MULTILINESTRING ((775559.681307271 81127.960694407,775555.442210335 81146.5420736993))","4679"
"MULTILINESTRING ((775445.562838629 79849.293485299,775446.786437415 79847.8567869748,775504.269777329 79816.4704261302,775504.495177276 79814.1522286878))","4681"
"MULTILINESTRING ((775481.025887249 82381.8456143001,775476.128993183 82374.8693215259,775469.675901246 82362.8105341903))","4682"
"MULTILINESTRING ((774270.64872208 84563.0700202982,774268.536425393 84551.3475329725,774268.987825388 84545.7004392017,774276.670817074 84544.8239408241))","4683"
"MULTILINESTRING ((730705.193736523 77756.7617365564,730708.533034087 77739.7329559404,730708.987434721 77724.7980727548,730714.784328479 77721.5931767977))","4696"
"MULTILINESTRING ((774863.075217188 84075.0741061906,774845.501939817 84034.9017487141))","4697"
"MULTILINESTRING ((764005.819228863 88472.6647300383,763983.017974916 88231.9300937064,763973.662785054 88233.5840910667,763970.441489827 88219.4222064139,763980.909778388 88218.6538081732,763963.656115274 88012.7695338697,763946.648338554 87959.9912906312,763934.513352383 87954.3423958095,763930.952356684 87949.9153003862,763925.284264623 87930.2207216257,763930.18805983 87923.3647296167,763945.224943794 87917.7314371416))","4698"
"MULTILINESTRING ((768057.779690232 88364.7289035496,768060.890285695 88377.5635896919,768020.009929007 88394.7976671299))","4709"
"MULTILINESTRING ((773660.162303164 78441.4145803571,773662.719400281 78442.5192793555,773662.942499901 78444.1794775538,773666.390295192 78455.6891652204,773680.28577649 78498.733119178,773699.109155139 78508.4799100396,773707.898244858 78516.8861015482,773722.710028286 78521.7623974195))","4713"
"MULTILINESTRING ((739732.383371484 72346.1016768956,739732.496571537 72343.663379627,739741.534563719 72313.4711140211,739840.530255309 72290.178247369,739852.44044229 72287.0867517042,740113.463056236 72228.9111360044,740142.529324456 72221.5067464247,740459.901676788 72149.8564499287,740497.852631823 72187.1520110965,740509.438019504 72179.5269204684,740516.234112216 72175.8770250458,740555.994969964 72149.350757606,740544.419283968 72134.0759738044,740657.706564909 72040.6619864784,740650.130673776 72034.6880925876,740410.26075478 71841.5687904718,740363.913601604 71905.4829156866,740346.326922217 71891.2071303271,740345.66452302 71890.3259312627,740342.324226863 71888.553832993,740357.246711713 71868.9795559532,740360.701308108 71865.7731597865))","4715"
"MULTILINESTRING ((736574.17673545 74402.8141418033,736577.740831294 74405.2539393392,736620.158183999 74405.374342384,736617.049288865 74386.6827630729,736619.058787132 74379.9344707758,736619.181988919 74354.2817994969,736617.847890487 74353.1687006428,736614.619794276 74350.627003246,736612.167897466 74344.5442098693,736570.861543608 74343.3023081646,736571.084443177 74345.7408054519,736570.972343268 74346.1858049438))","4717"
"MULTILINESTRING ((767961.722189889 92915.3775835703,767960.027488241 92954.0996407605))","4719"
"MULTILINESTRING ((777183.119950416 82155.5519064623,777186.350146923 82155.2291070901,777204.960227448 82145.7252190692,777199.16753442 82137.978627055,777193.497241423 82128.2384372328,777184.696551343 82124.3572407349,777182.588753932 82120.9248443113,777190.27584623 82112.9634536779,777164.446275856 82095.5799705098,777104.364150918 81982.5873890712,777074.332889227 81916.748258582,777055.526211648 81894.055081824,777046.514722407 81882.9868931754,777043.500825889 81880.6575954678,776905.374588385 81739.5233382453,776904.600490744 81721.5975577998,776890.572706456 81716.6099620722,776892.020304981 81715.395963524,776882.447016107 81707.2021716822,776889.248909573 81696.8105836308,776899.383097974 81703.344677336,776977.297723571 81578.8104202178,777025.021480458 81473.3990396077,777018.573489268 81452.2614621971,777008.88179955 81455.576057752,777008.657699786 81455.6870576115))","4724"
"MULTILINESTRING ((775839.194163484 82770.8102186599,775826.272977333 82773.6869144091,775814.905488677 82786.0694998783,775805.994397581 82795.6901885823,775700.962411494 82803.485271106,775660.747653974 82819.8298497809,775644.274672444 82813.9598548079,775641.225086037 82693.257386768,775484.049252799 82748.7062126627,775363.686588644 82695.5304606855,775361.014091157 82700.28615525,775255.675609841 82656.197494604,775238.316630795 82632.5131190797,775232.194637739 82629.4125219566))","4728"
"MULTILINESTRING ((763925.249675359 88953.7290920929,763894.96720978 88940.7683037443))","4734"
"MULTILINESTRING ((771377.868350802 83778.373933742,771371.087160069 83756.6863569826))","4746"
"MULTILINESTRING ((776593.730727577 79358.1466184065,776594.542830967 79306.5966748895,776576.528655255 79250.4927347943,776554.944782891 79200.915087264,776529.687613804 79160.0802298589,776534.928708733 79152.3398387644,776527.686316865 79149.4612413156,776522.345122449 79152.3331377294,776500.196048508 79129.1934612172,776418.580440438 79093.3078937332,776413.233046523 79090.2077966822,776444.430815366 79055.811336912,776458.922801604 79031.2635649771,776492.687767663 78996.6552056482,776494.257867655 78976.0786282992,776490.816471904 78970.0955345615,776493.37526926 78968.3256367101,776492.81516987 78968.3253366652,776498.286065427 78949.9671572085,776502.428364819 78902.7311092466,776512.024757215 78868.2117478176,776506.689163653 78860.6882556091,776487.111889021 78811.8908073945,776510.843164829 78791.6506315063,776504.163172712 78784.3489389457))","4748"
"MULTILINESTRING ((734734.351362059 77381.6229658831,734791.91389762 77383.966467671))","4749"
"MULTILINESTRING ((773037.09933247 82653.7383091382,773009.711263828 82636.7996254026))","4779"
"MULTILINESTRING ((739020.843536956 72701.2872273067,739180.827555399 72748.369786568,739191.627043616 72745.1666909491,739199.307634972 72746.4956900347,739206.320626237 72758.9961765885,739208.215524176 72758.3387774628))","4782"
"MULTILINESTRING ((734261.383303393 74564.5142874599,734270.957992596 74565.955486562,734272.852390434 74566.6144859654,734281.765180525 74566.0713872412,734291.564269545 74566.6225873554,734418.597527244 74573.3153893605,734697.72741388 74597.6609829752))","4783"
"MULTILINESTRING ((767058.29048749 91736.749700694,767067.659078121 91726.5738127494,767080.47226505 91715.5192260802,767112.208230169 91716.0948282935,767124.232117171 91713.8860318061,767125.465215966 91712.2269337452,767126.46391486 91712.3388337112))","4794"
"MULTILINESTRING ((734483.994245382 76019.0670739719,734482.771546723 76019.400173506,734484.330345006 76019.0671739974,734473.641956511 76024.7084668644,734444.901887774 76035.5333525538,734444.683987465 76042.8294443596,734446.681185236 76042.8303445102))","4809"
"MULTILINESTRING ((757684.848089036 93016.583146781,757673.156602507 93010.2710527312))","4810"
"MULTILINESTRING ((769481.317843146 87071.4198511143,769478.985945943 87068.655153953,769543.879687537 86922.9882198122,769554.242076356 86921.0098228878,769562.706868239 86907.735838222))","4813"
"MULTILINESTRING ((740021.905328916 71268.0104023259,740021.569229281 71268.1215021767,740020.683830492 71265.0246055707,740019.341132181 71262.3631084451))","4817"
"MULTILINESTRING ((720432.015181629 72080.5689698212,720473.093235156 72084.3395685014))","4824"
"MULTILINESTRING ((769100.166586306 91308.6411553891,769099.046387513 91308.8537550551,769091.590195976 91305.6407579227,769084.684803853 91302.2148610748,769085.693002757 91302.1041612868))","4834"
"MULTILINESTRING ((730830.62992818 77337.1907174523,730830.866730122 77308.2106500244))","4837"
"MULTILINESTRING ((731316.069730705 79346.6297976249,731327.196017021 79362.5618805925,731329.751813922 79365.6593773108))","4838"
"MULTILINESTRING ((764134.208136377 87914.6315569921,764147.575323215 87897.0493775538,764157.268813265 87888.9784873009,764166.414004282 87876.7069016355,764165.183805932 87873.2753053161))","4839"
"MULTILINESTRING ((764499.563916727 86970.9777297073,764534.748977356 86979.2968235707))","4842"
"MULTILINESTRING ((773410.539399671 79364.8378474638,773409.086600344 79375.8998352141))","4848"
"MULTILINESTRING ((732690.480784696 75539.9184758472,732690.145584868 75542.572872845,732680.547491673 75594.6633136836,732694.01847638 75597.8767110912,732701.0327685 75598.4328109942))","4851"
"MULTILINESTRING ((739571.87795868 72229.6707950748,739573.54845682 72229.6714951984,739574.994755129 72230.7754940717,739576.665353279 72230.664894319,739590.915837243 72233.1093926417))","4860"
"MULTILINESTRING ((767105.833382325 87815.2396253787,767144.945142381 87781.2963661785))","4864"
"MULTILINESTRING ((769668.807108812 79134.7287920037,769668.694108763 79136.8244896915,769668.582008884 79136.8244896822,769654.333825385 79125.7544006788,769537.175853739 79124.0325929623,769529.833562408 79116.2859008728,769402.862699734 79136.2482685257,769372.79373231 79140.3218615828,769256.858359282 79139.379753114,769199.165721709 79148.1955386957,769146.147678659 79161.4462197874,769121.645804266 79176.2514015049,769063.007259995 79279.4365832788,769046.733275761 79304.4368544625,769033.579788534 79324.2273316291,768964.383257163 79411.0402305221,768898.958321744 79496.8534308136,768880.673037591 79547.6218734994,768875.069939016 79604.9251100436,768879.618430077 79653.0534575077,768871.375539048 79653.7074561098,768873.927635398 79664.1128448819,768879.938828754 79664.8857445259,768890.27941421 79704.0503023213,768894.906001385 79798.311299076,768881.956110789 79856.2781342831,768850.084642298 79897.4138864322,768818.674476791 79896.182485198,768790.808302572 79953.5850197911,768810.180780428 79964.8803089692,768827.884560431 79972.2988022733,768833.014055543 79963.4460124289,768833.453155127 79962.6766133104,768844.825544591 79939.44483979,768847.057942365 79936.7940428888))","4868"
"MULTILINESTRING ((766035.759043399 93584.4878713845,766048.898228464 93590.0224664739,766048.449828916 93590.4672659414,766059.47151654 93593.4598636432,766064.706610578 93595.7905615472))","4871"
"MULTILINESTRING ((770299.941310525 85178.0159037268,770269.871143231 85180.4325984857,770222.545995829 85171.2234045402,770063.837167632 85193.8121660711,770041.004792249 85198.2243592594,769983.871554385 85203.0595490343,769983.982754235 85203.3914486794,769985.318052611 85205.2729467246))","4884"
"MULTILINESTRING ((771251.42556519 85225.4666334382,771247.319171809 85200.7936601882,771234.733685426 85202.5565571682,771227.832693528 85196.1359636275,771222.163101255 85178.4317825885,771217.29471135 85123.0028430602,771217.752612725 85101.208867041,771214.301116623 85099.7686683253,771215.524815086 85102.0925658789,771216.415814129 85101.8718661987))","4885"
"MULTILINESTRING ((769130.871812719 87236.1619393776,769138.780004343 87232.846843714,769163.941076101 87240.6136373609,769279.691455344 87171.088123928,769316.227916912 87152.7490472835,769314.672119082 87147.4347529931,769323.141410237 87142.4601592019,769326.032506693 87146.7830546998,769443.889381759 87098.8366177017,769465.620860863 87065.4390563267,769478.985945943 87068.655153953,769481.317843146 87071.4198511143,769490.893732474 87073.5303496273))","4891"
"MULTILINESTRING ((764574.018846511 85673.2680674012,764569.116551593 85676.8074630782,764553.519467372 85692.6177443072,764494.464826975 85754.0895714569,764451.38687847 85705.2824215991,764447.944682563 85701.6270253354,764360.372573262 85765.8553470009,764249.079088093 85852.6303417571,764243.391693887 85857.9403354115,764220.772516946 85878.8372104234,764192.709147039 85887.4448985241,764023.362437849 85831.9279452673,763995.187769583 85822.843552877,763960.89950809 85813.0881607047,763915.793257107 85819.4794497933,763903.214671518 85812.6106562961))","4892"
"MULTILINESTRING ((731264.485655682 77168.4895399594,731265.830454363 77166.0518427999,731253.688667876 77166.9365408804,731252.143471911 77136.6300747981))","4894"
"MULTILINESTRING ((771596.394040998 78642.8813901481,771654.071476185 78664.4902711596,771660.190268728 78673.896361337,771662.74846603 78672.6828628795,771689.369538112 78658.3145808303,771677.593654576 78614.4933279563,771691.531942484 78576.1105712207,771704.57272968 78558.4151917066,771774.441960317 78472.9363912323,771794.403441969 78430.5786393459,771798.636938094 78421.4005497646,771846.264496402 78294.7469926396,771855.200291355 78237.008556724,771853.194893801 78233.90115997,771815.153742306 78149.0330499892,771811.928446554 78140.175559443,771907.515847763 78070.7523434213,771984.833867289 78021.5625037019,771990.840759986 78030.634694239,771999.199551482 78022.8961034106,771992.30615982 78013.0445136582,772091.013757971 77939.4220024826,772229.824713909 77846.2267160398,772498.773436494 77645.0219586498,772505.340128519 77654.8734483784,772513.13812055 77648.1267564124,772506.579828353 77640.2689644976,772547.581486933 77598.9140131921,772723.623607123 77445.6667955805))","4897"
"MULTILINESTRING ((761659.210268818 90082.3353466467,761658.212870111 90080.118649008,761659.099669144 90080.007949209,761660.659967641 90077.5794520314,761660.99596729 90077.3570523065,761670.2437582 90064.9653668165,761675.371053006 90059.8870728794,761657.120374066 90048.8144835113,761595.791446456 89993.3483394198,761582.54776261 89975.4263580624,761500.863660546 89884.2218516882,761458.357111607 89835.637701654,761439.689437813 89771.2392711972,761444.704434108 89750.555594501,761446.161832708 89748.2382971893,761436.475143674 89744.8019001367,761434.356446005 89744.8006999525))","4911"
"MULTILINESTRING ((763758.275201463 90740.2343054079,763756.956005482 90711.2496372894))","4912"
"MULTILINESTRING ((769993.197639866 85253.1802947372,769992.864440356 85251.7418962887,769993.087840222 85250.4143977686,769992.317342428 85234.5939150933,769990.101146529 85215.1217363102,769989.551548223 85202.3989502479,769988.771749049 85202.7304498181,769989.105348606 85203.6156488723,769989.438748138 85204.8327475634))","4915"
"MULTILINESTRING ((720575.396616136 72139.5741134546,720570.811018949 72172.3050761682))","4916"
"MULTILINESTRING ((759991.934216674 89948.8355477433,759998.385808489 89961.1184347211))","4922"
"MULTILINESTRING ((732191.132704493 74715.8111630677,732189.462006353 74715.9216628195,732186.79280933 74716.0317624975,732172.088624805 74728.8561470097,732171.202225835 74728.2995475674,732170.081927022 74729.1890464847,732170.529526455 74730.0698455297))","4925"
"MULTILINESTRING ((776076.578317097 79046.8771162448,776060.882635098 79036.1395266999,776071.029425399 79019.657045582))","4927"
"MULTILINESTRING ((776653.014751097 79501.0157669773,776638.865065442 79513.9536516416,776619.473584758 79535.8466260716,776604.662001398 79529.8666313847,776591.30411604 79528.8577313785,776564.440042824 79558.9351962269,776520.212888539 79588.8915597659,776503.39480744 79582.0294658762,776503.067707734 79582.7989650075))","4929"
"MULTILINESTRING ((777952.89182632 79604.0571624229,777891.326796286 79569.0626955646,777834.337862925 79514.1608508591,777762.546148993 79419.5237483833,777757.325055666 79407.6880608935,777751.87466323 79388.0996818621))","4930"
"MULTILINESTRING ((734402.658676542 72802.6246723604,734399.09378057 72801.9648728385,734353.999331085 72799.3963723916,734352.104733201 72799.395572252,734351.106034273 72799.9513715558))","4955"
"MULTILINESTRING ((743752.085677852 68619.8965274731,743751.086778936 68620.2298270295,743750.75087931 68620.229827006,743750.63887944 68620.1185271225,743749.305281095 68617.6888297327,743737.391695201 68605.4086425522,743720.701114887 68589.2510593491,743700.757435642 68608.267636724,743659.000181953 68608.5840333581,743647.208195965 68595.747646809,743511.201738394 68713.3818059317,743505.963343769 68719.4615987796,743374.176079964 68858.662434156,743362.035892254 68875.0305150397,743356.461698025 68880.7764082337,743317.361137575 68933.9683461339,743315.240539559 68939.0574403089,743279.027676553 68983.2851884047,743228.571729218 69029.3890333771,743194.498267431 69023.9511369713,743179.601086975 68982.3536822498,743161.222607136 68985.6652772305,743158.776109659 68988.3251740887,743119.122952715 69001.5759564514,743150.281714005 69058.5610951999,743144.930719409 69065.9666865596,743139.254425436 69069.7284819571,743137.919926942 69069.3941822328,743059.729311055 69106.4098353175,743043.580128485 69113.2639265097,743042.244829872 69114.5890249351,743016.401757056 69135.373899899,743016.513756922 69135.4851997841))","4974"
"MULTILINESTRING ((765070.971974541 87139.3509934282,765074.98607019 87138.6855945089,765056.737593027 87106.3694285654))","4975"
"MULTILINESTRING ((753142.20183991 102478.18482435,753142.040840222 102476.775925901,753141.462341999 102464.789639179),(753141.462342 102464.78763918,753141.295342303 102463.529640562,753141.23974252 102461.896142375,753141.229542641 102460.748843649,753141.299742581 102460.554443872))","4977"
"MULTILINESTRING ((775481.025887249 82381.8456143001,775476.128993183 82374.8693215259,775469.675901246 82362.8105341903,775460.101112123 82357.7141389613,775362.505213104 82422.5998596002,775363.947410807 82431.1227503855,775238.316630795 82632.5131190797,775219.950251551 82624.0919267453,775214.482756522 82635.8195134321,775126.186456098 82597.8237475671,775119.055362594 82612.9722303623))","4988"
"MULTILINESTRING ((773765.158143206 84922.7818822674,773749.237761313 84914.473190009,773727.854283643 84926.4140750686,773519.301917873 84852.2760384236,773483.318756139 84864.431021989,773481.53565807 84864.6432216029))","4990"
"MULTILINESTRING ((772478.77913689 87365.3491898942,772471.436746079 87352.0691038328,772403.77802784 87263.3024953738,772371.950466124 87223.5669362194,772369.282169719 87215.8211444914,772366.839673512 87202.986358372,772364.984481202 87138.2656292766,772432.157310521 87106.5537699695))","4997"
"MULTILINESTRING ((753142.201741674 102459.588145033,753142.263641503 102460.679043826,753142.845739835 102471.445831906,753143.30693866 102478.443324167))","5003"
"MULTILINESTRING ((735073.388988767 73335.1493253607,735096.685948637 73525.7314136159,735105.013334936 73585.1335476973,735123.75770182 73749.2824652245,735127.871295248 73775.9380356731,735124.73639728 73795.6187133948,735129.408089762 73826.5947790453,735131.40068673 73837.4331670542,735131.731485466 73849.494853567,735132.623283762 73859.0070429787,735134.388380384 73877.9203219246))","5009"
"MULTILINESTRING ((753142.423141398 102459.909944696,753142.623241208 102459.579445083,753142.713241117 102459.483245197),(753142.817640541 102464.344739801,753142.929240398 102464.519339617,753144.052339164 102464.449739802,753144.398038774 102464.528239746,753144.59503855 102464.59523969,753145.437837621 102464.526739847),(753142.424441397 102459.911244694,753142.817640542 102464.346739799))","5014"
"MULTILINESTRING ((761917.224067288 90281.3884493934,761906.753477712 90293.8815346626))","5017"
"MULTILINESTRING ((739008.152951436 72696.5257316873,739008.367851244 72695.867532437,739014.163244745 72696.5282321295,739013.485544496 72710.0267169951,739020.498335738 72722.8609031716,738964.750484558 72901.0271999218,738953.171397949 72894.2729066092,738944.027905408 72930.880465017,738951.037297662 72930.1139663949,738958.604488943 72934.0945625097))","5020"
"MULTILINESTRING ((732044.196574437 74639.2091380617,732043.860374755 74639.987737163,731885.234939003 74815.006128908,731884.349640222 74811.9094323179,731875.2193499 74818.9789237035,731877.102647481 74823.1887191187,731856.27276919 74844.2983938704,731694.75193627 75024.7386792718,731680.948651613 75025.9472768828,731672.934961091 75018.972284113,731674.15755971 75019.1953839527))","5023"
"MULTILINESTRING ((765287.932475987 85516.2480016156,765304.412957323 85522.8964956972,765339.678513038 85587.9637269888,765345.012406366 85597.480416954,765353.689694879 85620.3886924458,765353.913394578 85621.0471917379,765463.243269942 85674.8713417734,765484.276245875 85686.2792310013,765564.102553956 85736.3314826745,765592.708920667 85758.3608608461,765603.278408115 85769.4290495532,765608.957801093 85778.6122399185,765617.075490284 85800.741316225,765617.731188502 85813.1299026258,765613.267691721 85832.7111806608,765604.904899583 85848.0897629923,765598.436305277 85864.4524444025,765565.677037587 85907.02299467,765534.470968748 85943.0759522517,765530.127673079 85948.164146269,765526.225877364 85948.1619459369,765524.005980038 85945.3881488048))","5026"
"MULTILINESTRING ((731162.572120654 76496.6362867082,731166.810916256 76492.1048921163,731188.076393511 76478.4028091132))","5027"
"MULTILINESTRING ((767004.623332697 92998.20620562,767045.499888138 92994.800413074))","5040"
"MULTILINESTRING ((765828.552508415 93171.7179078527,765858.513376634 93159.2367243295))","5050"
"MULTILINESTRING ((764878.624830007 91190.2603083511,764904.23150097 91200.3456995064,764900.10080476 91208.7534898623,764895.64330889 91217.3741799536,764896.977407334 91218.3764789658))","5052"
"MULTILINESTRING ((774264.402883366 79173.2405280227,774262.730985044 79175.0109259427,774262.507685407 79173.5733274999,774254.270195212 79163.7208376175,774251.926397642 79165.2681357281,774241.790707571 79178.9778198666,774233.204615834 79192.363704488,774235.984512518 79195.7961009556))","5055"
"MULTILINESTRING ((771622.168997452 81244.9462361371,771604.67901567 81255.7769227855,771590.978031001 81251.5686262598,771572.712351324 81247.348829366,771561.12396197 81271.5727018031,771558.105863381 81294.1415767744,771565.776153135 81316.3824529975,771547.166472615 81326.7672400398,771547.950171691 81327.5466392499))","5060"
"MULTILINESTRING ((721382.44366579 71339.9429737646,721384.887862884 71342.1501714475,721351.25509896 71366.4712416046))","5061"
"MULTILINESTRING ((768549.019471927 90397.8267087097,768539.784883011 90387.0926197036,768536.334387266 90381.7771252497,768530.10279466 90375.4679316401,768512.743315439 90355.8733516643))","5062"
"MULTILINESTRING ((767058.140630428 91259.2783268377,767054.791332966 91271.9985125224,767041.0906483 91268.670514962,767034.304755757 91268.5551144827))","5071"
